maxThreads,minSpareThreads,executorTerminationTimeoutMillis,connectionTimeout,maxConnections,maxKeepAliveRequests,acceptorThreadCount,asyncTimeout,acceptCount,socketBuffer,processorCache,keepAliveTimeout,PERF
1.0,14.0,0.0,0.0,953.0,200.0,8.0,4061.0,50.0,50.0,12.0,12.0,1339.9
27.0,1.0,155.0,1271.0,3864.0,200.0,10.0,6045.0,50.0,100.0,33.0,1.0,1313.7
1.0,14.0,0.0,0.0,2198.0,180.0,7.0,1835.0,43.0,37.0,14.0,15.0,1287.7
14.0,14.0,0.0,0.0,2767.0,142.0,7.0,796.0,34.0,28.0,15.0,16.0,1266.9
29.0,1.0,155.0,1271.0,3976.0,81.0,10.0,3779.0,50.0,88.0,21.0,1.0,1263.3
137.0,12.0,3953.0,18850.0,16493.0,91.0,5.0,8533.0,32.0,286.0,242.0,19.0,1253.9
27.0,1.0,155.0,1271.0,3280.0,162.0,10.0,881.0,50.0,54.0,19.0,3.0,1253.8
39.0,22.0,1237.0,7297.0,2570.0,37.0,4.0,1558.0,11.0,35.0,4.0,21.0,1245.0
12.0,13.0,0.0,0.0,2883.0,139.0,7.0,850.0,35.0,30.0,16.0,16.0,1244.9
28.0,14.0,155.0,1271.0,3390.0,68.0,6.0,1788.0,38.0,36.0,18.0,7.0,1242.5
