maxThreads,minSpareThreads,executorTerminationTimeoutMillis,connectionTimeout,maxConnections,maxKeepAliveRequests,acceptorThreadCount,asyncTimeout,acceptCount,socketBuffer,processorCache,keepAliveTimeout,PERF
58.0,27.0,561.0,2376.0,1923.0,67.0,6.0,3163.0,11.0,25.0,31.0,28.0,1376.7
44.0,23.0,462.0,2135.0,1704.0,72.0,7.0,3063.0,9.0,21.0,25.0,27.0,1372.5
1.0,14.0,141.0,1794.0,2010.0,97.0,6.0,2471.0,1.0,9.0,6.0,27.0,1343.9
73.0,30.0,659.0,2626.0,2161.0,64.0,6.0,3210.0,14.0,29.0,37.0,30.0,1323.6
6.0,17.0,193.0,2091.0,2017.0,81.0,6.0,2598.0,8.0,12.0,15.0,32.0,1319.4
28.0,50.0,301.0,2295.0,1826.0,25.0,1.0,3777.0,1.0,25.0,16.0,1.0,1312.5
48.0,19.0,158.0,2321.0,1949.0,60.0,7.0,2770.0,14.0,16.0,17.0,30.0,1309.2
63.0,28.0,596.0,2464.0,1981.0,66.0,6.0,3194.0,12.0,27.0,33.0,29.0,1303.1
75.0,30.0,678.0,2664.0,2193.0,63.0,6.0,3243.0,14.0,30.0,38.0,30.0,1302.8
186.0,21.0,1644.0,3583.0,1146.0,95.0,10.0,4707.0,24.0,58.0,80.0,50.0,1289.7
