maxThreads,minSpareThreads,executorTerminationTimeoutMillis,connectionTimeout,maxConnections,maxKeepAliveRequests,acceptorThreadCount,asyncTimeout,acceptCount,socketBuffer,processorCache,keepAliveTimeout,PERF
38.0,2.0,329.0,2183.0,1.0,7.0,5.0,3377.0,24.0,16.0,41.0,5.0,1270.524658203125
49.0,2.0,237.0,2170.0,1.0,7.0,5.0,2121.0,19.0,11.0,36.0,5.0,1269.162353515625
49.0,2.0,225.0,2165.0,1.0,6.0,5.0,2088.0,19.0,10.0,35.0,5.0,1269.1683349609375
40.0,2.0,298.0,2174.0,1.0,7.0,5.0,3130.0,23.0,15.0,39.0,5.0,1270.3486328125
30.0,2.0,381.0,2190.0,1.0,7.0,5.0,4186.0,27.0,20.0,41.0,5.0,1271.4356689453125
41.0,2.0,282.0,2172.0,1.0,6.0,5.0,2989.0,22.0,14.0,37.0,5.0,1269.9525146484375
46.0,2.0,251.0,2169.0,1.0,6.0,5.0,2434.0,20.0,12.0,36.0,5.0,1269.294921875
31.0,2.0,289.0,2491.0,719.0,10.0,5.0,2776.0,7.0,12.0,35.0,5.0,1258.1888427734375
32.0,2.0,299.0,2550.0,719.0,10.0,6.0,2568.0,10.0,13.0,34.0,5.0,1261.8829345703125
31.0,2.0,275.0,2426.0,719.0,10.0,5.0,2864.0,7.0,12.0,36.0,5.0,1258.1705322265625
32.0,2.0,285.0,2459.0,719.0,10.0,5.0,2745.0,9.0,12.0,35.0,5.0,1260.2900390625
31.0,2.0,292.0,2566.0,719.0,10.0,6.0,2643.0,8.0,13.0,34.0,5.0,1259.912109375
31.0,2.0,295.0,2555.0,719.0,10.0,5.0,2586.0,8.0,13.0,35.0,5.0,1258.6702880859375
31.0,2.0,281.0,2540.0,719.0,10.0,6.0,2668.0,9.0,13.0,35.0,5.0,1260.8536376953125
30.0,2.0,289.0,2658.0,719.0,9.0,5.0,2948.0,6.0,12.0,30.0,5.0,1257.869384765625
31.0,2.0,286.0,2623.0,719.0,9.0,5.0,3060.0,4.0,12.0,30.0,5.0,1254.9178466796875
31.0,2.0,288.0,2606.0,719.0,8.0,5.0,3074.0,4.0,12.0,30.0,5.0,1254.2200927734375
31.0,2.0,290.0,2568.0,719.0,8.0,5.0,3096.0,5.0,12.0,30.0,5.0,1256.137451171875
31.0,2.0,298.0,2500.0,719.0,8.0,5.0,3121.0,6.0,13.0,30.0,5.0,1257.2188720703125
32.0,2.0,289.0,2563.0,719.0,8.0,5.0,3143.0,4.0,12.0,30.0,5.0,1254.329345703125
31.0,2.0,293.0,2583.0,719.0,8.0,5.0,3024.0,6.0,12.0,30.0,5.0,1257.4478759765625
31.0,2.0,307.0,2383.0,719.0,8.0,5.0,3042.0,9.0,12.0,38.0,5.0,1258.944580078125
31.0,2.0,291.0,2363.0,719.0,8.0,4.0,2994.0,8.0,11.0,38.0,5.0,1257.2689208984375
31.0,2.0,291.0,2409.0,719.0,8.0,4.0,2988.0,8.0,11.0,38.0,5.0,1257.2615966796875
30.0,2.0,296.0,2341.0,719.0,8.0,4.0,3000.0,8.0,11.0,37.0,5.0,1257.453125
31.0,2.0,309.0,2388.0,719.0,8.0,5.0,2888.0,9.0,12.0,39.0,5.0,1258.5389404296875
30.0,2.0,305.0,2354.0,719.0,8.0,5.0,3028.0,9.0,12.0,38.0,5.0,1258.939208984375
31.0,2.0,300.0,2390.0,719.0,8.0,5.0,2989.0,8.0,12.0,38.0,5.0,1257.8529052734375
28.0,2.0,300.0,2528.0,645.0,8.0,5.0,2735.0,7.0,11.0,34.0,4.0,1258.5206298828125
29.0,2.0,305.0,2478.0,645.0,8.0,5.0,2728.0,7.0,10.0,34.0,4.0,1258.794189453125
28.0,2.0,295.0,2495.0,645.0,8.0,5.0,2737.0,7.0,11.0,34.0,5.0,1257.6473388671875
29.0,2.0,293.0,2477.0,645.0,8.0,5.0,2716.0,7.0,11.0,33.0,5.0,1257.8392333984375
29.0,2.0,312.0,2526.0,645.0,8.0,5.0,2762.0,7.0,10.0,33.0,4.0,1259.001953125
28.0,2.0,297.0,2527.0,645.0,8.0,5.0,2721.0,7.0,11.0,33.0,4.0,1258.7296142578125
29.0,2.0,302.0,2505.0,645.0,8.0,5.0,2737.0,7.0,11.0,34.0,4.0,1258.51123046875
26.0,2.0,307.0,2451.0,561.0,8.0,5.0,3251.0,10.0,11.0,36.0,4.0,1261.8759765625
26.0,2.0,323.0,2403.0,561.0,8.0,5.0,3287.0,11.0,11.0,36.0,4.0,1262.8946533203125
27.0,2.0,335.0,2364.0,561.0,9.0,5.0,3323.0,13.0,11.0,35.0,4.0,1265.6923828125
26.0,1.0,318.0,2442.0,561.0,8.0,5.0,3368.0,11.0,11.0,35.0,4.0,1264.1658935546875
26.0,2.0,319.0,2421.0,561.0,8.0,5.0,3169.0,9.0,11.0,38.0,4.0,1260.25048828125
26.0,2.0,326.0,2398.0,561.0,8.0,5.0,3281.0,11.0,11.0,36.0,4.0,1262.869140625
26.0,1.0,293.0,2491.0,561.0,7.0,5.0,3254.0,8.0,11.0,35.0,5.0,1259.58349609375
31.0,2.0,302.0,2542.0,561.0,8.0,5.0,2950.0,10.0,14.0,34.0,5.0,1260.094482421875
31.0,2.0,303.0,2512.0,561.0,8.0,5.0,3081.0,7.0,14.0,32.0,5.0,1257.478271484375
30.0,2.0,312.0,2554.0,561.0,8.0,5.0,3008.0,7.0,13.0,34.0,5.0,1257.242919921875
30.0,2.0,315.0,2534.0,561.0,8.0,5.0,3153.0,4.0,13.0,33.0,5.0,1252.5421142578125
31.0,2.0,305.0,2554.0,561.0,8.0,5.0,3057.0,8.0,13.0,33.0,5.0,1258.618408203125
32.0,2.0,305.0,2554.0,561.0,8.0,5.0,3058.0,8.0,14.0,32.0,5.0,1258.5068359375
