maxThreads,minSpareThreads,executorTerminationTimeoutMillis,connectionTimeout,maxConnections,maxKeepAliveRequests,acceptorThreadCount,asyncTimeout,acceptCount,socketBuffer,processorCache,keepAliveTimeout,PERF
302.0,17.0,4690.0,2710.0,44497.0,14.0,6.0,22458.0,46.0,207.0,279.0,33.0,1081.7648
314.0,7.0,6937.0,35033.0,29334.0,144.0,2.0,1393.0,27.0,212.0,362.0,14.0,1110.4607
219.0,36.0,7834.0,2969.0,27405.0,74.0,5.0,37501.0,17.0,494.0,308.0,15.0,1041.4047
156.0,34.0,1146.0,30425.0,7962.0,91.0,4.0,33867.0,43.0,255.0,467.0,36.0,1087.2834
144.0,32.0,4895.0,20734.0,9188.0,25.0,6.0,46443.0,1.0,490.0,397.0,50.0,1034.5385
289.0,18.0,5618.0,40165.0,49445.0,123.0,1.0,24339.0,22.0,447.0,279.0,18.0,1129.1698
210.0,50.0,6758.0,49485.0,29269.0,114.0,5.0,39813.0,14.0,397.0,241.0,38.0,1126.2485
259.0,24.0,1829.0,30347.0,17275.0,74.0,9.0,21664.0,2.0,357.0,118.0,1.0,1120.8234
20.0,43.0,1951.0,47783.0,20717.0,154.0,7.0,35924.0,24.0,299.0,22.0,1.0,1214.3773
63.0,19.0,5610.0,6178.0,49249.0,130.0,4.0,49699.0,49.0,305.0,394.0,28.0,1115.4955
302.0,17.0,4690.0,2710.0,44497.0,14.0,6.0,22458.0,46.0,207.0,279.0,33.0,1081.7648
314.0,7.0,6937.0,35033.0,29334.0,144.0,2.0,1393.0,27.0,212.0,362.0,14.0,1110.4607
219.0,36.0,7834.0,2969.0,27405.0,74.0,5.0,37501.0,17.0,494.0,308.0,15.0,1041.4047
156.0,34.0,1146.0,30425.0,7962.0,91.0,4.0,33867.0,43.0,255.0,467.0,36.0,1087.2834
144.0,32.0,4895.0,20734.0,9188.0,25.0,6.0,46443.0,1.0,490.0,397.0,50.0,1034.5385
289.0,18.0,5618.0,40165.0,49445.0,123.0,1.0,24339.0,22.0,447.0,279.0,18.0,1129.1698
210.0,50.0,6758.0,49485.0,29269.0,114.0,5.0,39813.0,14.0,397.0,241.0,38.0,1126.2485
259.0,24.0,1829.0,30347.0,17275.0,74.0,9.0,21664.0,2.0,357.0,118.0,1.0,1120.8234
20.0,43.0,1951.0,47783.0,20717.0,154.0,7.0,35924.0,24.0,299.0,22.0,1.0,1214.3773
63.0,19.0,5610.0,6178.0,49249.0,130.0,4.0,49699.0,49.0,305.0,394.0,28.0,1115.4955
302.0,18.0,4689.0,2710.0,44497.0,15.0,6.0,22458.0,50.0,207.0,279.0,32.0,1097.8951
314.0,7.0,6937.0,35033.0,29333.0,144.0,2.0,1393.0,27.0,212.0,363.0,14.0,1109.8715
219.0,21.0,7835.0,2970.0,32610.0,73.0,6.0,37501.0,18.0,494.0,307.0,15.0,1044.5499
155.0,34.0,1147.0,30426.0,7962.0,91.0,5.0,33867.0,43.0,447.0,468.0,36.0,1113.6815
144.0,31.0,4711.0,20733.0,9187.0,25.0,5.0,46442.0,1.0,427.0,195.0,50.0,1096.0355
289.0,19.0,5617.0,40165.0,49446.0,123.0,2.0,24339.0,23.0,446.0,280.0,18.0,1127.5071
210.0,50.0,6757.0,49485.0,29269.0,114.0,5.0,39813.0,18.0,398.0,241.0,39.0,1126.4353
260.0,24.0,4577.0,30348.0,17276.0,74.0,9.0,1.0,1.0,356.0,271.0,1.0,1190.8865
19.0,44.0,1950.0,47782.0,20718.0,154.0,6.0,35924.0,24.0,300.0,22.0,1.0,1213.4468
63.0,18.0,5610.0,6177.0,49248.0,129.0,4.0,49699.0,48.0,305.0,394.0,28.0,1110.5397
302.0,18.0,4689.0,2710.0,44497.0,15.0,6.0,22458.0,50.0,207.0,175.0,32.0,1146.6686
314.0,7.0,6937.0,35033.0,29333.0,144.0,2.0,1393.0,27.0,212.0,363.0,30.0,1112.9569
219.0,21.0,7835.0,2970.0,32610.0,73.0,6.0,37501.0,18.0,500.0,307.0,15.0,1044.6533
155.0,34.0,1147.0,30426.0,7962.0,91.0,5.0,33867.0,50.0,447.0,468.0,36.0,1127.8315
144.0,31.0,8000.0,20733.0,9187.0,83.0,5.0,46442.0,1.0,427.0,195.0,50.0,1123.6532
289.0,19.0,5617.0,40165.0,49446.0,123.0,2.0,11138.0,23.0,446.0,280.0,18.0,1127.5071
210.0,50.0,3233.0,49485.0,29269.0,183.0,5.0,39813.0,18.0,398.0,241.0,39.0,1184.522
260.0,24.0,4577.0,30348.0,17276.0,74.0,9.0,1.0,1.0,356.0,271.0,1.0,1190.8865
19.0,44.0,1950.0,47782.0,20718.0,154.0,6.0,35924.0,24.0,300.0,22.0,1.0,1213.4468
63.0,18.0,4705.0,6177.0,49248.0,129.0,4.0,49699.0,48.0,305.0,394.0,28.0,1134.3137
302.0,6.0,4689.0,2710.0,44497.0,15.0,6.0,22458.0,50.0,207.0,175.0,29.0,1143.3452
362.0,7.0,6937.0,35033.0,29333.0,144.0,2.0,1393.0,27.0,212.0,264.0,30.0,1144.2847
219.0,21.0,7835.0,2970.0,32610.0,73.0,6.0,37501.0,18.0,500.0,307.0,2.0,1043.1727
155.0,34.0,1147.0,30426.0,7962.0,91.0,5.0,33867.0,50.0,447.0,468.0,36.0,1127.8315
216.0,31.0,8000.0,20733.0,9187.0,83.0,5.0,46442.0,1.0,427.0,195.0,50.0,1129.538
289.0,19.0,5617.0,16333.0,49446.0,123.0,2.0,11138.0,23.0,446.0,280.0,18.0,1112.5151
210.0,50.0,5898.0,49485.0,29269.0,183.0,5.0,39813.0,18.0,398.0,241.0,29.0,1157.6438
260.0,24.0,4577.0,30348.0,17276.0,74.0,9.0,1.0,1.0,353.0,271.0,1.0,1189.9354
19.0,44.0,1950.0,47782.0,20718.0,154.0,6.0,35924.0,24.0,300.0,22.0,1.0,1213.4468
63.0,18.0,4705.0,6177.0,49248.0,129.0,4.0,49699.0,48.0,305.0,394.0,28.0,1134.3137
302.0,6.0,4689.0,2710.0,44497.0,1.0,6.0,22458.0,50.0,207.0,175.0,29.0,1142.8962
362.0,7.0,6937.0,35033.0,29333.0,144.0,2.0,1393.0,27.0,212.0,264.0,30.0,1144.2847
219.0,21.0,7835.0,2970.0,19827.0,73.0,6.0,37501.0,18.0,267.0,424.0,23.0,1042.6086
155.0,34.0,1147.0,30426.0,1.0,91.0,6.0,33867.0,43.0,447.0,468.0,36.0,1082.3705
216.0,31.0,8000.0,20733.0,17431.0,83.0,5.0,46442.0,1.0,427.0,195.0,50.0,1134.7806
289.0,19.0,5617.0,17433.0,49446.0,123.0,6.0,11138.0,23.0,446.0,280.0,18.0,1129.0004
210.0,50.0,5898.0,49485.0,29269.0,183.0,5.0,39813.0,18.0,398.0,241.0,29.0,1157.6438
260.0,24.0,4577.0,30348.0,17276.0,74.0,9.0,1.0,1.0,353.0,271.0,1.0,1189.9354
19.0,44.0,1950.0,47782.0,20718.0,154.0,6.0,35924.0,24.0,300.0,22.0,1.0,1213.4468
