maxThreads,minSpareThreads,executorTerminationTimeoutMillis,connectionTimeout,maxConnections,maxKeepAliveRequests,acceptorThreadCount,asyncTimeout,acceptCount,socketBuffer,processorCache,keepAliveTimeout,PERF
23.0,46.0,73.0,2034.0,2524.0,200.0,10.0,1678.0,50.0,486.0,1.0,32.0,1408.5
31.0,12.0,0.0,2445.0,2555.0,25.0,5.0,2726.0,33.0,240.0,24.0,20.0,776.1
20.0,3.0,0.0,5211.0,2160.0,44.0,1.0,6640.0,16.0,55.0,1.0,18.0,745.4
23.0,3.0,0.0,2297.0,2227.0,17.0,2.0,4662.0,24.0,38.0,20.0,9.0,727.3
29.0,4.0,0.0,2158.0,1974.0,10.0,1.0,4906.0,16.0,38.0,26.0,12.0,700.6
25.0,8.0,0.0,2081.0,2421.0,27.0,3.0,2344.0,32.0,298.0,29.0,12.0,688.5
5.0,1.0,410.0,0.0,3449.0,5.0,10.0,355.0,50.0,12.0,49.0,1.0,672.5
25.0,3.0,0.0,3162.0,2069.0,22.0,1.0,5432.0,17.0,43.0,12.0,13.0,668.8
1.0,1.0,464.0,0.0,49657.0,200.0,10.0,1.0,50.0,1.0,137.0,1.0,628.9
32.0,12.0,0.0,2482.0,2592.0,25.0,5.0,2784.0,33.0,231.0,23.0,20.0,628.0
