maxThreads,minSpareThreads,executorTerminationTimeoutMillis,connectionTimeout,maxConnections,maxKeepAliveRequests,acceptorThreadCount,asyncTimeout,acceptCount,socketBuffer,processorCache,keepAliveTimeout,PERF
472.0,32.0,1788.0,38073.0,5131.0,14.0,3.0,20505.0,43.0,116.0,197.0,9.0,1132.0
71.0,11.0,5727.0,27031.0,29872.0,64.0,7.0,32069.0,44.0,466.0,397.0,30.0,1166.6
381.0,6.0,3137.0,34904.0,7141.0,55.0,9.0,6799.0,28.0,144.0,332.0,39.0,1132.9
250.0,21.0,6024.0,38413.0,34214.0,78.0,4.0,17310.0,5.0,24.0,468.0,6.0,1146.4
366.0,12.0,2930.0,30542.0,38411.0,11.0,6.0,8619.0,39.0,96.0,79.0,39.0,1123.2
258.0,15.0,7184.0,16295.0,36749.0,197.0,1.0,26514.0,43.0,386.0,119.0,11.0,1141.0
107.0,14.0,7137.0,29596.0,27995.0,23.0,10.0,42022.0,50.0,145.0,108.0,5.0,1279.1
233.0,2.0,482.0,31746.0,14426.0,174.0,10.0,19213.0,42.0,266.0,166.0,49.0,1230.0
214.0,5.0,4474.0,42545.0,7945.0,63.0,5.0,23469.0,18.0,486.0,274.0,41.0,1208.0
342.0,22.0,2426.0,8152.0,6743.0,32.0,2.0,32793.0,12.0,174.0,206.0,2.0,1115.6
489.0,9.0,5253.0,16546.0,28021.0,99.0,4.0,25371.0,47.0,191.0,462.0,34.0,1202.6
431.0,40.0,5456.0,37795.0,1690.0,197.0,7.0,8284.0,49.0,356.0,23.0,2.0,1132.0
57.0,43.0,2828.0,30552.0,16912.0,156.0,1.0,43933.0,10.0,146.0,40.0,4.0,1154.9
229.0,36.0,3196.0,12627.0,11155.0,113.0,4.0,34285.0,43.0,264.0,312.0,40.0,1184.1
245.0,44.0,5237.0,372.0,11704.0,160.0,10.0,40119.0,22.0,349.0,64.0,7.0,1149.4
299.0,28.0,7295.0,15895.0,49369.0,152.0,4.0,49869.0,42.0,166.0,470.0,17.0,1084.5
302.0,35.0,4495.0,6165.0,30379.0,80.0,10.0,42527.0,15.0,261.0,59.0,24.0,1186.9
389.0,40.0,1920.0,20185.0,46338.0,55.0,10.0,7450.0,38.0,115.0,158.0,28.0,1162.5
189.0,46.0,5467.0,31099.0,5321.0,125.0,2.0,9801.0,20.0,275.0,183.0,38.0,1155.5
489.0,1.0,286.0,42619.0,5554.0,25.0,7.0,22933.0,28.0,171.0,219.0,7.0,1118.9
286.0,41.0,3968.0,28739.0,45181.0,164.0,5.0,27788.0,44.0,207.0,244.0,10.0,1167.7
1.0,15.0,1123.0,44511.0,42499.0,52.0,10.0,20931.0,15.0,363.0,152.0,25.0,1275.8
16.0,50.0,4698.0,28135.0,29528.0,59.0,1.0,20191.0,8.0,124.0,70.0,16.0,1253.0
242.0,12.0,2465.0,12509.0,18059.0,23.0,9.0,26375.0,37.0,335.0,401.0,22.0,1086.5
235.0,18.0,2724.0,38490.0,8789.0,153.0,9.0,40970.0,17.0,108.0,181.0,16.0,1104.7
455.0,15.0,7557.0,6469.0,41743.0,47.0,9.0,11949.0,50.0,77.0,22.0,22.0,1182.9
146.0,4.0,240.0,29662.0,17153.0,81.0,9.0,25136.0,31.0,188.0,55.0,12.0,1087.7
409.0,30.0,3858.0,12345.0,45795.0,26.0,6.0,13303.0,5.0,13.0,68.0,23.0,1178.3
230.0,28.0,6757.0,35039.0,12522.0,129.0,2.0,28048.0,17.0,470.0,447.0,49.0,1171.4
5.0,3.0,1357.0,5115.0,30634.0,168.0,2.0,35498.0,29.0,483.0,86.0,33.0,1280.6
354.0,31.0,4700.0,27401.0,9768.0,31.0,8.0,45810.0,39.0,307.0,95.0,30.0,1147.2
224.0,40.0,45.0,3878.0,17331.0,147.0,7.0,341.0,26.0,399.0,202.0,39.0,1270.8
