maxThreads,minSpareThreads,executorTerminationTimeoutMillis,connectionTimeout,maxConnections,maxKeepAliveRequests,acceptorThreadCount,asyncTimeout,acceptCount,socketBuffer,processorCache,keepAliveTimeout,PERF
9.0,0.0,50.0,2077.0,1009.0,1.0,11.0,10.0,11.0,1.0,28.0,1.0,1271.9466552734375
9.0,0.0,50.0,2059.0,955.0,1.0,11.0,10.0,11.0,1.0,28.0,1.0,1271.9466552734375
10.0,0.0,50.0,2143.0,1085.0,2.0,11.0,10.0,10.0,1.0,28.0,1.0,1271.3671875
9.0,0.0,50.0,2176.0,1035.0,2.0,11.0,10.0,10.0,1.0,28.0,1.0,1271.3671875
9.0,0.0,50.0,2120.0,1054.0,2.0,11.0,10.0,10.0,1.0,28.0,1.0,1271.3671875
10.0,0.0,50.0,2238.0,1035.0,2.0,11.0,10.0,10.0,1.0,28.0,1.0,1271.3671875
10.0,0.0,50.0,2197.0,1101.0,2.0,11.0,10.0,10.0,1.0,28.0,1.0,1271.3671875
10.0,0.0,50.0,2258.0,1028.0,2.0,11.0,10.0,10.0,1.0,28.0,1.0,1271.3671875
10.0,0.0,50.0,2133.0,1168.0,2.0,11.0,10.0,10.0,1.0,29.0,2.0,1270.2957763671875
10.0,0.0,50.0,2107.0,1142.0,2.0,11.0,10.0,10.0,1.0,29.0,2.0,1270.2957763671875
