maxThreads,minSpareThreads,executorTerminationTimeoutMillis,connectionTimeout,maxConnections,maxKeepAliveRequests,acceptorThreadCount,asyncTimeout,acceptCount,socketBuffer,processorCache,keepAliveTimeout,PERF
75.0,16.0,1080.0,7647.0,5074.0,42.0,2.0,3375.0,7.0,9.0,28.0,38.0,1255.7032470703125
74.0,16.0,1017.0,7671.0,4951.0,42.0,2.0,3386.0,7.0,15.0,29.0,37.0,1255.46630859375
70.0,13.0,960.0,7662.0,5521.0,41.0,2.0,3327.0,7.0,7.0,32.0,30.0,1260.22216796875
69.0,14.0,857.0,7752.0,5253.0,42.0,2.0,3362.0,8.0,17.0,33.0,30.0,1258.7489013671875
69.0,13.0,961.0,7659.0,5639.0,41.0,2.0,3308.0,7.0,3.0,33.0,28.0,1261.6328125
46.0,8.0,1069.0,6841.0,3998.0,22.0,2.0,3307.0,7.0,22.0,35.0,13.0,1249.230712890625
49.0,8.0,1036.0,6947.0,4031.0,21.0,2.0,3356.0,7.0,22.0,36.0,12.0,1248.33251953125
45.0,8.0,1064.0,6795.0,4053.0,21.0,2.0,3349.0,7.0,22.0,35.0,14.0,1247.859375
45.0,8.0,1070.0,6770.0,4040.0,21.0,2.0,3363.0,7.0,22.0,35.0,14.0,1247.8077392578125
43.0,6.0,1108.0,6613.0,3859.0,19.0,2.0,3464.0,6.0,22.0,33.0,15.0,1246.38037109375
40.0,9.0,1072.0,6706.0,3942.0,20.0,2.0,3230.0,7.0,20.0,35.0,8.0,1247.6162109375
41.0,9.0,1086.0,6676.0,3991.0,21.0,2.0,3210.0,7.0,20.0,35.0,10.0,1248.1600341796875
42.0,8.0,1028.0,6646.0,4110.0,20.0,2.0,3387.0,7.0,20.0,36.0,8.0,1249.0908203125
39.0,9.0,1083.0,6658.0,4036.0,21.0,2.0,3194.0,7.0,20.0,34.0,8.0,1249.4217529296875
42.0,8.0,1058.0,6486.0,4333.0,21.0,2.0,3240.0,7.0,20.0,34.0,9.0,1250.6806640625
48.0,9.0,986.0,6235.0,4726.0,19.0,2.0,3272.0,7.0,21.0,38.0,7.0,1245.1429443359375
47.0,8.0,999.0,6549.0,4894.0,18.0,2.0,3208.0,7.0,26.0,39.0,16.0,1239.3681640625
48.0,8.0,995.0,6509.0,4742.0,19.0,2.0,3254.0,7.0,21.0,38.0,11.0,1245.05517578125
48.0,8.0,988.0,6357.0,4705.0,19.0,2.0,3308.0,7.0,20.0,38.0,8.0,1246.572998046875
49.0,8.0,1010.0,6350.0,4888.0,19.0,2.0,3182.0,7.0,19.0,39.0,9.0,1245.619384765625
38.0,8.0,1144.0,6674.0,4123.0,18.0,2.0,3131.0,8.0,20.0,37.0,14.0,1243.898193359375
37.0,7.0,1113.0,6430.0,4025.0,20.0,2.0,3249.0,8.0,20.0,38.0,8.0,1249.8988037109375
39.0,7.0,1097.0,6443.0,4247.0,18.0,2.0,3269.0,8.0,20.0,37.0,10.0,1247.1707763671875
40.0,7.0,1119.0,6699.0,4520.0,16.0,2.0,3050.0,8.0,20.0,38.0,5.0,1246.9825439453125
38.0,8.0,1119.0,6528.0,4299.0,18.0,2.0,3184.0,8.0,20.0,37.0,9.0,1245.820068359375
47.0,7.0,1026.0,6167.0,4671.0,24.0,2.0,3433.0,7.0,20.0,36.0,13.0,1252.3895263671875
46.0,7.0,1020.0,6324.0,4519.0,23.0,2.0,3386.0,7.0,20.0,35.0,11.0,1252.944091796875
47.0,7.0,1023.0,6307.0,4455.0,22.0,2.0,3331.0,7.0,20.0,35.0,10.0,1252.51025390625
45.0,7.0,1036.0,6552.0,4417.0,23.0,2.0,3448.0,8.0,20.0,36.0,6.0,1256.8514404296875
45.0,7.0,1015.0,6402.0,4392.0,22.0,2.0,3286.0,7.0,20.0,35.0,8.0,1253.6011962890625
38.0,7.0,1079.0,6846.0,5005.0,15.0,2.0,3068.0,7.0,19.0,35.0,14.0,1241.41650390625
41.0,7.0,1075.0,6761.0,5151.0,15.0,2.0,2993.0,8.0,19.0,34.0,17.0,1243.1688232421875
42.0,7.0,1100.0,6827.0,5158.0,14.0,2.0,3058.0,8.0,19.0,34.0,15.0,1241.8985595703125
38.0,7.0,1074.0,7007.0,5112.0,15.0,2.0,3235.0,7.0,19.0,34.0,13.0,1242.780517578125
39.0,7.0,1075.0,6678.0,5090.0,15.0,2.0,2960.0,8.0,19.0,35.0,17.0,1242.4615478515625
53.0,8.0,1005.0,7263.0,4542.0,27.0,2.0,3842.0,7.0,19.0,34.0,8.0,1258.846923828125
53.0,9.0,1007.0,7366.0,4642.0,27.0,2.0,3851.0,8.0,19.0,33.0,8.0,1259.3212890625
53.0,9.0,1028.0,7498.0,4898.0,26.0,2.0,3837.0,8.0,19.0,33.0,8.0,1258.31640625
53.0,6.0,970.0,6795.0,3882.0,28.0,2.0,3800.0,7.0,20.0,35.0,8.0,1261.0069580078125
53.0,9.0,1024.0,7532.0,4886.0,26.0,2.0,3854.0,8.0,19.0,33.0,8.0,1258.3736572265625
58.0,14.0,811.0,7077.0,4501.0,34.0,0.0,10.0,7.0,10.0,30.0,10.0,1259.0689697265625
58.0,13.0,865.0,6763.0,3774.0,39.0,0.0,10.0,7.0,6.0,32.0,9.0,1264.5693359375
57.0,14.0,823.0,6749.0,4458.0,37.0,0.0,10.0,7.0,10.0,30.0,9.0,1261.9676513671875
58.0,15.0,770.0,7036.0,4776.0,31.0,0.0,10.0,8.0,12.0,30.0,10.0,1256.0399169921875
57.0,14.0,815.0,6909.0,4508.0,36.0,0.0,10.0,7.0,11.0,30.0,9.0,1261.0245361328125
58.0,14.0,843.0,7105.0,4425.0,38.0,0.0,10.0,7.0,10.0,29.0,10.0,1262.36279296875
58.0,14.0,816.0,7160.0,4452.0,35.0,0.0,10.0,7.0,10.0,29.0,10.0,1260.162109375
59.0,15.0,833.0,7374.0,4567.0,36.0,0.0,10.0,7.0,11.0,29.0,10.0,1258.839111328125
57.0,14.0,850.0,6885.0,4162.0,38.0,0.0,10.0,7.0,9.0,30.0,10.0,1261.48291015625
58.0,14.0,805.0,6992.0,4668.0,35.0,0.0,10.0,7.0,11.0,30.0,9.0,1260.6990966796875
