maxThreads,minSpareThreads,executorTerminationTimeoutMillis,connectionTimeout,maxConnections,maxKeepAliveRequests,acceptorThreadCount,asyncTimeout,acceptCount,socketBuffer,processorCache,keepAliveTimeout,PERF
227.0,11.0,2367.0,4874.0,14916.0,103.0,3.0,17445.0,14.0,24.0,153.0,16.0,1320.409423828125
229.0,12.0,2352.0,5090.0,15344.0,104.0,3.0,17735.0,14.0,24.0,159.0,17.0,1319.9698486328125
189.0,9.0,1877.0,4721.0,12243.0,95.0,3.0,14255.0,13.0,23.0,133.0,15.0,1309.2542724609375
194.0,10.0,1985.0,4241.0,11256.0,93.0,2.0,13736.0,10.0,24.0,128.0,14.0,1307.204833984375
157.0,7.0,1538.0,4077.0,8989.0,87.0,2.0,10972.0,10.0,23.0,105.0,12.0,1302.754638671875
171.0,8.0,1689.0,4131.0,9669.0,88.0,2.0,11795.0,10.0,23.0,114.0,13.0,1302.39990234375
175.0,8.0,1787.0,3882.0,9381.0,87.0,2.0,11856.0,9.0,23.0,113.0,12.0,1302.341064453125
151.0,6.0,1459.0,4041.0,8601.0,85.0,2.0,10410.0,10.0,23.0,101.0,12.0,1301.8292236328125
160.0,7.0,1555.0,4114.0,9054.0,86.0,2.0,11054.0,10.0,23.0,109.0,12.0,1301.778564453125
141.0,7.0,1302.0,3881.0,7063.0,80.0,2.0,8905.0,8.0,22.0,98.0,11.0,1296.589599609375
