maxThreads,minSpareThreads,executorTerminationTimeoutMillis,connectionTimeout,maxConnections,maxKeepAliveRequests,acceptorThreadCount,asyncTimeout,acceptCount,socketBuffer,processorCache,keepAliveTimeout,PERF
1.0,42.0,608.0,3579.0,3355.0,135.0,10.0,7429.0,18.0,1.0,1.0,2.0,1431.2
27.0,1.0,772.0,4037.0,1093.0,15.0,4.0,6815.0,1.0,12.0,15.0,17.0,1337.3
1.0,1.0,932.0,0.0,6629.0,200.0,1.0,1.0,1.0,13.0,15.0,50.0,1327.1
1.0,50.0,667.0,1324.0,3621.0,200.0,10.0,6004.0,15.0,1.0,1.0,1.0,1313.4
1.0,50.0,574.0,3478.0,3496.0,165.0,9.0,7865.0,22.0,1.0,1.0,1.0,1307.9
27.0,1.0,1171.0,6765.0,230.0,54.0,1.0,10206.0,1.0,12.0,15.0,50.0,1305.5
27.0,1.0,773.0,3981.0,1357.0,18.0,4.0,6251.0,1.0,12.0,15.0,17.0,1303.4
1.0,50.0,614.0,2489.0,3725.0,200.0,10.0,8963.0,10.0,1.0,1.0,1.0,1298.2
1.0,42.0,617.0,3584.0,3363.0,140.0,10.0,7815.0,14.0,1.0,1.0,1.0,1273.7
26.0,1.0,0.0,12796.0,9013.0,200.0,1.0,1.0,1.0,13.0,16.0,50.0,1266.1
