maxThreads,minSpareThreads,executorTerminationTimeoutMillis,connectionTimeout,maxConnections,maxKeepAliveRequests,acceptorThreadCount,asyncTimeout,acceptCount,socketBuffer,processorCache,keepAliveTimeout,PERF
421.0,7.0,5429.0,48207.0,12261.0,156.0,1.0,30129.0,44.0,415.0,72.0,10.0,1188.1
456.0,32.0,4816.0,13668.0,44215.0,38.0,5.0,23835.0,25.0,221.0,164.0,29.0,1171.1
485.0,37.0,113.0,43799.0,33338.0,145.0,4.0,4365.0,41.0,120.0,67.0,41.0,1130.2
427.0,45.0,6467.0,11206.0,42470.0,105.0,1.0,7313.0,7.0,363.0,477.0,17.0,1013.4
400.0,19.0,2431.0,21399.0,2593.0,140.0,10.0,30384.0,4.0,312.0,200.0,43.0,1061.1
179.0,30.0,297.0,25518.0,14130.0,53.0,1.0,2774.0,42.0,116.0,162.0,31.0,1127.5
46.0,10.0,488.0,30361.0,41245.0,197.0,8.0,38212.0,12.0,370.0,326.0,33.0,1152.5
150.0,23.0,4310.0,45455.0,11471.0,134.0,6.0,39176.0,17.0,194.0,331.0,3.0,1089.1
75.0,15.0,1876.0,1177.0,21885.0,7.0,1.0,1865.0,22.0,175.0,434.0,31.0,1079.2
211.0,39.0,1218.0,32103.0,24243.0,20.0,5.0,36373.0,3.0,247.0,322.0,35.0,1136.8
42.0,39.0,6706.0,27914.0,31065.0,47.0,3.0,15426.0,10.0,7.0,389.0,32.0,1028.5
162.0,11.0,4911.0,15687.0,11430.0,13.0,8.0,44074.0,49.0,496.0,331.0,11.0,1051.0
366.0,4.0,3239.0,27332.0,40652.0,17.0,5.0,29549.0,10.0,214.0,439.0,9.0,1039.1
232.0,22.0,7825.0,23345.0,14732.0,118.0,3.0,35572.0,22.0,478.0,114.0,27.0,1182.0
428.0,10.0,1199.0,11267.0,42250.0,116.0,2.0,45268.0,10.0,311.0,444.0,25.0,1119.8
35.0,36.0,955.0,48474.0,13245.0,19.0,3.0,26844.0,6.0,35.0,64.0,33.0,1131.1
197.0,13.0,1386.0,42274.0,19749.0,108.0,6.0,31823.0,43.0,208.0,119.0,12.0,1200.3
490.0,36.0,7199.0,47057.0,20056.0,80.0,10.0,2812.0,42.0,58.0,58.0,20.0,1123.8
104.0,39.0,6108.0,14664.0,23371.0,75.0,2.0,48906.0,35.0,278.0,106.0,17.0,1147.3
458.0,16.0,716.0,42745.0,19598.0,120.0,1.0,43397.0,16.0,479.0,425.0,16.0,1228.5
151.0,17.0,6308.0,44126.0,5632.0,64.0,9.0,30914.0,49.0,252.0,460.0,26.0,1142.2
4.0,6.0,5598.0,41655.0,2344.0,109.0,8.0,32138.0,7.0,151.0,155.0,17.0,1232.4
311.0,43.0,1577.0,34720.0,15137.0,198.0,9.0,39439.0,14.0,169.0,117.0,6.0,1173.8
304.0,24.0,844.0,32333.0,16274.0,118.0,10.0,23507.0,45.0,236.0,43.0,28.0,1207.4
311.0,13.0,1555.0,29361.0,22445.0,65.0,5.0,19337.0,44.0,457.0,133.0,21.0,1209.3
281.0,26.0,5421.0,17183.0,32525.0,148.0,3.0,913.0,43.0,496.0,131.0,25.0,1055.5
339.0,42.0,7391.0,27348.0,14882.0,110.0,5.0,40862.0,22.0,259.0,277.0,31.0,1172.6
139.0,31.0,7195.0,49091.0,46384.0,189.0,2.0,46105.0,40.0,337.0,363.0,9.0,1234.4
365.0,20.0,6950.0,11123.0,31647.0,113.0,3.0,42239.0,11.0,142.0,323.0,49.0,1168.5
244.0,49.0,4356.0,3283.0,47922.0,13.0,7.0,23751.0,5.0,32.0,108.0,37.0,1011.1
401.0,33.0,63.0,47367.0,12041.0,76.0,1.0,37339.0,35.0,81.0,168.0,46.0,1103.1
283.0,42.0,7523.0,33214.0,3790.0,77.0,3.0,38576.0,31.0,71.0,205.0,11.0,1127.1
58.0,15.0,4806.0,25659.0,6155.0,163.0,5.0,35466.0,18.0,465.0,333.0,47.0,1111.5
404.0,19.0,1662.0,30281.0,25639.0,153.0,8.0,5672.0,3.0,296.0,293.0,37.0,1123.1
