maxThreads,minSpareThreads,executorTerminationTimeoutMillis,connectionTimeout,maxConnections,maxKeepAliveRequests,acceptorThreadCount,asyncTimeout,acceptCount,socketBuffer,processorCache,keepAliveTimeout,PERF
30.0,2.0,381.0,2190.0,1.0,7.0,5.0,4186.0,27.0,20.0,41.0,5.0,1271.4356689453125
38.0,2.0,329.0,2183.0,1.0,7.0,5.0,3377.0,24.0,16.0,41.0,5.0,1270.524658203125
40.0,2.0,298.0,2174.0,1.0,7.0,5.0,3130.0,23.0,15.0,39.0,5.0,1270.3486328125
28.0,2.0,323.0,2247.0,561.0,8.0,5.0,2946.0,21.0,12.0,38.0,5.0,1270.25
41.0,2.0,282.0,2172.0,1.0,6.0,5.0,2989.0,22.0,14.0,37.0,5.0,1269.9525146484375
28.0,2.0,328.0,2265.0,561.0,8.0,5.0,3009.0,20.0,12.0,38.0,5.0,1269.875244140625
27.0,2.0,325.0,2238.0,561.0,8.0,5.0,2924.0,20.0,12.0,38.0,5.0,1269.826171875
28.0,2.0,329.0,2206.0,561.0,8.0,5.0,3072.0,19.0,11.0,38.0,5.0,1269.6971435546875
28.0,2.0,334.0,2109.0,561.0,8.0,5.0,3045.0,19.0,11.0,38.0,5.0,1269.6683349609375
27.0,2.0,330.0,2246.0,561.0,8.0,5.0,2953.0,19.0,11.0,38.0,5.0,1269.6168212890625
