maxThreads,minSpareThreads,executorTerminationTimeoutMillis,connectionTimeout,maxConnections,maxKeepAliveRequests,acceptorThreadCount,asyncTimeout,acceptCount,socketBuffer,processorCache,keepAliveTimeout,PERF
409.0,32.0,7566.0,392.0,2387.0,95.0,3.0,7540.0,4.0,89.0,320.0,46.0,1100.5
309.0,37.0,3727.0,14020.0,47544.0,13.0,4.0,3800.0,19.0,143.0,433.0,44.0,1145.9
239.0,41.0,1825.0,6683.0,2622.0,156.0,10.0,15046.0,27.0,415.0,201.0,50.0,1168.2
371.0,28.0,1194.0,35962.0,12298.0,132.0,8.0,36016.0,14.0,42.0,56.0,42.0,1113.6
63.0,17.0,1193.0,28178.0,3059.0,64.0,4.0,23363.0,46.0,25.0,80.0,33.0,1159.2
267.0,17.0,7945.0,39244.0,42634.0,28.0,3.0,26191.0,26.0,447.0,289.0,33.0,1083.9
364.0,5.0,1855.0,18824.0,23082.0,24.0,10.0,20219.0,18.0,421.0,468.0,48.0,1125.2
83.0,28.0,3644.0,4723.0,44638.0,47.0,6.0,36930.0,45.0,328.0,12.0,30.0,1147.3
494.0,18.0,546.0,10791.0,16329.0,185.0,8.0,221.0,1.0,197.0,443.0,28.0,1164.7
439.0,20.0,6436.0,22458.0,28360.0,118.0,1.0,49676.0,16.0,241.0,46.0,42.0,1131.7
123.0,35.0,5593.0,48827.0,49227.0,14.0,10.0,17589.0,11.0,491.0,408.0,33.0,1065.9
16.0,7.0,1076.0,37669.0,21988.0,29.0,9.0,30219.0,35.0,249.0,2.0,42.0,1154.5
338.0,1.0,3461.0,18740.0,43270.0,160.0,10.0,1338.0,1.0,199.0,389.0,4.0,1165.4
325.0,23.0,511.0,8976.0,9698.0,92.0,10.0,31624.0,33.0,302.0,221.0,20.0,1331.2
122.0,42.0,3634.0,19156.0,30409.0,2.0,10.0,11791.0,9.0,381.0,490.0,47.0,943.2
379.0,28.0,2152.0,2663.0,44370.0,57.0,3.0,17699.0,33.0,251.0,181.0,46.0,1101.7
243.0,22.0,3638.0,46755.0,28120.0,190.0,3.0,45272.0,4.0,163.0,175.0,36.0,1158.9
422.0,34.0,1471.0,15965.0,25066.0,65.0,7.0,1620.0,24.0,168.0,136.0,26.0,1172.6
38.0,25.0,2336.0,36575.0,28699.0,186.0,5.0,28712.0,44.0,277.0,119.0,39.0,1166.2
368.0,19.0,2307.0,20764.0,29997.0,50.0,3.0,36652.0,44.0,144.0,465.0,36.0,1091.7
490.0,3.0,1455.0,40444.0,1059.0,147.0,10.0,47002.0,12.0,379.0,400.0,46.0,1127.6
284.0,44.0,3539.0,7716.0,30936.0,151.0,5.0,46648.0,42.0,113.0,77.0,20.0,1183.4
277.0,14.0,4364.0,3511.0,19542.0,49.0,6.0,30853.0,31.0,71.0,69.0,23.0,1161.8
462.0,23.0,7125.0,7725.0,45653.0,15.0,8.0,31365.0,41.0,49.0,335.0,43.0,1090.3
128.0,23.0,892.0,42280.0,49970.0,43.0,3.0,44538.0,33.0,422.0,438.0,47.0,1190.6
205.0,21.0,187.0,11094.0,38166.0,138.0,6.0,11676.0,39.0,107.0,16.0,2.0,1068.3
192.0,10.0,6217.0,12162.0,36838.0,155.0,6.0,33442.0,13.0,309.0,470.0,27.0,1276.2
52.0,28.0,3529.0,22010.0,46644.0,57.0,4.0,38130.0,29.0,110.0,365.0,50.0,1082.8
223.0,34.0,3574.0,15938.0,4252.0,4.0,6.0,37059.0,39.0,308.0,180.0,12.0,1139.6
450.0,43.0,5424.0,43805.0,49280.0,42.0,7.0,9082.0,8.0,175.0,235.0,3.0,1109.1
61.0,12.0,5580.0,20168.0,14776.0,57.0,2.0,39948.0,15.0,174.0,216.0,31.0,1101.2
362.0,45.0,4815.0,6568.0,14336.0,91.0,9.0,29503.0,1.0,390.0,440.0,18.0,1069.5
220.0,33.0,3667.0,21826.0,25939.0,158.0,3.0,43256.0,14.0,76.0,366.0,11.0,1110.4
28.0,22.0,1049.0,27387.0,15252.0,94.0,3.0,13719.0,14.0,100.0,128.0,29.0,1247.5
186.0,26.0,234.0,42840.0,22423.0,162.0,4.0,15592.0,44.0,173.0,312.0,12.0,955.7
128.0,10.0,3355.0,19048.0,14662.0,31.0,9.0,31945.0,25.0,155.0,397.0,39.0,1187.8
333.0,33.0,4549.0,31161.0,5601.0,137.0,2.0,33137.0,34.0,442.0,360.0,42.0,1089.2
497.0,36.0,4231.0,40977.0,37124.0,143.0,9.0,32011.0,23.0,376.0,171.0,45.0,1135.5
326.0,35.0,2362.0,5699.0,42735.0,70.0,7.0,1670.0,12.0,126.0,250.0,22.0,1118.7
405.0,35.0,259.0,42017.0,32241.0,15.0,2.0,25254.0,45.0,92.0,104.0,26.0,1194.5
202.0,25.0,114.0,24772.0,15974.0,137.0,5.0,42075.0,3.0,99.0,468.0,16.0,1184.7
248.0,25.0,2840.0,31882.0,46487.0,164.0,8.0,13657.0,8.0,492.0,263.0,1.0,1184.7
285.0,42.0,1604.0,18979.0,12743.0,74.0,2.0,24004.0,20.0,284.0,15.0,26.0,1121.0
491.0,14.0,6448.0,21209.0,27751.0,108.0,7.0,46075.0,13.0,472.0,499.0,37.0,1140.3
172.0,33.0,899.0,2230.0,15572.0,70.0,5.0,1395.0,30.0,158.0,162.0,46.0,1097.7
412.0,37.0,2573.0,38812.0,4221.0,47.0,5.0,44985.0,16.0,374.0,365.0,27.0,1053.5
108.0,39.0,324.0,7368.0,37830.0,158.0,8.0,18249.0,10.0,435.0,106.0,1.0,1074.0
197.0,37.0,2178.0,34902.0,20635.0,132.0,1.0,12002.0,24.0,252.0,158.0,12.0,1143.0
119.0,19.0,6448.0,8519.0,31537.0,110.0,10.0,32907.0,35.0,63.0,300.0,3.0,1186.8
362.0,42.0,1678.0,114.0,12484.0,129.0,10.0,44908.0,10.0,325.0,345.0,18.0,1154.2
283.0,8.0,2034.0,3609.0,46655.0,17.0,8.0,15545.0,13.0,473.0,83.0,27.0,1050.1
429.0,13.0,5231.0,43968.0,6940.0,80.0,9.0,42501.0,50.0,430.0,426.0,29.0,1107.4
22.0,20.0,6829.0,42146.0,17280.0,64.0,2.0,26524.0,26.0,263.0,435.0,26.0,1113.7
336.0,48.0,1432.0,20661.0,29580.0,195.0,6.0,46416.0,26.0,47.0,73.0,8.0,1137.8
321.0,28.0,71.0,48898.0,24814.0,186.0,3.0,5036.0,34.0,46.0,404.0,28.0,1120.1
359.0,16.0,6726.0,9621.0,15999.0,193.0,10.0,10991.0,7.0,170.0,254.0,28.0,1216.0
183.0,22.0,3431.0,32431.0,4642.0,34.0,5.0,19914.0,43.0,335.0,170.0,18.0,1117.4
290.0,41.0,5059.0,33419.0,32694.0,81.0,7.0,41061.0,22.0,100.0,111.0,10.0,1179.2
276.0,38.0,7086.0,29877.0,40471.0,11.0,6.0,33688.0,30.0,43.0,398.0,18.0,1061.5
219.0,7.0,7650.0,26076.0,5178.0,185.0,1.0,9518.0,36.0,186.0,55.0,39.0,1253.4
475.0,30.0,7516.0,42913.0,5100.0,165.0,8.0,14163.0,41.0,269.0,431.0,33.0,1115.8
414.0,29.0,6919.0,2749.0,8140.0,129.0,9.0,9399.0,36.0,196.0,197.0,31.0,1118.6
116.0,43.0,6095.0,20894.0,23132.0,114.0,3.0,40100.0,47.0,133.0,56.0,7.0,1081.5
325.0,30.0,1346.0,11616.0,1867.0,91.0,6.0,25916.0,37.0,303.0,304.0,45.0,1114.6
461.0,33.0,4097.0,35317.0,35927.0,176.0,9.0,28123.0,34.0,114.0,37.0,22.0,1198.9
431.0,32.0,4244.0,44720.0,7986.0,97.0,9.0,1001.0,40.0,220.0,129.0,10.0,1144.2
344.0,27.0,7529.0,7639.0,26562.0,103.0,3.0,42183.0,37.0,144.0,477.0,18.0,1094.8
