innodb_buffer_pool_size,innodb_thread_concurrency,innodb_adaptive_hash_index,innodb_flush_log_at_trx_commit,join_buffer_size,sort_buffer_size,tmp_table_size,thread_cache_size,read_rnd_buffer_size,max_heap_table_size,PERF
1491798.0,3.0,1.0,2.0,149105490.0,81535229.0,51639244.0,8.0,36741.0,31768558.0,179.87
2177574.0,39.0,1.0,1.0,64486220.0,135941852.0,150424281.0,36.0,70287.0,46628213.0,174.82
344079.0,37.0,0.0,0.0,66975856.0,63259058.0,38113076.0,26.0,40831.0,6464289.0,182.89
546739.0,1.0,0.0,1.0,93739874.0,112881376.0,104057083.0,30.0,5615.0,10843323.0,270.71
2802195.0,45.0,0.0,2.0,140622426.0,77948471.0,31553738.0,24.0,109156.0,62910063.0,188.97
2888405.0,5.0,0.0,2.0,69296196.0,99385762.0,93230754.0,22.0,2693.0,19316821.0,181.34
2386314.0,9.0,0.0,0.0,143930980.0,122977927.0,59609218.0,36.0,48175.0,62704350.0,178.03
1472979.0,7.0,1.0,1.0,17916575.0,130119913.0,55262086.0,19.0,57630.0,685553.0,178.22
2831825.0,20.0,1.0,2.0,102750635.0,127600004.0,63553629.0,34.0,46667.0,49749064.0,180.22
1456570.0,44.0,0.0,0.0,130086209.0,111791643.0,64808176.0,19.0,95405.0,26330427.0,185.7
2998061.0,16.0,0.0,1.0,112165498.0,22457853.0,4627814.0,22.0,46765.0,16154806.0,181.85
2494432.0,25.0,1.0,0.0,73883672.0,140544379.0,122754230.0,38.0,130707.0,32628447.0,180.67
302453.0,45.0,0.0,0.0,54857000.0,37049008.0,14677959.0,38.0,50160.0,57471525.0,187.64
2429477.0,15.0,0.0,2.0,122942194.0,18021934.0,127668784.0,32.0,54295.0,41888416.0,182.78
1354222.0,21.0,1.0,0.0,33874018.0,81752839.0,81602492.0,34.0,121692.0,64176951.0,180.35
980391.0,23.0,1.0,1.0,114677167.0,131691028.0,33046383.0,23.0,39842.0,58190905.0,199.27
2005782.0,17.0,0.0,0.0,23858734.0,12836846.0,135693016.0,32.0,83208.0,49230277.0,192.03
