innodb_buffer_pool_size,innodb_thread_concurrency,innodb_adaptive_hash_index,innodb_flush_log_at_trx_commit,join_buffer_size,sort_buffer_size,tmp_table_size,thread_cache_size,read_rnd_buffer_size,max_heap_table_size,PERF
2096199.0,0.0,0.0,2.0,46816144.0,45583855.0,101874353.0,37.0,3751.0,66609818.0,183.66
353286.0,36.0,0.0,1.0,65815293.0,43650997.0,111850441.0,7.0,50167.0,54764244.0,182.02
601764.0,25.0,1.0,0.0,65482945.0,139608190.0,32341141.0,31.0,32404.0,52175004.0,184.0
658525.0,14.0,0.0,0.0,60605811.0,77785299.0,23670570.0,30.0,108961.0,41715793.0,180.74
662240.0,32.0,0.0,0.0,115609572.0,12915589.0,50225856.0,9.0,88399.0,19093878.0,179.86
354875.0,15.0,0.0,2.0,60159136.0,131897291.0,30913722.0,2.0,109690.0,20555468.0,176.77
2514753.0,18.0,0.0,2.0,28429392.0,28637361.0,66386017.0,41.0,97723.0,5061071.0,184.53
894071.0,29.0,0.0,1.0,60127777.0,122230516.0,141077757.0,44.0,29649.0,50398369.0,183.54
3162743.0,9.0,0.0,2.0,94462609.0,54326509.0,150836755.0,11.0,43889.0,64894335.0,177.58
2521994.0,50.0,1.0,2.0,106633588.0,7247615.0,110591638.0,22.0,100457.0,14226864.0,182.46
1011710.0,37.0,0.0,1.0,59490874.0,141509459.0,74597926.0,49.0,51727.0,44099851.0,186.37
1419627.0,24.0,0.0,1.0,56179874.0,45904960.0,82877552.0,25.0,56596.0,8698352.0,182.53
1797076.0,34.0,1.0,0.0,69277045.0,150956284.0,110192338.0,30.0,98492.0,14758191.0,180.11
1334578.0,38.0,1.0,2.0,129951744.0,65707177.0,126870181.0,24.0,117474.0,49349699.0,176.79
2639209.0,4.0,0.0,2.0,113931388.0,91304358.0,130521070.0,48.0,9331.0,66987379.0,178.84
928554.0,17.0,0.0,0.0,770412.0,150636267.0,103637413.0,12.0,18610.0,54429858.0,182.6
1725110.0,35.0,0.0,2.0,112636536.0,116189263.0,117136575.0,11.0,59107.0,14841838.0,184.5
2285986.0,2.0,0.0,2.0,134902308.0,72624820.0,5532858.0,10.0,92093.0,33539105.0,195.91
821209.0,34.0,1.0,0.0,127537062.0,135311717.0,141169893.0,32.0,13943.0,33671619.0,183.31
1341321.0,44.0,0.0,1.0,39895109.0,80237893.0,39219911.0,24.0,70248.0,42246278.0,184.46
2517212.0,11.0,1.0,2.0,99044191.0,96377529.0,116449189.0,39.0,65806.0,2846130.0,184.11
2969567.0,9.0,0.0,2.0,109632282.0,120376094.0,25301117.0,18.0,125129.0,3963891.0,182.56
2832775.0,3.0,0.0,0.0,70385748.0,130401502.0,101726103.0,13.0,8153.0,13510874.0,182.29
2174035.0,22.0,0.0,2.0,101657321.0,101009223.0,60095845.0,14.0,111920.0,65896200.0,185.28
814119.0,16.0,0.0,2.0,143521881.0,79526101.0,126869666.0,28.0,125538.0,22507667.0,186.04
516933.0,31.0,1.0,0.0,100901473.0,4583213.0,74777051.0,22.0,25202.0,64007213.0,188.4
576599.0,23.0,0.0,2.0,5522348.0,25404614.0,92648438.0,38.0,54660.0,17076764.0,177.28
2648479.0,7.0,1.0,0.0,39319795.0,6068813.0,120279738.0,12.0,45317.0,22178753.0,179.16
1366064.0,27.0,0.0,1.0,142679396.0,105809169.0,30468368.0,8.0,104975.0,43974452.0,184.33
1531923.0,42.0,1.0,1.0,35161763.0,75133275.0,74579300.0,8.0,21918.0,30128729.0,192.15
344630.0,14.0,0.0,2.0,102307886.0,9910237.0,112176029.0,32.0,114988.0,63077622.0,189.89
1323163.0,43.0,1.0,2.0,80235244.0,82571210.0,114968502.0,13.0,21839.0,28847077.0,191.68
542429.0,47.0,0.0,2.0,13176064.0,103204953.0,103866791.0,43.0,35106.0,33484973.0,186.01
2917681.0,30.0,1.0,1.0,115853446.0,20721545.0,146104230.0,49.0,105814.0,26542188.0,182.03
695564.0,3.0,0.0,0.0,11299715.0,27567318.0,149406388.0,21.0,66535.0,11835881.0,179.69
2201906.0,2.0,0.0,1.0,4084760.0,90286794.0,2242927.0,42.0,77100.0,64226874.0,183.64
419926.0,9.0,1.0,2.0,135613377.0,107355075.0,9361481.0,21.0,84819.0,31974064.0,181.41
2865499.0,37.0,1.0,2.0,53267158.0,142558504.0,14318674.0,35.0,64203.0,27386781.0,182.27
1639466.0,33.0,1.0,1.0,92926749.0,139298154.0,30796635.0,17.0,90185.0,40630104.0,187.91
1378433.0,2.0,0.0,1.0,13559762.0,7716916.0,115549285.0,4.0,60867.0,39025991.0,185.89
367733.0,8.0,1.0,2.0,95301219.0,50091079.0,13718370.0,35.0,42038.0,28078665.0,177.69
