innodb_buffer_pool_size,innodb_thread_concurrency,innodb_adaptive_hash_index,innodb_flush_log_at_trx_commit,join_buffer_size,sort_buffer_size,tmp_table_size,thread_cache_size,read_rnd_buffer_size,max_heap_table_size,PERF
2841147.0,13.0,0.0,1.0,117226890.0,112658165.0,60140021.0,29.0,123752.0,51914132.0,380.49
3141442.0,47.0,0.0,0.0,1630559.0,136413487.0,118655626.0,27.0,121437.0,44691492.0,362.69
2575297.0,45.0,1.0,0.0,35640738.0,29943795.0,37117313.0,25.0,41693.0,37404060.0,361.1
2904912.0,33.0,1.0,0.0,28020649.0,131890114.0,126279199.0,3.0,32212.0,48561441.0,369.57
1420696.0,24.0,1.0,2.0,66055483.0,119072641.0,81134618.0,1.0,84160.0,19744544.0,371.26
1906966.0,18.0,1.0,0.0,75902785.0,98910588.0,106332369.0,31.0,36537.0,50086085.0,375.36
1181357.0,44.0,0.0,1.0,150536030.0,69278079.0,126958685.0,44.0,102993.0,48256666.0,366.6
938403.0,26.0,1.0,1.0,48284632.0,98578225.0,9571039.0,9.0,72979.0,17266829.0,369.17
3023207.0,1.0,0.0,0.0,131755771.0,82747964.0,93439041.0,47.0,64272.0,21503041.0,435.49
1110011.0,37.0,1.0,2.0,53230071.0,53133339.0,53273232.0,46.0,17073.0,39831316.0,362.41
1589892.0,32.0,0.0,2.0,66423071.0,86179376.0,77794461.0,46.0,56693.0,19711646.0,361.11
644961.0,21.0,0.0,2.0,37496154.0,135366896.0,50611026.0,15.0,108256.0,61838266.0,371.24
297126.0,25.0,0.0,0.0,135800466.0,80874638.0,107271686.0,31.0,82196.0,22161860.0,358.38
2187790.0,43.0,0.0,2.0,70307988.0,98278374.0,53905124.0,21.0,24804.0,6715810.0,354.83
2647211.0,29.0,0.0,2.0,78824948.0,82243753.0,51362937.0,46.0,49932.0,37137079.0,375.43
1250226.0,11.0,1.0,1.0,15766249.0,101184170.0,91153856.0,3.0,31844.0,25210535.0,386.07
3080463.0,40.0,1.0,0.0,77957292.0,136127299.0,108748495.0,30.0,121145.0,65997482.0,368.66
831555.0,38.0,1.0,1.0,143276766.0,57867660.0,122388859.0,35.0,46488.0,50233752.0,360.92
2316215.0,50.0,0.0,2.0,91399003.0,80737329.0,101150126.0,14.0,112292.0,55109349.0,364.09
2438468.0,36.0,1.0,2.0,56582404.0,143978252.0,115380814.0,3.0,114111.0,16431681.0,361.2
525979.0,19.0,0.0,1.0,69356692.0,85032098.0,96914453.0,13.0,119578.0,51026634.0,368.42
1214198.0,43.0,0.0,1.0,29905353.0,24734578.0,149028475.0,18.0,83082.0,65320973.0,368.73
3165652.0,1.0,0.0,2.0,68569287.0,57695424.0,144990171.0,5.0,127559.0,44163817.0,435.19
2186816.0,24.0,1.0,0.0,49370248.0,78097678.0,149026357.0,39.0,121692.0,15149925.0,372.37
2628613.0,2.0,1.0,0.0,74425913.0,63464390.0,136578686.0,5.0,28817.0,607201.0,373.12
1755770.0,11.0,0.0,1.0,3859227.0,38161179.0,13095674.0,40.0,31494.0,35570937.0,378.5
1290863.0,47.0,1.0,1.0,130943331.0,136942602.0,15334562.0,50.0,9331.0,55618601.0,374.14
2544776.0,33.0,0.0,2.0,44481102.0,130787727.0,35776257.0,11.0,89507.0,46550370.0,359.66
2730035.0,1.0,0.0,0.0,41058562.0,47969787.0,4910079.0,0.0,108400.0,20336317.0,439.97
2449211.0,15.0,1.0,2.0,89727442.0,35326631.0,61831145.0,24.0,90024.0,39595559.0,362.28
1664629.0,1.0,1.0,1.0,54796831.0,91877201.0,118109736.0,44.0,96038.0,18666400.0,450.58
669784.0,15.0,1.0,1.0,107820319.0,95048698.0,79410092.0,34.0,104004.0,64590128.0,367.65
927046.0,22.0,1.0,1.0,135794758.0,114658645.0,132000726.0,24.0,19682.0,10557655.0,367.73
1813614.0,8.0,1.0,0.0,20365054.0,34514402.0,118191169.0,25.0,127165.0,62746045.0,386.52
588083.0,7.0,1.0,2.0,136716114.0,6120089.0,71538513.0,45.0,105.0,57854641.0,386.99
1129407.0,2.0,0.0,0.0,145335615.0,20745207.0,117661531.0,40.0,8482.0,16880832.0,367.57
313789.0,14.0,1.0,1.0,23727884.0,128739648.0,104882203.0,35.0,36072.0,47925892.0,372.86
268190.0,36.0,1.0,1.0,100910421.0,78137903.0,101525352.0,34.0,36119.0,57451497.0,359.59
2401143.0,26.0,1.0,2.0,90218772.0,100734874.0,11523199.0,1.0,106933.0,58852993.0,363.63
464674.0,40.0,1.0,2.0,132510113.0,137879947.0,26323826.0,30.0,127994.0,51265183.0,365.05
578054.0,17.0,0.0,2.0,32423149.0,30999897.0,17416701.0,35.0,96936.0,26354105.0,358.25
1675998.0,1.0,0.0,2.0,6180532.0,37042488.0,109502345.0,6.0,80450.0,22227965.0,423.49
1273831.0,0.0,0.0,1.0,79695063.0,20534039.0,141166794.0,8.0,3608.0,40737202.0,352.44
1798671.0,45.0,0.0,2.0,62137248.0,63544690.0,28770982.0,33.0,9410.0,57953638.0,358.57
2305037.0,17.0,0.0,0.0,66294215.0,72864654.0,70514839.0,26.0,126177.0,10440555.0,355.63
1023321.0,48.0,0.0,2.0,149165349.0,139799372.0,71033206.0,24.0,51467.0,55772963.0,358.95
762874.0,3.0,0.0,1.0,39304558.0,96836523.0,107143890.0,21.0,81088.0,54078791.0,380.69
1737268.0,4.0,0.0,1.0,112316783.0,60524721.0,77281461.0,21.0,130520.0,54892049.0,383.2
2467343.0,35.0,0.0,1.0,51238466.0,69648166.0,28185806.0,20.0,27335.0,54586407.0,354.65
2560793.0,47.0,0.0,0.0,76460463.0,4166740.0,117821282.0,4.0,18982.0,289418.0,358.78
792230.0,15.0,0.0,1.0,77843294.0,99514703.0,146657863.0,19.0,120226.0,29641238.0,358.68
2959449.0,28.0,1.0,0.0,102213714.0,80031133.0,17986105.0,26.0,51407.0,49608705.0,352.1
681949.0,31.0,0.0,0.0,63544900.0,108875017.0,95851817.0,6.0,18983.0,23696948.0,356.32
851944.0,29.0,0.0,2.0,144719668.0,68729324.0,21118998.0,15.0,118751.0,1942572.0,355.4
1022564.0,11.0,1.0,0.0,125923166.0,38370043.0,26428328.0,19.0,49464.0,31127036.0,379.5
1504928.0,2.0,0.0,1.0,16368369.0,148609086.0,144485845.0,0.0,115997.0,24132551.0,385.17
1119328.0,10.0,1.0,1.0,90590941.0,147367677.0,30123807.0,17.0,26934.0,35154758.0,383.42
1883556.0,48.0,1.0,0.0,131276505.0,7743505.0,59367572.0,37.0,105587.0,11130697.0,359.59
323898.0,20.0,0.0,0.0,138504542.0,24765369.0,121283711.0,28.0,37312.0,42198997.0,356.71
1566796.0,25.0,0.0,2.0,104450204.0,112809260.0,18493451.0,41.0,100491.0,65488521.0,363.04
300433.0,15.0,0.0,0.0,71838114.0,136609895.0,148664035.0,1.0,78107.0,4943411.0,363.58
1159481.0,34.0,0.0,1.0,76691251.0,80470932.0,33810844.0,30.0,70599.0,11968651.0,355.73
1428105.0,33.0,0.0,1.0,131378169.0,119734120.0,126214443.0,43.0,38165.0,3532750.0,349.74
609020.0,15.0,1.0,1.0,28014860.0,30856418.0,121454469.0,27.0,45354.0,47783554.0,358.96
1186923.0,34.0,1.0,2.0,83278977.0,123483808.0,30721056.0,6.0,49912.0,63699053.0,360.12
2195668.0,29.0,1.0,2.0,34783232.0,37522266.0,95772302.0,34.0,59791.0,53714182.0,368.55
2086604.0,47.0,0.0,0.0,6388092.0,136949758.0,82153446.0,5.0,94728.0,28013190.0,357.52
1797183.0,41.0,1.0,2.0,109334601.0,55435261.0,133006297.0,24.0,76440.0,11296572.0,362.71
1169843.0,27.0,0.0,2.0,143007893.0,81192842.0,73127916.0,13.0,88811.0,8644580.0,351.65
2057844.0,50.0,1.0,2.0,124811291.0,110003573.0,63684101.0,27.0,78482.0,7967397.0,352.63
2784582.0,38.0,0.0,0.0,7162450.0,106985681.0,128473258.0,13.0,40411.0,66581151.0,360.12
1766100.0,7.0,1.0,2.0,75130393.0,136964152.0,88052818.0,26.0,56659.0,49018912.0,373.28
976001.0,0.0,0.0,1.0,102138017.0,101590189.0,13549124.0,1.0,9694.0,33450651.0,357.3
1280651.0,36.0,0.0,2.0,7656382.0,143889801.0,96154400.0,7.0,103596.0,64725762.0,351.32
1133830.0,46.0,1.0,2.0,113281025.0,104201901.0,69368411.0,1.0,2932.0,29259950.0,357.54
1701876.0,27.0,0.0,1.0,9099074.0,117256000.0,96716107.0,42.0,90379.0,19031744.0,362.24
2561980.0,26.0,1.0,0.0,137506792.0,29984707.0,130094715.0,12.0,69872.0,21417918.0,363.85
2731146.0,30.0,0.0,2.0,126033151.0,147189589.0,105653024.0,32.0,65351.0,36961695.0,358.57
313748.0,7.0,0.0,2.0,114454628.0,90545795.0,132970737.0,28.0,100739.0,9151114.0,376.19
2265399.0,22.0,0.0,0.0,86852467.0,86584290.0,11054513.0,50.0,118596.0,4704113.0,355.98
3016574.0,20.0,1.0,2.0,97916717.0,100838458.0,21307900.0,16.0,68674.0,41950521.0,357.63
