innodb_buffer_pool_size,innodb_thread_concurrency,innodb_adaptive_hash_index,innodb_flush_log_at_trx_commit,join_buffer_size,sort_buffer_size,tmp_table_size,thread_cache_size,read_rnd_buffer_size,max_heap_table_size,PERF
2177713.0,14.0,1.0,2.0,107858877.0,92513430.0,53829718.0,39.0,44570.0,14633845.0,178.69
1339686.0,41.0,0.0,1.0,82635262.0,76564665.0,75789874.0,1.0,86723.0,1906060.0,184.45
2892916.0,10.0,0.0,0.0,81368400.0,49832057.0,6061717.0,16.0,79915.0,36121101.0,180.69
2782909.0,44.0,0.0,2.0,53345721.0,139894910.0,81758236.0,42.0,26964.0,17111332.0,184.95
2422209.0,24.0,0.0,0.0,42635797.0,147074187.0,128561155.0,33.0,16540.0,28134099.0,186.01
2267552.0,9.0,1.0,0.0,61011158.0,131434542.0,81859651.0,43.0,23488.0,60438608.0,179.77
2372409.0,1.0,1.0,2.0,148527463.0,132375644.0,50671821.0,7.0,58729.0,2894021.0,262.11
2962461.0,29.0,1.0,0.0,150776286.0,75377934.0,53433136.0,31.0,42078.0,33579127.0,179.59
1238248.0,49.0,1.0,0.0,111270633.0,29584168.0,24837400.0,26.0,130458.0,46814891.0,182.59
2053738.0,17.0,0.0,1.0,118869596.0,115000065.0,4941785.0,36.0,129017.0,48161986.0,179.72
2488495.0,30.0,1.0,0.0,89418715.0,74337621.0,140224837.0,44.0,119197.0,51983578.0,175.9
1007080.0,1.0,0.0,2.0,17381796.0,77149675.0,44280540.0,19.0,65682.0,47859643.0,258.71
1850744.0,8.0,1.0,0.0,108843076.0,137525001.0,107695580.0,4.0,87025.0,11006892.0,179.0
711348.0,29.0,1.0,1.0,50029742.0,13035895.0,134686565.0,2.0,82776.0,20472963.0,179.96
1626522.0,50.0,1.0,0.0,25843526.0,73256928.0,146264504.0,45.0,130743.0,9948939.0,176.41
1284186.0,17.0,1.0,2.0,98595130.0,39985277.0,25401293.0,22.0,106523.0,50635140.0,180.11
2410032.0,19.0,0.0,0.0,134093457.0,100308075.0,3398132.0,0.0,38958.0,55774210.0,178.71
3156481.0,50.0,1.0,0.0,25531690.0,25110256.0,22343386.0,1.0,43895.0,61637595.0,175.07
2958324.0,22.0,0.0,0.0,94095336.0,150672470.0,88926870.0,8.0,7313.0,11818792.0,178.87
1172595.0,3.0,1.0,2.0,110007787.0,28314823.0,81015173.0,21.0,118774.0,62266837.0,178.5
2812620.0,26.0,1.0,0.0,115075781.0,74842687.0,106318985.0,10.0,43155.0,59354176.0,178.06
1958069.0,8.0,1.0,0.0,1348664.0,2763417.0,119033588.0,5.0,113581.0,61582686.0,173.98
2512597.0,13.0,1.0,0.0,131663117.0,76885742.0,120883420.0,33.0,39246.0,29987515.0,190.5
1926983.0,43.0,1.0,0.0,150483419.0,42535257.0,146904390.0,43.0,29630.0,35982183.0,179.33
1154265.0,46.0,1.0,2.0,77474365.0,11271392.0,8338161.0,6.0,124436.0,39985230.0,177.16
987508.0,4.0,1.0,0.0,132781772.0,2643333.0,54450099.0,23.0,49836.0,21279922.0,179.54
1725540.0,19.0,0.0,0.0,77587898.0,6762777.0,619293.0,49.0,69513.0,11390907.0,182.23
638730.0,15.0,1.0,2.0,20554299.0,147595575.0,115934566.0,1.0,90399.0,63900471.0,177.02
2784787.0,15.0,1.0,1.0,115498940.0,42684346.0,121559644.0,39.0,79853.0,34119550.0,181.22
2859497.0,32.0,1.0,2.0,44959328.0,7074020.0,3896188.0,10.0,67972.0,35369429.0,180.94
2310530.0,44.0,0.0,0.0,97495382.0,78728107.0,67424688.0,35.0,45938.0,65792448.0,180.76
2603682.0,31.0,1.0,2.0,28303129.0,123995646.0,88704019.0,42.0,35969.0,18435896.0,179.39
792229.0,28.0,1.0,0.0,52288599.0,40435040.0,9323003.0,50.0,88356.0,50443348.0,180.92
