innodb_buffer_pool_size,innodb_thread_concurrency,innodb_adaptive_hash_index,innodb_flush_log_at_trx_commit,join_buffer_size,sort_buffer_size,tmp_table_size,thread_cache_size,read_rnd_buffer_size,max_heap_table_size,PERF
3155333.0,8.0,0.0,0.0,57794838.0,129181721.0,18362287.0,22.0,21386.0,6040917.0,171.13
2245549.0,25.0,1.0,0.0,43433653.0,32634228.0,59950432.0,28.0,90186.0,50987159.0,173.45
461347.0,39.0,0.0,2.0,106912521.0,99133033.0,62283349.0,41.0,19092.0,46119959.0,175.65
3063341.0,21.0,1.0,2.0,109740367.0,127098249.0,98013289.0,0.0,108348.0,66154002.0,168.68
411132.0,7.0,1.0,1.0,6195471.0,122771118.0,145838148.0,15.0,49745.0,18394877.0,174.06
2745925.0,40.0,0.0,1.0,82409255.0,42020258.0,17365867.0,21.0,49553.0,56203701.0,180.68
2907516.0,31.0,0.0,1.0,95299581.0,50453737.0,135091049.0,31.0,16115.0,63581804.0,178.47
3139065.0,38.0,1.0,2.0,2339792.0,30416336.0,132635176.0,31.0,64564.0,31669237.0,175.09
2461230.0,1.0,0.0,0.0,17898257.0,30556714.0,70344241.0,13.0,5011.0,14093954.0,256.15
1038339.0,42.0,1.0,1.0,119248018.0,68638515.0,13366816.0,41.0,115463.0,19346252.0,174.86
1191735.0,45.0,0.0,1.0,25080031.0,138687493.0,111124911.0,25.0,79527.0,43388516.0,175.17
1806342.0,42.0,1.0,0.0,96965087.0,4519408.0,32210209.0,18.0,46829.0,18940363.0,180.59
2865107.0,10.0,0.0,1.0,69398895.0,79371592.0,141262466.0,41.0,11099.0,66380542.0,174.67
1762273.0,41.0,1.0,2.0,80494889.0,134880407.0,90235483.0,16.0,69588.0,3704002.0,172.56
2351237.0,3.0,1.0,2.0,14687969.0,107678797.0,67522890.0,26.0,54489.0,42716022.0,174.79
830212.0,22.0,1.0,1.0,44771422.0,98170421.0,72525172.0,47.0,47500.0,10188609.0,174.55
1990035.0,49.0,0.0,2.0,123552142.0,92068905.0,85759685.0,42.0,95797.0,24913894.0,170.29
2127432.0,40.0,0.0,0.0,16149150.0,150199837.0,23865533.0,27.0,22584.0,58942135.0,172.45
1409485.0,39.0,0.0,0.0,92862308.0,68494192.0,86874742.0,36.0,18850.0,54621011.0,169.9
1690209.0,37.0,0.0,0.0,760144.0,108784612.0,46197501.0,42.0,36637.0,38457267.0,176.14
