innodb_buffer_pool_size,innodb_thread_concurrency,innodb_adaptive_hash_index,innodb_flush_log_at_trx_commit,join_buffer_size,sort_buffer_size,tmp_table_size,thread_cache_size,read_rnd_buffer_size,max_heap_table_size,PERF
1696272.0,39.0,1.0,0.0,85903058.0,47818312.0,57584741.0,9.0,18138.0,44859298.0,382.3
913155.0,11.0,1.0,0.0,67193666.0,107792784.0,49150843.0,30.0,62388.0,7638906.0,392.68
1064004.0,41.0,1.0,2.0,42750643.0,35288476.0,38012792.0,23.0,113221.0,12715269.0,380.13
2715631.0,12.0,1.0,0.0,13424040.0,82352618.0,69739873.0,35.0,27186.0,11278990.0,384.66
2861374.0,28.0,0.0,0.0,19041311.0,98931914.0,101444883.0,41.0,102875.0,20938758.0,354.4
652284.0,24.0,1.0,0.0,16024341.0,139404970.0,93133177.0,23.0,35373.0,65858587.0,1231.91
712382.0,11.0,1.0,1.0,21522214.0,114062493.0,57110527.0,41.0,88784.0,40496633.0,381.57
2825011.0,7.0,0.0,1.0,109518189.0,10621807.0,129614194.0,17.0,64898.0,52216698.0,387.05
2435048.0,15.0,0.0,0.0,95814634.0,105708285.0,88640871.0,2.0,29795.0,24059227.0,371.25
2515777.0,33.0,1.0,1.0,141999646.0,97202241.0,77699360.0,25.0,56401.0,45291193.0,369.88
1876582.0,35.0,0.0,1.0,58130307.0,133576449.0,54793798.0,33.0,66392.0,61148391.0,368.23
2879320.0,21.0,0.0,0.0,63436211.0,143249350.0,134720566.0,22.0,123360.0,41851141.0,371.06
1977074.0,6.0,0.0,1.0,99528839.0,7367683.0,28792250.0,24.0,107452.0,19337676.0,394.72
1376619.0,34.0,0.0,1.0,13147853.0,103478872.0,58985913.0,20.0,36971.0,47446932.0,366.31
1110179.0,34.0,0.0,0.0,22073027.0,62118126.0,46307461.0,25.0,130043.0,34019534.0,369.9
1060953.0,22.0,1.0,0.0,91239597.0,63951674.0,10539635.0,46.0,101354.0,57502595.0,370.96
2855013.0,2.0,1.0,0.0,114951679.0,89024114.0,93680244.0,36.0,24281.0,15735233.0,373.56
980218.0,39.0,0.0,2.0,5425099.0,87928047.0,101046895.0,30.0,46162.0,37520967.0,372.83
2168089.0,32.0,1.0,0.0,113223458.0,114734510.0,72914363.0,6.0,130365.0,45008091.0,365.65
1836641.0,49.0,0.0,1.0,52679099.0,129617307.0,141231028.0,17.0,67670.0,56892330.0,376.61
1494977.0,2.0,0.0,2.0,116237152.0,2471602.0,69361376.0,29.0,121700.0,40396514.0,372.92
2704610.0,10.0,0.0,0.0,129173590.0,90653185.0,140953130.0,28.0,19358.0,44428714.0,383.84
2409154.0,20.0,1.0,0.0,150294182.0,47582935.0,111292858.0,21.0,104821.0,54207825.0,361.2
1721269.0,15.0,1.0,0.0,45463209.0,56621024.0,62902126.0,12.0,41150.0,7476340.0,379.96
1682659.0,20.0,1.0,0.0,143345130.0,50137856.0,107716124.0,7.0,67941.0,944613.0,368.37
1277094.0,25.0,0.0,0.0,108390165.0,24746404.0,118483636.0,15.0,93577.0,25160378.0,370.1
1368204.0,8.0,1.0,2.0,84342587.0,16470195.0,119693099.0,35.0,106320.0,17354236.0,398.16
2649389.0,36.0,1.0,0.0,138995932.0,146518995.0,110245933.0,27.0,109948.0,59438558.0,369.61
837220.0,23.0,1.0,0.0,81437857.0,127391792.0,137706301.0,32.0,127102.0,53633835.0,369.66
3168274.0,47.0,1.0,0.0,74436211.0,57333049.0,15741799.0,21.0,103520.0,66804405.0,361.15
364856.0,41.0,0.0,0.0,72103765.0,19447595.0,11754651.0,19.0,95789.0,37834941.0,371.64
1803159.0,18.0,0.0,1.0,44923165.0,102218148.0,3955293.0,49.0,72519.0,10678784.0,364.34
1702728.0,45.0,0.0,0.0,78601362.0,50196740.0,41113792.0,33.0,119032.0,45287492.0,367.78
1617343.0,40.0,1.0,0.0,100481686.0,21301269.0,59947401.0,39.0,90736.0,39948602.0,368.84
349824.0,29.0,1.0,1.0,79689506.0,515705.0,145949538.0,50.0,86876.0,58201654.0,372.99
3166416.0,32.0,0.0,2.0,2076933.0,135343552.0,114345521.0,3.0,46220.0,17201763.0,364.68
578419.0,4.0,0.0,2.0,141095609.0,143818054.0,39149689.0,46.0,55252.0,8202179.0,392.55
336835.0,0.0,1.0,1.0,45715191.0,91168427.0,2561814.0,50.0,61578.0,16917109.0,362.5
955304.0,7.0,0.0,2.0,825397.0,72464090.0,107985525.0,1.0,53929.0,32783550.0,396.8
