innodb_buffer_pool_size,innodb_thread_concurrency,innodb_adaptive_hash_index,innodb_flush_log_at_trx_commit,join_buffer_size,sort_buffer_size,tmp_table_size,thread_cache_size,read_rnd_buffer_size,max_heap_table_size,PERF
2691353.0,41.0,1.0,0.0,107890519.0,134178223.0,128558048.0,41.0,50414.0,20394694.0,183.48
2253432.0,17.0,0.0,2.0,28931468.0,73864685.0,74746191.0,31.0,77870.0,50104968.0,178.81
2444597.0,12.0,1.0,1.0,58236383.0,93458421.0,33863473.0,31.0,24221.0,20264405.0,180.9
2836699.0,43.0,1.0,1.0,54116498.0,144925491.0,82998521.0,28.0,122051.0,65477417.0,183.26
2424931.0,40.0,0.0,0.0,130579291.0,85614950.0,93937066.0,6.0,93317.0,37310258.0,177.36
271108.0,44.0,1.0,2.0,63868577.0,12974781.0,11391337.0,5.0,19588.0,20814235.0,172.8
2716106.0,44.0,0.0,2.0,71190611.0,101821832.0,129113095.0,28.0,128109.0,65574790.0,174.55
1895462.0,41.0,0.0,1.0,136845388.0,138015478.0,104301796.0,46.0,95427.0,14511276.0,175.61
2438591.0,44.0,0.0,1.0,29494239.0,92764550.0,137589713.0,13.0,2928.0,6188332.0,176.71
932302.0,48.0,1.0,0.0,12548792.0,40197777.0,104782440.0,38.0,21239.0,34785531.0,175.68
2442806.0,28.0,1.0,0.0,129332517.0,132908633.0,116403902.0,14.0,119322.0,9880738.0,173.0
2788783.0,28.0,1.0,2.0,89322025.0,64876795.0,89683468.0,29.0,87133.0,22783838.0,183.35
2259546.0,23.0,1.0,1.0,130055025.0,17953335.0,113297525.0,8.0,82741.0,2785001.0,186.25
2474443.0,28.0,0.0,1.0,58919566.0,114415725.0,70971481.0,15.0,121794.0,7270870.0,186.59
1947121.0,28.0,0.0,1.0,69293353.0,117513482.0,109826114.0,38.0,83792.0,49702252.0,186.82
1719817.0,27.0,1.0,2.0,8511362.0,108618359.0,132763900.0,36.0,67667.0,52127160.0,184.83
2079324.0,47.0,1.0,2.0,81947944.0,4649426.0,29476196.0,15.0,116803.0,4851081.0,181.75
406508.0,45.0,0.0,1.0,137340238.0,94082692.0,30788459.0,38.0,129632.0,2683587.0,186.88
2468206.0,41.0,1.0,0.0,10233494.0,59987126.0,51726543.0,14.0,105934.0,31942251.0,185.28
2386630.0,1.0,1.0,2.0,132726417.0,104464246.0,48845759.0,6.0,99213.0,7378668.0,255.65
448269.0,44.0,0.0,0.0,149045330.0,98861574.0,96456291.0,25.0,43336.0,334252.0,181.04
1372831.0,6.0,0.0,1.0,14967234.0,137946881.0,66180054.0,26.0,17310.0,23589510.0,184.76
2381162.0,44.0,1.0,2.0,54390763.0,5590902.0,82555837.0,7.0,79013.0,40040181.0,181.65
919302.0,20.0,1.0,2.0,128834507.0,54882768.0,82179060.0,39.0,629.0,54325203.0,178.72
2949654.0,34.0,1.0,1.0,82919841.0,95277191.0,8838792.0,24.0,102708.0,4783055.0,181.15
1559157.0,32.0,0.0,1.0,72850442.0,125837426.0,6079646.0,27.0,88570.0,46708035.0,181.89
459759.0,11.0,0.0,2.0,128104731.0,97505019.0,66823808.0,1.0,1541.0,28969927.0,178.42
1169772.0,14.0,1.0,2.0,29402847.0,115037786.0,37501094.0,34.0,115553.0,483732.0,177.75
650322.0,32.0,1.0,2.0,129843047.0,103406108.0,138124192.0,25.0,85186.0,33713668.0,176.78
1953171.0,50.0,1.0,2.0,74404676.0,141184043.0,35484590.0,33.0,73716.0,62132076.0,183.55
2544107.0,39.0,0.0,2.0,91738848.0,43493768.0,56153650.0,25.0,130052.0,60158904.0,178.52
2781377.0,35.0,1.0,1.0,65617288.0,76779982.0,978982.0,10.0,28130.0,28180553.0,178.41
1820791.0,46.0,1.0,0.0,112132856.0,16689309.0,61437953.0,29.0,42984.0,17297209.0,180.63
2152724.0,40.0,0.0,1.0,5871659.0,12099284.0,53397577.0,48.0,75817.0,51486395.0,181.01
629943.0,4.0,0.0,0.0,86932158.0,150010978.0,31416996.0,24.0,91935.0,44530844.0,172.4
2530437.0,32.0,0.0,2.0,49782968.0,127484220.0,55194571.0,26.0,85089.0,5129217.0,174.69
2524707.0,28.0,0.0,0.0,54194265.0,118833488.0,66174148.0,30.0,82463.0,61889471.0,178.17
1840172.0,42.0,1.0,1.0,69976915.0,41504784.0,32161539.0,33.0,109642.0,11441657.0,180.58
1694968.0,25.0,1.0,2.0,191476.0,43221019.0,144858138.0,42.0,28163.0,65941201.0,174.22
2035320.0,31.0,1.0,1.0,5112798.0,56841401.0,83734147.0,46.0,64295.0,40465972.0,178.6
1595308.0,39.0,1.0,1.0,147756734.0,127865010.0,77091567.0,9.0,70164.0,2579370.0,184.85
3060096.0,18.0,1.0,1.0,117953497.0,31958353.0,858848.0,11.0,111131.0,4477278.0,182.22
1219209.0,20.0,0.0,1.0,120887453.0,11882645.0,66822562.0,47.0,115068.0,36289297.0,177.42
2933048.0,8.0,1.0,2.0,35094199.0,145451223.0,21286148.0,16.0,18177.0,52094676.0,177.19
607318.0,36.0,0.0,1.0,9408752.0,56295686.0,26514869.0,9.0,116474.0,1111468.0,184.69
1565600.0,24.0,0.0,0.0,79663468.0,101355255.0,8779558.0,36.0,79478.0,54768137.0,176.25
2207856.0,36.0,1.0,2.0,139338770.0,119015007.0,150374058.0,21.0,41610.0,17498384.0,179.33
2918048.0,6.0,1.0,2.0,66917202.0,95905756.0,23670872.0,29.0,44383.0,29579841.0,181.69
2108524.0,27.0,0.0,1.0,94072489.0,131857277.0,130798721.0,8.0,107037.0,16028547.0,183.04
2761231.0,29.0,0.0,0.0,100800639.0,134340144.0,42103990.0,2.0,122612.0,56253979.0,175.94
3150663.0,5.0,1.0,0.0,10888702.0,102437299.0,62324243.0,39.0,71400.0,48738724.0,178.96
611779.0,18.0,1.0,2.0,72266688.0,138575871.0,27409836.0,7.0,70373.0,19842678.0,179.12
1660518.0,20.0,0.0,1.0,90766380.0,81805588.0,87079451.0,13.0,30605.0,1778604.0,180.65
262268.0,35.0,1.0,1.0,33868877.0,95385009.0,137822972.0,5.0,107596.0,64268492.0,183.19
3128984.0,26.0,1.0,1.0,136594116.0,60427511.0,946337.0,11.0,111059.0,18625916.0,183.44
1937811.0,4.0,0.0,0.0,97947997.0,6676500.0,57957208.0,34.0,108490.0,19125428.0,175.64
1826427.0,7.0,0.0,2.0,89257197.0,74606679.0,110988551.0,16.0,32029.0,21741556.0,176.12
298650.0,7.0,0.0,2.0,63359784.0,33106820.0,20447784.0,24.0,50969.0,61995808.0,181.13
3070753.0,8.0,0.0,1.0,40182276.0,131165415.0,128773416.0,21.0,89945.0,61617088.0,187.3
417464.0,29.0,0.0,2.0,18665403.0,84438542.0,142101328.0,26.0,121087.0,28409188.0,177.51
2717146.0,6.0,1.0,2.0,65137664.0,41280323.0,117647569.0,40.0,118572.0,63604463.0,175.94
894989.0,45.0,0.0,2.0,55887054.0,24912806.0,114184949.0,25.0,119495.0,22418579.0,181.23
2707607.0,37.0,1.0,1.0,109595682.0,118269717.0,49977157.0,35.0,108671.0,18708070.0,184.35
587611.0,14.0,1.0,0.0,98607437.0,134711251.0,109903214.0,2.0,76858.0,55348724.0,182.11
812026.0,26.0,1.0,2.0,129928241.0,149223706.0,36772973.0,14.0,110691.0,50499172.0,183.33
1227713.0,37.0,1.0,0.0,106539407.0,41608562.0,111189640.0,40.0,12502.0,55539577.0,182.72
1354996.0,46.0,1.0,0.0,145829484.0,41552191.0,149512165.0,33.0,11165.0,59395398.0,179.15
552105.0,1.0,0.0,0.0,63203850.0,600406.0,7349049.0,37.0,117892.0,36600009.0,263.35
1201694.0,18.0,1.0,0.0,2402700.0,6891367.0,144993726.0,8.0,49928.0,7451214.0,181.17
1555857.0,9.0,1.0,0.0,92718392.0,116830853.0,142901588.0,21.0,129242.0,16831374.0,181.25
3129803.0,21.0,0.0,2.0,61069502.0,1865092.0,143240082.0,44.0,83232.0,10075896.0,177.32
569191.0,4.0,0.0,1.0,12908596.0,115607206.0,59417287.0,18.0,81867.0,42330700.0,186.3
1554197.0,0.0,1.0,1.0,100060354.0,118773962.0,84345943.0,42.0,9218.0,32053689.0,193.65
2368366.0,42.0,0.0,0.0,117489001.0,61753147.0,45599621.0,22.0,86951.0,37542623.0,181.17
1991243.0,41.0,0.0,2.0,119111905.0,124111713.0,105678989.0,16.0,72212.0,11232261.0,182.06
2518181.0,37.0,0.0,2.0,72660145.0,137890016.0,2001778.0,8.0,48471.0,45637844.0,180.94
2881521.0,31.0,0.0,2.0,2706690.0,53689296.0,60146664.0,23.0,14984.0,19399928.0,184.92
2517267.0,17.0,1.0,0.0,52963559.0,23332993.0,35984618.0,9.0,7297.0,32894308.0,185.02
1883401.0,34.0,0.0,2.0,125674463.0,7530013.0,9387879.0,28.0,10024.0,37007078.0,179.33
376941.0,50.0,1.0,2.0,8948616.0,133574300.0,107794970.0,4.0,40201.0,52622168.0,183.49
1009070.0,41.0,1.0,1.0,50368797.0,5598167.0,80991274.0,48.0,17305.0,57131534.0,182.68
310905.0,46.0,1.0,2.0,94052273.0,77991980.0,19911658.0,26.0,62653.0,8565913.0,181.9
2314212.0,32.0,1.0,2.0,120889080.0,34365792.0,14250700.0,32.0,1401.0,25020315.0,179.76
2266633.0,14.0,0.0,2.0,53827968.0,2829843.0,92070027.0,17.0,107676.0,5760734.0,181.94
1012512.0,49.0,1.0,2.0,52428171.0,57937784.0,11418262.0,26.0,119074.0,47751598.0,183.14
837622.0,10.0,0.0,2.0,82611756.0,140238111.0,25444232.0,9.0,121999.0,27418780.0,179.68
1606069.0,38.0,0.0,2.0,52627416.0,127835874.0,149506972.0,14.0,12836.0,36650464.0,186.43
305970.0,38.0,1.0,2.0,45797202.0,146262374.0,24572942.0,13.0,36871.0,55296843.0,186.34
1946651.0,7.0,1.0,0.0,141309652.0,70355089.0,140282128.0,40.0,5565.0,4588894.0,177.34
1089876.0,29.0,0.0,2.0,126101863.0,135815726.0,23171844.0,30.0,14800.0,61069556.0,180.06
710596.0,27.0,0.0,0.0,108220156.0,28212508.0,117625479.0,8.0,10496.0,40871666.0,186.08
1224186.0,16.0,0.0,0.0,30041445.0,132880180.0,106736523.0,22.0,100258.0,48071904.0,188.06
2624923.0,7.0,0.0,0.0,65561525.0,99035226.0,6559196.0,24.0,31675.0,10917722.0,179.09
263953.0,27.0,1.0,1.0,102534991.0,20101671.0,119608192.0,44.0,27027.0,13503583.0,187.84
987639.0,7.0,1.0,2.0,45242150.0,53759886.0,107412631.0,45.0,127204.0,42104507.0,182.0
2952907.0,32.0,1.0,0.0,73068612.0,72071772.0,24229547.0,29.0,93615.0,32359713.0,180.92
2299932.0,36.0,1.0,1.0,102110421.0,103024511.0,122149761.0,23.0,111766.0,53725856.0,184.65
2191613.0,39.0,1.0,0.0,10437135.0,40135504.0,42294344.0,39.0,109375.0,52844203.0,181.75
1917053.0,39.0,0.0,2.0,104880520.0,46021917.0,71053039.0,9.0,53096.0,8165580.0,181.03
1243747.0,7.0,1.0,0.0,123742490.0,94371158.0,105492905.0,12.0,128807.0,4994467.0,178.9
2500610.0,50.0,1.0,1.0,118769987.0,2877853.0,86546757.0,12.0,98893.0,6300682.0,187.03
2042435.0,48.0,0.0,2.0,33507641.0,28370552.0,32285593.0,37.0,93884.0,15129355.0,202.27
2849257.0,30.0,1.0,2.0,129069228.0,48795515.0,98268652.0,0.0,125507.0,14223735.0,187.65
3058653.0,14.0,0.0,0.0,63985065.0,101283365.0,18596244.0,32.0,126668.0,39126074.0,178.55
405793.0,46.0,0.0,2.0,119714507.0,80775355.0,94462657.0,15.0,15925.0,43120911.0,180.48
1278695.0,21.0,0.0,1.0,52679256.0,30396659.0,142934464.0,46.0,116676.0,65354407.0,184.02
2021368.0,0.0,0.0,0.0,64973691.0,106886093.0,24463310.0,34.0,72853.0,53050802.0,178.85
369289.0,49.0,0.0,1.0,12347517.0,114767405.0,2528216.0,48.0,43168.0,332252.0,183.26
2673022.0,40.0,1.0,1.0,28838919.0,89419876.0,101877821.0,18.0,89515.0,10698140.0,185.58
935993.0,26.0,1.0,1.0,24793896.0,107732587.0,30501237.0,25.0,44118.0,29389131.0,188.57
2199815.0,37.0,0.0,2.0,133487609.0,95578667.0,6896883.0,44.0,37330.0,63813964.0,178.52
2392297.0,32.0,1.0,0.0,37713189.0,7534180.0,68041716.0,42.0,65580.0,34659538.0,182.42
1698492.0,14.0,0.0,0.0,103009632.0,94377147.0,39898012.0,44.0,108314.0,25672693.0,180.98
1343877.0,38.0,0.0,0.0,112792687.0,79891270.0,149255178.0,13.0,17357.0,7649941.0,181.1
2656844.0,44.0,1.0,2.0,105056274.0,107030373.0,82492986.0,24.0,24394.0,21626789.0,184.48
3028508.0,37.0,1.0,1.0,89248926.0,16722797.0,31294946.0,3.0,96574.0,60789381.0,188.56
3143893.0,9.0,0.0,2.0,107552943.0,137770522.0,80326032.0,35.0,18811.0,15436283.0,181.94
670386.0,50.0,1.0,0.0,73204471.0,29693830.0,9980950.0,50.0,20335.0,15989792.0,180.56
2077722.0,28.0,1.0,1.0,37875140.0,92630613.0,64947481.0,25.0,82989.0,19587690.0,188.54
1084694.0,31.0,1.0,0.0,35143638.0,127173093.0,58180202.0,39.0,57880.0,65199224.0,187.6
2360898.0,21.0,1.0,2.0,57889996.0,72694252.0,8833569.0,21.0,101842.0,65059633.0,183.77
588914.0,26.0,0.0,1.0,132713268.0,127190921.0,46848796.0,4.0,784.0,3786697.0,184.76
3132012.0,24.0,1.0,0.0,80467204.0,125101530.0,106814153.0,4.0,93750.0,61212406.0,182.82
1441366.0,22.0,0.0,2.0,30851198.0,73034890.0,57475878.0,0.0,91346.0,27456682.0,186.41
2297888.0,19.0,0.0,2.0,113726394.0,974816.0,150771179.0,34.0,50415.0,23728895.0,184.55
326125.0,5.0,1.0,1.0,61278042.0,40115520.0,39721923.0,5.0,14468.0,5813317.0,182.98
3027803.0,49.0,1.0,0.0,139067576.0,14380873.0,35187435.0,1.0,75659.0,19254069.0,191.18
841765.0,41.0,0.0,2.0,138408690.0,71913165.0,35286399.0,22.0,97731.0,16359775.0,208.42
1175111.0,13.0,1.0,1.0,82994997.0,125029220.0,95999705.0,43.0,108252.0,47755868.0,184.17
883917.0,25.0,1.0,0.0,111999192.0,30808741.0,27241737.0,3.0,66061.0,63155580.0,186.88
1319364.0,4.0,0.0,1.0,80444669.0,53754714.0,131391172.0,1.0,91740.0,26797584.0,179.85
2684428.0,24.0,1.0,1.0,122222275.0,3742761.0,117563792.0,34.0,32210.0,2544762.0,185.27
1638298.0,49.0,0.0,0.0,74995684.0,44812088.0,17079601.0,18.0,29349.0,21587433.0,183.12
2164970.0,18.0,0.0,0.0,149778988.0,20323562.0,97706136.0,3.0,81247.0,36054585.0,186.18
1672198.0,2.0,1.0,2.0,85021113.0,130562395.0,131963550.0,49.0,31549.0,16341918.0,189.67
576575.0,0.0,1.0,2.0,55639796.0,141685210.0,22874191.0,38.0,52952.0,29836851.0,182.38
1084628.0,7.0,0.0,1.0,61641909.0,107710165.0,149580934.0,17.0,57883.0,50739330.0,197.87
943693.0,14.0,0.0,0.0,36658215.0,105878062.0,9426484.0,13.0,89814.0,56451756.0,189.4
3089639.0,50.0,0.0,1.0,65644755.0,41796706.0,54770313.0,33.0,66085.0,36121790.0,185.64
369855.0,29.0,1.0,0.0,31687452.0,106973097.0,47045415.0,17.0,28098.0,33608935.0,184.06
1356823.0,33.0,1.0,0.0,129007851.0,69482318.0,97765261.0,40.0,21337.0,18612663.0,196.36
1616530.0,0.0,0.0,2.0,149514361.0,4791218.0,1729959.0,44.0,102803.0,34535834.0,210.02
3169336.0,1.0,0.0,1.0,98219206.0,37586266.0,120060029.0,1.0,51091.0,27189627.0,276.15
1527677.0,13.0,0.0,0.0,147111247.0,76841868.0,62096811.0,27.0,67650.0,61145337.0,186.41
641480.0,17.0,0.0,1.0,91390630.0,67592054.0,18432826.0,19.0,63424.0,33475307.0,186.64
1680738.0,43.0,1.0,0.0,93493421.0,51979744.0,61625472.0,24.0,53744.0,47734117.0,187.34
1901017.0,8.0,0.0,2.0,146919929.0,5921654.0,132999743.0,21.0,103416.0,9766750.0,186.56
766243.0,45.0,0.0,0.0,93941814.0,17185134.0,62276470.0,49.0,19392.0,14991867.0,187.24
2169843.0,32.0,1.0,2.0,67944243.0,56615328.0,130528424.0,2.0,20526.0,27912386.0,186.62
2587924.0,27.0,0.0,1.0,60627030.0,35308044.0,59505027.0,40.0,19772.0,18462059.0,190.07
1684102.0,31.0,1.0,2.0,25169959.0,11223010.0,134897954.0,7.0,127672.0,64224487.0,188.99
1088422.0,20.0,0.0,1.0,101123684.0,62320832.0,115651573.0,3.0,53034.0,41301699.0,186.19
1462628.0,35.0,1.0,1.0,18416756.0,97304849.0,150676143.0,27.0,31237.0,44494357.0,192.44
334624.0,5.0,1.0,1.0,55446759.0,112403969.0,52456731.0,40.0,46632.0,43772911.0,185.21
566268.0,16.0,0.0,1.0,103737825.0,118823464.0,15866109.0,30.0,41702.0,25673568.0,189.7
2343744.0,1.0,1.0,2.0,105949087.0,21503499.0,140517300.0,39.0,91430.0,59626848.0,267.08
1652287.0,17.0,0.0,1.0,32609282.0,50369550.0,65331924.0,24.0,7446.0,6800392.0,195.11
318837.0,8.0,1.0,1.0,140602230.0,48154820.0,37233074.0,31.0,56941.0,12357079.0,191.41
1955742.0,41.0,0.0,2.0,77549536.0,132473496.0,143260476.0,45.0,91213.0,8328819.0,190.93
269108.0,35.0,1.0,2.0,104550010.0,60915407.0,40587206.0,12.0,128185.0,47226982.0,190.17
1974832.0,42.0,0.0,1.0,39581621.0,115993097.0,23683856.0,49.0,40447.0,64403339.0,185.35
1391940.0,42.0,0.0,1.0,22318463.0,4496836.0,122336603.0,40.0,10070.0,47360472.0,184.31
2302153.0,28.0,0.0,1.0,92476318.0,57012017.0,64149130.0,23.0,37560.0,53131093.0,184.66
1787725.0,8.0,1.0,2.0,38741589.0,12759154.0,99481471.0,22.0,38296.0,6792018.0,185.5
2844693.0,36.0,1.0,1.0,123840576.0,51621454.0,80781469.0,37.0,64032.0,24613455.0,189.58
2114409.0,20.0,1.0,2.0,58156132.0,82913545.0,134561315.0,8.0,17317.0,57783868.0,181.96
786139.0,41.0,0.0,2.0,51548486.0,99007852.0,89518621.0,3.0,22661.0,32524694.0,181.91
1838825.0,25.0,1.0,1.0,126054682.0,62060176.0,47495632.0,35.0,83697.0,54264121.0,186.34
1801938.0,27.0,1.0,0.0,48280820.0,149402198.0,13436441.0,16.0,53170.0,61013033.0,186.32
