innodb_buffer_pool_size,innodb_thread_concurrency,innodb_adaptive_hash_index,innodb_flush_log_at_trx_commit,join_buffer_size,sort_buffer_size,tmp_table_size,thread_cache_size,read_rnd_buffer_size,max_heap_table_size,PERF
1357044.0,24.0,0.0,0.0,99774858.0,95402812.0,82506594.0,17.0,80441.0,44054613.0,182.12
2340134.0,43.0,0.0,1.0,100534832.0,42033480.0,134159188.0,47.0,103053.0,7162093.0,188.51
2415280.0,36.0,1.0,2.0,117282149.0,9360177.0,141328495.0,14.0,38350.0,2985080.0,181.52
1997144.0,3.0,1.0,1.0,11247800.0,101001085.0,115274157.0,40.0,4461.0,14532120.0,180.82
1486938.0,45.0,1.0,2.0,75939222.0,23980643.0,57181469.0,1.0,64343.0,26312791.0,184.08
1923092.0,45.0,0.0,1.0,86716338.0,3229058.0,5376171.0,17.0,63482.0,6671207.0,185.92
2313340.0,9.0,1.0,0.0,150209306.0,112111576.0,7952263.0,40.0,125005.0,29977608.0,183.16
1486361.0,44.0,0.0,1.0,6608751.0,111186662.0,92715517.0,38.0,100089.0,54875729.0,181.43
1401754.0,27.0,0.0,2.0,43687137.0,92802914.0,82980713.0,45.0,79124.0,63476147.0,185.14
2193926.0,28.0,1.0,1.0,147231211.0,89820506.0,32663065.0,13.0,96171.0,26223761.0,190.7
2407705.0,29.0,0.0,2.0,53401746.0,122983575.0,56431652.0,23.0,54743.0,65751108.0,180.17
1465459.0,1.0,0.0,2.0,106603500.0,48274869.0,3545909.0,25.0,98365.0,45043603.0,263.24
2135345.0,47.0,0.0,2.0,139224786.0,134808945.0,141319269.0,43.0,89327.0,35089150.0,182.55
985839.0,20.0,0.0,0.0,32030935.0,122827713.0,80796164.0,16.0,111038.0,5003001.0,173.41
2531091.0,12.0,0.0,1.0,87857067.0,130880077.0,103144723.0,46.0,110153.0,16222709.0,176.57
1306296.0,20.0,0.0,1.0,135238400.0,146802631.0,118377263.0,42.0,54341.0,8233734.0,182.88
418992.0,8.0,0.0,1.0,104186110.0,11825432.0,74087658.0,15.0,19253.0,17217980.0,177.44
1093694.0,22.0,1.0,2.0,39158478.0,43242893.0,137352125.0,10.0,116921.0,45724218.0,174.22
2165846.0,20.0,0.0,0.0,39107810.0,135916824.0,119506059.0,25.0,20901.0,28468377.0,171.2
3023538.0,0.0,0.0,2.0,48142443.0,139974255.0,92592204.0,37.0,117475.0,60752047.0,168.14
630855.0,19.0,1.0,0.0,101257482.0,54863850.0,21252619.0,9.0,83386.0,58459890.0,171.33
1804819.0,47.0,1.0,0.0,37408733.0,131892638.0,30282119.0,14.0,25055.0,24399900.0,172.08
2920278.0,18.0,0.0,1.0,47718552.0,13392029.0,105625912.0,38.0,30944.0,4919777.0,174.21
2454601.0,8.0,0.0,1.0,14057459.0,124417044.0,131125148.0,37.0,122651.0,61622184.0,174.56
1167992.0,45.0,0.0,0.0,141640070.0,147919454.0,141043435.0,8.0,11826.0,24668977.0,169.15
1089603.0,5.0,0.0,0.0,100929528.0,14167729.0,2447723.0,14.0,21406.0,50240300.0,172.53
739962.0,8.0,1.0,1.0,5472981.0,16019502.0,141800882.0,15.0,91883.0,29959686.0,175.02
2719903.0,22.0,1.0,0.0,147076654.0,12973230.0,39254673.0,34.0,7422.0,7093630.0,171.91
2203113.0,42.0,1.0,0.0,15402411.0,136592426.0,106241660.0,46.0,58899.0,62855886.0,173.91
1161733.0,19.0,0.0,2.0,39828881.0,19975245.0,51206924.0,40.0,111800.0,66423917.0,174.41
969501.0,7.0,1.0,2.0,52663680.0,5653365.0,82967354.0,0.0,8533.0,9694297.0,168.78
408557.0,28.0,1.0,0.0,71524873.0,117231215.0,99770904.0,44.0,108139.0,55575670.0,173.25
