no-8x8dct,no-cabac,no-deblock,no-fast-pskip,no-mbtree,no-mixed-refs,no-weightb,rc-lookahead,ref,PERF
0.0,1.0,1.0,1.0,1.0,0.0,1.0,250.0,1.0,6935.69
0.0,1.0,1.0,1.0,1.0,0.0,1.0,250.0,1.0,6935.69
0.0,1.0,1.0,1.0,1.0,0.0,1.0,250.0,1.0,6935.69
0.0,1.0,1.0,1.0,1.0,0.0,1.0,250.0,1.0,6935.69
0.0,1.0,1.0,1.0,1.0,0.0,1.0,212.0,1.0,6935.69
0.0,1.0,1.0,1.0,1.0,0.0,1.0,40.0,1.0,6935.69
0.0,1.0,1.0,1.0,1.0,0.0,1.0,250.0,1.0,6935.69
0.0,1.0,1.0,1.0,1.0,0.0,1.0,189.0,1.0,6935.69
0.0,1.0,1.0,1.0,1.0,0.0,1.0,250.0,1.0,6935.69
0.0,1.0,1.0,1.0,1.0,0.0,1.0,250.0,1.0,6935.69
