no-8x8dct,no-cabac,no-deblock,no-fast-pskip,no-mbtree,no-mixed-refs,no-weightb,rc-lookahead,ref,PERF
0.0,0.0,0.0,0.0,1.0,0.0,0.0,61.0,8.0,5375.97
1.0,1.0,0.0,0.0,0.0,0.0,1.0,64.0,7.0,4341.72
0.0,1.0,0.0,1.0,0.0,0.0,1.0,205.0,9.0,4464.95
0.0,1.0,0.0,0.0,0.0,0.0,0.0,201.0,10.0,4331.48
0.0,0.0,0.0,1.0,0.0,1.0,1.0,212.0,9.0,3747.54
0.0,0.0,0.0,0.0,0.0,1.0,0.0,67.0,10.0,3621.76
1.0,0.0,0.0,1.0,1.0,1.0,0.0,57.0,1.0,5713.92
1.0,0.0,1.0,1.0,1.0,1.0,1.0,118.0,2.0,5608.7
1.0,0.0,1.0,0.0,0.0,0.0,1.0,219.0,5.0,3682.3
0.0,1.0,0.0,1.0,0.0,1.0,1.0,104.0,8.0,4490.19
1.0,1.0,0.0,1.0,0.0,1.0,0.0,246.0,9.0,4474.33
0.0,0.0,0.0,0.0,0.0,0.0,1.0,180.0,4.0,3622.77
0.0,0.0,0.0,1.0,1.0,0.0,1.0,57.0,3.0,5467.43
0.0,1.0,0.0,0.0,1.0,1.0,1.0,83.0,8.0,6492.18
1.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,3.0,3666.22
0.0,0.0,0.0,0.0,0.0,1.0,0.0,196.0,10.0,3623.19
0.0,0.0,1.0,1.0,1.0,1.0,0.0,112.0,2.0,5542.15
1.0,0.0,0.0,0.0,0.0,1.0,0.0,97.0,1.0,3871.37
1.0,0.0,1.0,0.0,1.0,1.0,1.0,66.0,3.0,5552.97
0.0,1.0,0.0,0.0,1.0,0.0,0.0,113.0,7.0,6457.12
0.0,0.0,0.0,0.0,1.0,0.0,0.0,61.0,8.0,5375.97
1.0,1.0,0.0,0.0,0.0,0.0,1.0,64.0,7.0,4341.72
0.0,1.0,0.0,1.0,0.0,0.0,1.0,205.0,9.0,4464.95
0.0,1.0,0.0,0.0,0.0,0.0,0.0,201.0,10.0,4331.48
0.0,0.0,0.0,1.0,0.0,1.0,1.0,212.0,9.0,3747.54
0.0,0.0,0.0,0.0,0.0,1.0,0.0,67.0,10.0,3621.76
1.0,0.0,0.0,1.0,1.0,1.0,0.0,57.0,1.0,5713.92
1.0,0.0,1.0,1.0,1.0,1.0,1.0,118.0,2.0,5608.7
1.0,0.0,1.0,0.0,0.0,0.0,1.0,219.0,5.0,3682.3
0.0,1.0,0.0,1.0,0.0,1.0,1.0,104.0,8.0,4490.19
1.0,1.0,0.0,1.0,0.0,1.0,0.0,246.0,9.0,4474.33
0.0,0.0,0.0,0.0,0.0,0.0,1.0,180.0,4.0,3622.77
0.0,0.0,0.0,1.0,1.0,0.0,1.0,57.0,3.0,5467.43
0.0,1.0,0.0,0.0,1.0,1.0,1.0,83.0,8.0,6492.18
1.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,3.0,3666.22
0.0,0.0,0.0,0.0,0.0,1.0,0.0,196.0,10.0,3623.19
0.0,0.0,1.0,1.0,1.0,1.0,0.0,112.0,2.0,5542.15
1.0,0.0,0.0,0.0,0.0,1.0,0.0,97.0,1.0,3871.37
1.0,0.0,1.0,0.0,1.0,1.0,1.0,66.0,3.0,5552.97
0.0,1.0,0.0,0.0,1.0,0.0,0.0,113.0,7.0,6457.12
1.0,0.0,1.0,0.0,0.0,0.0,0.0,62.0,7.0,3674.4
0.0,1.0,0.0,0.0,0.0,1.0,1.0,64.0,8.0,4360.26
1.0,1.0,0.0,1.0,0.0,0.0,1.0,206.0,9.0,4456.96
0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,8.0,3615.32
1.0,0.0,0.0,1.0,0.0,1.0,1.0,196.0,9.0,3762.84
0.0,0.0,0.0,0.0,0.0,1.0,0.0,83.0,9.0,3628.32
1.0,0.0,1.0,1.0,1.0,1.0,0.0,57.0,1.0,5804.39
1.0,0.0,1.0,1.0,0.0,1.0,0.0,117.0,1.0,3964.58
1.0,0.0,1.0,0.0,0.0,0.0,0.0,245.0,3.0,3696.06
0.0,1.0,0.0,1.0,0.0,1.0,1.0,103.0,7.0,4489.19
1.0,1.0,0.0,1.0,0.0,1.0,1.0,245.0,9.0,4477.51
0.0,0.0,1.0,0.0,0.0,0.0,1.0,226.0,6.0,3633.7
1.0,0.0,0.0,1.0,1.0,0.0,1.0,58.0,3.0,5507.2
0.0,0.0,0.0,1.0,1.0,0.0,1.0,83.0,9.0,5447.66
1.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,1.0,3872.67
0.0,0.0,1.0,0.0,0.0,1.0,0.0,250.0,9.0,3633.55
1.0,0.0,1.0,1.0,1.0,1.0,1.0,72.0,2.0,5608.7
1.0,1.0,0.0,0.0,0.0,1.0,0.0,98.0,1.0,4624.79
1.0,0.0,1.0,0.0,0.0,1.0,0.0,65.0,3.0,3708.4
0.0,1.0,0.0,1.0,0.0,1.0,1.0,113.0,7.0,4482.04
1.0,0.0,1.0,0.0,0.0,0.0,0.0,62.0,7.0,3674.4
0.0,1.0,0.0,0.0,0.0,1.0,1.0,92.0,8.0,4351.18
1.0,1.0,0.0,1.0,0.0,0.0,1.0,148.0,9.0,4456.96
0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,8.0,3614.17
1.0,0.0,0.0,1.0,0.0,1.0,1.0,196.0,9.0,3762.84
0.0,0.0,0.0,0.0,0.0,1.0,0.0,83.0,9.0,3628.32
1.0,0.0,1.0,1.0,1.0,1.0,0.0,57.0,1.0,5804.39
1.0,0.0,1.0,1.0,0.0,1.0,0.0,117.0,1.0,3964.58
1.0,0.0,1.0,0.0,0.0,0.0,0.0,212.0,3.0,3696.06
0.0,1.0,0.0,1.0,0.0,1.0,1.0,76.0,7.0,4488.15
1.0,1.0,0.0,1.0,0.0,1.0,1.0,245.0,9.0,4477.51
0.0,0.0,1.0,0.0,0.0,0.0,1.0,226.0,6.0,3633.7
1.0,0.0,0.0,1.0,1.0,0.0,1.0,58.0,3.0,5507.2
0.0,0.0,0.0,1.0,1.0,0.0,1.0,83.0,9.0,5447.66
1.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,1.0,3872.67
0.0,0.0,1.0,0.0,0.0,1.0,0.0,226.0,9.0,3633.55
1.0,0.0,1.0,1.0,1.0,1.0,1.0,72.0,6.0,5583.81
1.0,1.0,0.0,0.0,0.0,1.0,0.0,98.0,1.0,4624.79
1.0,0.0,1.0,0.0,0.0,1.0,0.0,65.0,3.0,3708.4
0.0,1.0,0.0,1.0,0.0,1.0,1.0,157.0,7.0,4491.38
1.0,0.0,1.0,0.0,0.0,0.0,0.0,62.0,5.0,3676.38
0.0,1.0,0.0,0.0,0.0,1.0,1.0,40.0,8.0,4340.39
1.0,1.0,0.0,1.0,0.0,0.0,1.0,148.0,9.0,4456.96
0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,7.0,3617.59
1.0,0.0,0.0,1.0,0.0,1.0,1.0,168.0,9.0,3762.84
0.0,0.0,0.0,0.0,0.0,1.0,0.0,83.0,9.0,3628.32
1.0,0.0,1.0,1.0,1.0,1.0,0.0,57.0,1.0,5804.39
1.0,0.0,1.0,1.0,0.0,1.0,0.0,117.0,1.0,3964.58
1.0,0.0,1.0,0.0,0.0,0.0,0.0,212.0,3.0,3696.06
0.0,1.0,0.0,1.0,0.0,1.0,1.0,76.0,7.0,4488.15
1.0,1.0,0.0,1.0,0.0,1.0,1.0,145.0,9.0,4477.51
0.0,0.0,1.0,0.0,0.0,0.0,1.0,152.0,9.0,3628.49
1.0,0.0,0.0,1.0,1.0,0.0,1.0,58.0,3.0,5507.2
0.0,0.0,0.0,1.0,1.0,0.0,1.0,83.0,9.0,5447.66
1.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,1.0,3871.41
0.0,0.0,1.0,0.0,0.0,1.0,0.0,159.0,9.0,3633.55
1.0,0.0,1.0,1.0,1.0,1.0,1.0,72.0,6.0,5583.81
1.0,1.0,0.0,0.0,0.0,1.0,0.0,98.0,3.0,4383.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,65.0,3.0,3708.4
0.0,1.0,0.0,1.0,0.0,1.0,1.0,157.0,7.0,4491.38
1.0,0.0,1.0,0.0,0.0,0.0,0.0,62.0,8.0,3671.98
0.0,1.0,0.0,0.0,0.0,1.0,1.0,40.0,7.0,4349.45
1.0,1.0,0.0,1.0,0.0,0.0,1.0,148.0,9.0,4456.96
0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,7.0,3617.59
1.0,0.0,0.0,1.0,0.0,1.0,1.0,168.0,8.0,3763.06
0.0,0.0,0.0,0.0,0.0,1.0,0.0,83.0,9.0,3628.32
1.0,0.0,1.0,1.0,1.0,1.0,0.0,57.0,1.0,5804.39
1.0,0.0,1.0,1.0,0.0,1.0,0.0,117.0,1.0,3964.58
1.0,0.0,1.0,0.0,0.0,0.0,0.0,117.0,3.0,3691.35
0.0,1.0,0.0,1.0,0.0,1.0,1.0,76.0,7.0,4488.15
1.0,1.0,0.0,1.0,0.0,1.0,1.0,145.0,9.0,4477.51
0.0,0.0,1.0,0.0,0.0,0.0,1.0,162.0,5.0,3638.47
1.0,0.0,0.0,1.0,1.0,0.0,1.0,40.0,3.0,5507.2
0.0,0.0,0.0,1.0,1.0,0.0,1.0,83.0,9.0,5447.66
1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,1.0,3848.46
0.0,0.0,1.0,0.0,0.0,1.0,0.0,159.0,9.0,3633.55
1.0,0.0,1.0,1.0,1.0,1.0,1.0,72.0,6.0,5583.81
1.0,1.0,0.0,0.0,0.0,1.0,0.0,98.0,3.0,4383.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,65.0,3.0,3708.4
0.0,1.0,0.0,1.0,0.0,1.0,1.0,220.0,7.0,4491.38
1.0,0.0,1.0,0.0,0.0,0.0,0.0,62.0,8.0,3671.98
0.0,1.0,0.0,0.0,0.0,1.0,1.0,40.0,7.0,4349.45
1.0,1.0,0.0,1.0,0.0,0.0,1.0,148.0,9.0,4456.96
0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,7.0,3617.79
1.0,0.0,0.0,1.0,0.0,1.0,1.0,248.0,9.0,3762.84
0.0,0.0,0.0,0.0,0.0,1.0,0.0,83.0,9.0,3628.32
1.0,0.0,1.0,1.0,1.0,1.0,0.0,57.0,1.0,5804.39
1.0,0.0,1.0,1.0,0.0,1.0,0.0,167.0,1.0,3961.76
1.0,0.0,1.0,0.0,0.0,0.0,0.0,117.0,3.0,3691.35
0.0,1.0,0.0,1.0,0.0,1.0,1.0,76.0,7.0,4488.15
1.0,1.0,0.0,1.0,0.0,1.0,1.0,145.0,9.0,4477.51
0.0,0.0,1.0,0.0,0.0,0.0,1.0,162.0,5.0,3638.47
1.0,0.0,0.0,1.0,1.0,0.0,1.0,40.0,3.0,5507.2
0.0,0.0,0.0,1.0,1.0,0.0,1.0,83.0,9.0,5447.66
1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,3.0,3649.66
0.0,0.0,1.0,0.0,0.0,1.0,0.0,159.0,9.0,3633.55
1.0,0.0,1.0,1.0,1.0,1.0,1.0,72.0,6.0,5583.81
1.0,1.0,0.0,0.0,0.0,1.0,0.0,98.0,3.0,4383.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,65.0,2.0,3706.63
0.0,1.0,0.0,1.0,0.0,1.0,1.0,220.0,7.0,4491.38
1.0,0.0,1.0,0.0,0.0,0.0,0.0,62.0,8.0,3671.98
0.0,1.0,0.0,0.0,0.0,1.0,1.0,40.0,7.0,4349.45
