no-8x8dct,no-cabac,no-deblock,no-fast-pskip,no-mbtree,no-mixed-refs,no-weightb,rc-lookahead,ref,PERF
0.0,0.0,1.0,1.0,0.0,1.0,0.0,83.0,8.0,3732.95
1.0,0.0,1.0,1.0,1.0,1.0,0.0,202.0,8.0,5571.51
0.0,1.0,0.0,0.0,1.0,0.0,0.0,57.0,8.0,6448.2
1.0,1.0,0.0,0.0,0.0,0.0,1.0,208.0,6.0,4346.7
1.0,0.0,0.0,1.0,1.0,1.0,1.0,187.0,2.0,5534.75
0.0,1.0,0.0,1.0,1.0,0.0,0.0,149.0,3.0,6559.22
1.0,0.0,1.0,0.0,1.0,1.0,0.0,81.0,5.0,5542.52
1.0,0.0,1.0,0.0,1.0,1.0,1.0,191.0,10.0,5531.65
0.0,0.0,0.0,0.0,0.0,1.0,1.0,181.0,10.0,3617.52
0.0,0.0,1.0,1.0,1.0,1.0,1.0,232.0,3.0,5536.2
0.0,0.0,1.0,1.0,0.0,1.0,0.0,83.0,8.0,3732.95
1.0,0.0,1.0,1.0,1.0,1.0,0.0,202.0,8.0,5571.51
0.0,1.0,0.0,0.0,1.0,0.0,0.0,57.0,8.0,6448.2
1.0,1.0,0.0,0.0,0.0,0.0,1.0,208.0,6.0,4346.7
1.0,0.0,0.0,1.0,1.0,1.0,1.0,187.0,2.0,5534.75
0.0,1.0,0.0,1.0,1.0,0.0,0.0,149.0,3.0,6559.22
1.0,0.0,1.0,0.0,1.0,1.0,0.0,81.0,5.0,5542.52
1.0,0.0,1.0,0.0,1.0,1.0,1.0,191.0,10.0,5531.65
0.0,0.0,0.0,0.0,0.0,1.0,1.0,181.0,10.0,3617.52
0.0,0.0,1.0,1.0,1.0,1.0,1.0,232.0,3.0,5536.2
0.0,0.0,1.0,1.0,1.0,1.0,0.0,83.0,8.0,5518.98
1.0,1.0,1.0,1.0,1.0,1.0,0.0,202.0,7.0,6566.52
0.0,1.0,0.0,0.0,1.0,0.0,0.0,56.0,8.0,6448.2
1.0,1.0,0.0,0.0,0.0,0.0,1.0,208.0,5.0,4353.12
1.0,0.0,1.0,1.0,1.0,1.0,1.0,187.0,2.0,5608.7
0.0,1.0,0.0,1.0,0.0,0.0,0.0,150.0,3.0,4481.32
0.0,0.0,1.0,1.0,1.0,0.0,0.0,80.0,6.0,5497.09
1.0,0.0,0.0,1.0,1.0,1.0,1.0,191.0,9.0,5511.7
1.0,0.0,0.0,0.0,0.0,1.0,1.0,205.0,8.0,3663.6
1.0,0.0,0.0,1.0,1.0,1.0,1.0,232.0,3.0,5529.75
0.0,0.0,1.0,1.0,1.0,1.0,0.0,83.0,8.0,5518.98
1.0,1.0,1.0,1.0,1.0,1.0,0.0,202.0,7.0,6566.52
0.0,1.0,0.0,0.0,1.0,0.0,0.0,56.0,8.0,6448.2
1.0,1.0,0.0,0.0,0.0,0.0,1.0,208.0,5.0,4353.12
1.0,0.0,1.0,1.0,1.0,1.0,1.0,187.0,1.0,5805.23
0.0,1.0,0.0,1.0,0.0,0.0,0.0,150.0,3.0,4481.32
0.0,0.0,1.0,1.0,1.0,0.0,0.0,80.0,6.0,5497.09
1.0,0.0,0.0,1.0,1.0,1.0,1.0,191.0,9.0,5511.7
1.0,0.0,0.0,0.0,0.0,1.0,1.0,218.0,9.0,3663.12
1.0,0.0,0.0,1.0,1.0,1.0,1.0,232.0,3.0,5529.75
0.0,0.0,1.0,1.0,1.0,1.0,0.0,83.0,8.0,5518.98
1.0,1.0,1.0,1.0,1.0,1.0,0.0,202.0,7.0,6566.52
0.0,1.0,0.0,0.0,1.0,0.0,0.0,56.0,8.0,6448.2
1.0,1.0,0.0,0.0,0.0,0.0,1.0,208.0,5.0,4353.12
1.0,0.0,1.0,1.0,1.0,1.0,1.0,187.0,1.0,5805.23
0.0,1.0,0.0,1.0,0.0,0.0,0.0,150.0,3.0,4481.32
0.0,0.0,1.0,1.0,1.0,0.0,0.0,80.0,6.0,5497.09
1.0,0.0,0.0,1.0,1.0,1.0,1.0,191.0,9.0,5511.7
1.0,0.0,0.0,0.0,0.0,1.0,1.0,218.0,9.0,3663.12
1.0,0.0,0.0,1.0,1.0,1.0,1.0,232.0,3.0,5529.75
0.0,0.0,1.0,1.0,1.0,1.0,0.0,83.0,8.0,5518.98
1.0,1.0,1.0,1.0,1.0,1.0,0.0,202.0,7.0,6566.52
0.0,1.0,0.0,0.0,1.0,0.0,0.0,56.0,8.0,6448.2
1.0,1.0,0.0,0.0,0.0,0.0,1.0,105.0,5.0,4347.97
1.0,0.0,1.0,1.0,1.0,1.0,1.0,187.0,1.0,5805.23
0.0,1.0,0.0,1.0,0.0,0.0,0.0,73.0,3.0,4484.31
0.0,0.0,1.0,1.0,1.0,0.0,0.0,149.0,7.0,5494.88
1.0,0.0,0.0,1.0,1.0,1.0,1.0,191.0,9.0,5511.7
1.0,0.0,0.0,0.0,0.0,1.0,1.0,218.0,9.0,3663.12
1.0,0.0,0.0,1.0,1.0,1.0,1.0,232.0,3.0,5529.75
0.0,0.0,1.0,1.0,1.0,1.0,0.0,83.0,8.0,5518.98
1.0,1.0,1.0,1.0,1.0,1.0,0.0,202.0,7.0,6566.52
0.0,1.0,0.0,0.0,1.0,0.0,0.0,56.0,8.0,6448.2
1.0,1.0,0.0,0.0,0.0,0.0,1.0,105.0,5.0,4347.97
1.0,0.0,1.0,1.0,1.0,1.0,1.0,187.0,1.0,5805.23
0.0,1.0,0.0,1.0,0.0,0.0,0.0,73.0,3.0,4484.31
0.0,0.0,1.0,1.0,1.0,0.0,0.0,96.0,7.0,5494.88
1.0,0.0,0.0,1.0,1.0,1.0,1.0,191.0,9.0,5511.7
1.0,0.0,0.0,0.0,0.0,1.0,1.0,218.0,9.0,3663.12
1.0,0.0,0.0,1.0,1.0,1.0,1.0,232.0,3.0,5529.75
0.0,0.0,1.0,1.0,1.0,1.0,0.0,83.0,8.0,5518.98
1.0,1.0,1.0,1.0,1.0,1.0,0.0,202.0,7.0,6566.52
0.0,1.0,0.0,0.0,1.0,0.0,0.0,56.0,8.0,6448.2
1.0,1.0,0.0,0.0,0.0,0.0,1.0,140.0,5.0,4352.76
1.0,0.0,1.0,1.0,1.0,1.0,1.0,185.0,1.0,5805.23
0.0,1.0,0.0,1.0,0.0,0.0,0.0,73.0,3.0,4484.31
0.0,0.0,1.0,1.0,1.0,0.0,0.0,96.0,4.0,5508.12
1.0,0.0,0.0,1.0,1.0,1.0,1.0,148.0,9.0,5511.7
1.0,0.0,0.0,0.0,0.0,1.0,1.0,232.0,7.0,3660.94
1.0,0.0,0.0,1.0,1.0,1.0,1.0,232.0,3.0,5529.75
0.0,0.0,1.0,1.0,1.0,1.0,0.0,83.0,8.0,5518.98
1.0,1.0,1.0,1.0,1.0,1.0,0.0,202.0,7.0,6566.52
0.0,1.0,0.0,0.0,1.0,0.0,0.0,56.0,8.0,6448.2
1.0,1.0,0.0,0.0,0.0,0.0,1.0,140.0,4.0,4358.94
1.0,0.0,1.0,1.0,1.0,1.0,1.0,185.0,1.0,5805.23
0.0,1.0,0.0,1.0,0.0,0.0,0.0,40.0,3.0,4462.83
0.0,0.0,1.0,1.0,1.0,0.0,0.0,96.0,4.0,5508.12
1.0,0.0,0.0,1.0,1.0,1.0,1.0,148.0,9.0,5511.7
1.0,0.0,0.0,0.0,0.0,1.0,1.0,134.0,7.0,3662.33
1.0,0.0,0.0,1.0,1.0,1.0,1.0,232.0,3.0,5529.75
0.0,0.0,1.0,1.0,1.0,1.0,0.0,83.0,8.0,5518.98
1.0,1.0,1.0,1.0,1.0,1.0,0.0,202.0,7.0,6566.52
0.0,1.0,0.0,0.0,1.0,0.0,0.0,56.0,8.0,6448.2
1.0,1.0,0.0,0.0,0.0,0.0,1.0,104.0,4.0,4367.26
1.0,0.0,1.0,1.0,1.0,1.0,1.0,185.0,1.0,5805.23
0.0,1.0,0.0,1.0,0.0,0.0,0.0,40.0,3.0,4462.83
0.0,0.0,1.0,1.0,1.0,0.0,0.0,96.0,4.0,5508.12
1.0,0.0,0.0,1.0,1.0,1.0,1.0,148.0,9.0,5511.7
1.0,0.0,0.0,0.0,0.0,1.0,1.0,103.0,7.0,3665.17
1.0,0.0,0.0,1.0,1.0,1.0,1.0,232.0,3.0,5529.75
