no-8x8dct,no-cabac,no-deblock,no-fast-pskip,no-mbtree,no-mixed-refs,no-weightb,rc-lookahead,ref,PERF
1.0,1.0,0.0,1.0,0.0,0.0,0.0,90.0,10.0,4457.65
0.0,1.0,1.0,1.0,0.0,1.0,1.0,238.0,7.0,4473.52
0.0,1.0,1.0,0.0,1.0,1.0,1.0,159.0,6.0,6590.23
1.0,0.0,0.0,0.0,1.0,0.0,1.0,86.0,1.0,5689.56
1.0,0.0,0.0,1.0,1.0,0.0,1.0,160.0,7.0,5498.03
0.0,1.0,1.0,0.0,1.0,1.0,1.0,42.0,8.0,6579.91
0.0,1.0,0.0,1.0,0.0,0.0,1.0,221.0,1.0,4644.49
1.0,1.0,1.0,1.0,0.0,0.0,1.0,176.0,1.0,4715.25
1.0,0.0,0.0,1.0,0.0,1.0,1.0,116.0,6.0,3760.18
0.0,0.0,1.0,0.0,1.0,1.0,0.0,69.0,4.0,5478.91
0.0,1.0,0.0,1.0,0.0,1.0,1.0,185.0,2.0,4490.98
1.0,0.0,1.0,0.0,1.0,0.0,1.0,209.0,2.0,5545.28
1.0,0.0,1.0,1.0,0.0,0.0,0.0,52.0,7.0,3741.01
1.0,0.0,1.0,1.0,0.0,0.0,0.0,192.0,7.0,3745.44
1.0,0.0,1.0,1.0,0.0,0.0,0.0,134.0,9.0,3740.07
1.0,1.0,0.0,0.0,0.0,0.0,1.0,64.0,7.0,4341.72
1.0,1.0,1.0,0.0,0.0,0.0,1.0,139.0,4.0,4386.21
1.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,6.0,4340.9
0.0,1.0,0.0,0.0,1.0,0.0,0.0,186.0,10.0,6434.46
1.0,1.0,0.0,1.0,1.0,1.0,1.0,186.0,7.0,6502.78
0.0,0.0,0.0,0.0,1.0,0.0,0.0,85.0,2.0,5413.76
1.0,1.0,0.0,0.0,1.0,0.0,0.0,166.0,6.0,6387.3
1.0,1.0,1.0,1.0,0.0,1.0,1.0,139.0,5.0,4485.4
1.0,1.0,1.0,1.0,1.0,1.0,0.0,142.0,7.0,6566.52
1.0,0.0,0.0,1.0,1.0,1.0,0.0,57.0,1.0,5713.92
0.0,0.0,0.0,0.0,1.0,1.0,0.0,138.0,4.0,5410.3
0.0,1.0,1.0,1.0,0.0,1.0,0.0,104.0,8.0,4473.66
1.0,1.0,0.0,1.0,1.0,1.0,1.0,186.0,7.0,6502.78
1.0,0.0,1.0,1.0,0.0,1.0,0.0,233.0,2.0,3777.5
1.0,0.0,1.0,1.0,0.0,0.0,1.0,51.0,4.0,3756.54
1.0,1.0,0.0,1.0,0.0,0.0,0.0,90.0,10.0,4457.65
0.0,1.0,1.0,1.0,0.0,1.0,1.0,238.0,7.0,4473.52
0.0,1.0,1.0,0.0,1.0,1.0,1.0,159.0,6.0,6590.23
1.0,0.0,0.0,0.0,1.0,0.0,1.0,86.0,1.0,5689.56
1.0,0.0,0.0,1.0,1.0,0.0,1.0,160.0,7.0,5498.03
0.0,1.0,1.0,0.0,1.0,1.0,1.0,42.0,8.0,6579.91
0.0,1.0,0.0,1.0,0.0,0.0,1.0,221.0,1.0,4644.49
1.0,1.0,1.0,1.0,0.0,0.0,1.0,176.0,1.0,4715.25
1.0,0.0,0.0,1.0,0.0,1.0,1.0,116.0,6.0,3760.18
0.0,0.0,1.0,0.0,1.0,1.0,0.0,69.0,4.0,5478.91
0.0,1.0,0.0,1.0,0.0,1.0,1.0,185.0,2.0,4490.98
1.0,0.0,1.0,0.0,1.0,0.0,1.0,209.0,2.0,5545.28
1.0,0.0,1.0,1.0,0.0,0.0,0.0,52.0,7.0,3741.01
1.0,0.0,1.0,1.0,0.0,0.0,0.0,192.0,7.0,3745.44
1.0,0.0,1.0,1.0,0.0,0.0,0.0,134.0,9.0,3740.07
1.0,1.0,0.0,0.0,0.0,0.0,1.0,64.0,7.0,4341.72
1.0,1.0,1.0,0.0,0.0,0.0,1.0,139.0,4.0,4386.21
1.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,6.0,4340.9
0.0,1.0,0.0,0.0,1.0,0.0,0.0,186.0,10.0,6434.46
1.0,1.0,0.0,1.0,1.0,1.0,1.0,186.0,7.0,6502.78
0.0,0.0,0.0,0.0,1.0,0.0,0.0,85.0,2.0,5413.76
1.0,1.0,0.0,0.0,1.0,0.0,0.0,166.0,6.0,6387.3
1.0,1.0,1.0,1.0,0.0,1.0,1.0,139.0,5.0,4485.4
1.0,1.0,1.0,1.0,1.0,1.0,0.0,142.0,7.0,6566.52
1.0,0.0,0.0,1.0,1.0,1.0,0.0,57.0,1.0,5713.92
0.0,0.0,0.0,0.0,1.0,1.0,0.0,138.0,4.0,5410.3
0.0,1.0,1.0,1.0,0.0,1.0,0.0,104.0,8.0,4473.66
1.0,1.0,0.0,1.0,1.0,1.0,1.0,186.0,7.0,6502.78
1.0,0.0,1.0,1.0,0.0,1.0,0.0,233.0,2.0,3777.5
1.0,0.0,1.0,1.0,0.0,0.0,1.0,51.0,4.0,3756.54
1.0,1.0,0.0,1.0,0.0,0.0,0.0,91.0,6.0,4465.67
1.0,1.0,1.0,1.0,0.0,1.0,1.0,238.0,7.0,4471.37
0.0,1.0,0.0,0.0,1.0,1.0,1.0,160.0,7.0,6498.42
1.0,0.0,0.0,1.0,1.0,1.0,1.0,87.0,1.0,5714.72
1.0,0.0,1.0,1.0,1.0,0.0,1.0,159.0,7.0,5539.7
0.0,1.0,0.0,0.0,0.0,1.0,1.0,42.0,8.0,4342.03
0.0,1.0,1.0,1.0,0.0,0.0,1.0,222.0,2.0,4489.99
1.0,1.0,0.0,1.0,0.0,0.0,1.0,176.0,2.0,4473.9
1.0,0.0,0.0,1.0,1.0,1.0,1.0,116.0,4.0,5526.13
0.0,0.0,1.0,0.0,1.0,1.0,0.0,69.0,3.0,5484.1
1.0,1.0,0.0,1.0,0.0,0.0,1.0,186.0,3.0,4471.67
0.0,1.0,0.0,0.0,1.0,0.0,1.0,209.0,1.0,6776.82
1.0,0.0,1.0,1.0,0.0,0.0,0.0,85.0,6.0,3749.33
0.0,0.0,1.0,0.0,0.0,0.0,0.0,192.0,3.0,3643.8
1.0,0.0,1.0,1.0,0.0,0.0,0.0,134.0,6.0,3746.05
1.0,1.0,0.0,0.0,0.0,0.0,1.0,60.0,8.0,4333.19
1.0,1.0,0.0,0.0,0.0,0.0,0.0,140.0,6.0,4342.55
1.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,7.0,3648.63
0.0,1.0,0.0,1.0,1.0,1.0,0.0,186.0,9.0,6556.09
1.0,1.0,1.0,1.0,0.0,1.0,1.0,185.0,7.0,4471.37
0.0,0.0,0.0,1.0,0.0,0.0,0.0,85.0,3.0,3735.12
1.0,1.0,1.0,0.0,1.0,0.0,0.0,167.0,7.0,6455.76
1.0,1.0,1.0,1.0,1.0,1.0,1.0,140.0,5.0,6580.4
1.0,1.0,1.0,1.0,1.0,1.0,0.0,141.0,7.0,6566.52
1.0,0.0,0.0,1.0,1.0,1.0,0.0,58.0,1.0,5713.92
0.0,0.0,0.0,0.0,0.0,1.0,0.0,139.0,5.0,3624.09
0.0,1.0,1.0,1.0,0.0,1.0,0.0,105.0,4.0,4491.77
1.0,1.0,0.0,1.0,1.0,1.0,0.0,185.0,7.0,6502.84
1.0,0.0,1.0,1.0,1.0,1.0,0.0,233.0,2.0,5610.53
0.0,0.0,1.0,0.0,1.0,0.0,1.0,135.0,7.0,5446.29
1.0,1.0,0.0,1.0,0.0,0.0,0.0,91.0,6.0,4465.67
1.0,1.0,1.0,1.0,0.0,1.0,1.0,238.0,7.0,4471.37
0.0,1.0,0.0,0.0,1.0,1.0,1.0,160.0,7.0,6498.42
1.0,0.0,0.0,1.0,1.0,1.0,1.0,87.0,1.0,5714.72
1.0,0.0,1.0,1.0,1.0,0.0,1.0,159.0,7.0,5539.7
0.0,1.0,0.0,0.0,0.0,1.0,1.0,40.0,8.0,4340.39
0.0,1.0,1.0,1.0,0.0,0.0,1.0,222.0,1.0,4685.61
1.0,1.0,0.0,1.0,0.0,0.0,1.0,176.0,2.0,4473.9
1.0,0.0,0.0,1.0,1.0,1.0,1.0,40.0,4.0,5526.13
0.0,0.0,1.0,0.0,1.0,1.0,0.0,69.0,6.0,5470.37
1.0,1.0,0.0,1.0,0.0,0.0,1.0,186.0,1.0,4664.98
0.0,1.0,0.0,0.0,1.0,0.0,1.0,209.0,1.0,6776.82
1.0,0.0,1.0,1.0,0.0,0.0,0.0,85.0,6.0,3749.33
0.0,0.0,1.0,0.0,0.0,0.0,0.0,192.0,3.0,3643.8
1.0,0.0,1.0,1.0,0.0,0.0,0.0,134.0,6.0,3746.05
1.0,1.0,0.0,0.0,0.0,0.0,1.0,60.0,5.0,4351.54
1.0,1.0,0.0,0.0,0.0,0.0,0.0,140.0,9.0,4340.79
1.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,8.0,3647.61
0.0,1.0,0.0,1.0,1.0,1.0,0.0,186.0,9.0,6556.09
1.0,1.0,1.0,1.0,0.0,1.0,1.0,185.0,7.0,4471.37
0.0,0.0,0.0,1.0,0.0,0.0,0.0,85.0,3.0,3735.12
1.0,1.0,1.0,0.0,1.0,0.0,0.0,167.0,7.0,6455.76
1.0,1.0,1.0,1.0,1.0,1.0,1.0,140.0,5.0,6580.4
1.0,1.0,1.0,1.0,1.0,1.0,0.0,141.0,7.0,6566.52
1.0,0.0,0.0,1.0,1.0,1.0,0.0,58.0,1.0,5713.92
0.0,0.0,0.0,0.0,0.0,1.0,0.0,126.0,2.0,3641.25
0.0,1.0,1.0,1.0,0.0,1.0,0.0,120.0,4.0,4488.37
1.0,1.0,0.0,1.0,1.0,1.0,0.0,185.0,7.0,6502.84
