no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,rc_lookahead,ref,PERF
1.0,1.0,1.0,0.0,1.0,1.0,0.0,144.0,1.0,6872.41
0.0,1.0,0.0,0.0,1.0,1.0,1.0,174.0,1.0,6805.19
1.0,1.0,0.0,0.0,1.0,1.0,1.0,98.0,1.0,6781.81
0.0,1.0,1.0,1.0,1.0,0.0,1.0,221.0,2.0,6692.62
0.0,1.0,1.0,0.0,1.0,1.0,0.0,174.0,3.0,6657.38
1.0,1.0,1.0,1.0,1.0,1.0,1.0,150.0,2.0,6652.33
1.0,1.0,1.0,1.0,1.0,1.0,1.0,157.0,3.0,6644.06
0.0,1.0,1.0,1.0,1.0,0.0,1.0,112.0,5.0,6641.96
0.0,1.0,1.0,0.0,1.0,1.0,0.0,236.0,5.0,6633.99
0.0,1.0,1.0,0.0,1.0,1.0,0.0,246.0,7.0,6619.69
0.0,1.0,0.0,1.0,1.0,1.0,1.0,231.0,8.0,6618.42
0.0,1.0,1.0,0.0,1.0,0.0,1.0,81.0,7.0,6579.49
1.0,1.0,1.0,0.0,1.0,1.0,1.0,76.0,5.0,6577.08
1.0,1.0,1.0,0.0,1.0,1.0,1.0,234.0,8.0,6545.31
0.0,1.0,0.0,0.0,1.0,1.0,0.0,154.0,7.0,6543.05
1.0,1.0,1.0,0.0,1.0,1.0,0.0,79.0,10.0,6539.78
1.0,1.0,0.0,1.0,1.0,1.0,0.0,132.0,10.0,6521.98
1.0,1.0,0.0,0.0,1.0,1.0,0.0,97.0,5.0,6492.3
0.0,1.0,0.0,0.0,1.0,0.0,1.0,232.0,10.0,6486.16
1.0,1.0,0.0,1.0,1.0,0.0,0.0,70.0,9.0,6474.42
1.0,1.0,0.0,0.0,1.0,1.0,0.0,249.0,7.0,6468.45
1.0,1.0,0.0,0.0,1.0,0.0,1.0,241.0,6.0,6438.46
1.0,0.0,0.0,1.0,1.0,0.0,1.0,150.0,1.0,5759.22
1.0,0.0,1.0,1.0,1.0,1.0,1.0,47.0,5.0,5627.44
1.0,0.0,1.0,1.0,1.0,0.0,1.0,108.0,2.0,5614.68
1.0,0.0,1.0,1.0,1.0,0.0,0.0,44.0,8.0,5584.39
0.0,0.0,1.0,1.0,1.0,1.0,0.0,171.0,2.0,5581.63
1.0,0.0,1.0,0.0,1.0,1.0,1.0,191.0,7.0,5577.68
1.0,0.0,1.0,1.0,1.0,0.0,0.0,238.0,9.0,5577.08
1.0,0.0,1.0,0.0,1.0,0.0,1.0,140.0,5.0,5558.23
0.0,0.0,1.0,1.0,1.0,0.0,1.0,146.0,7.0,5541.05
1.0,0.0,0.0,1.0,1.0,0.0,1.0,128.0,5.0,5535.92
0.0,0.0,1.0,1.0,1.0,0.0,1.0,88.0,9.0,5531.91
0.0,0.0,1.0,0.0,1.0,1.0,0.0,173.0,3.0,5530.77
1.0,0.0,0.0,1.0,1.0,0.0,0.0,162.0,7.0,5530.6
0.0,0.0,0.0,1.0,1.0,1.0,1.0,237.0,4.0,5520.27
0.0,0.0,0.0,1.0,1.0,1.0,0.0,192.0,6.0,5518.53
0.0,0.0,0.0,1.0,1.0,0.0,1.0,83.0,3.0,5507.3
1.0,0.0,0.0,0.0,1.0,1.0,0.0,118.0,7.0,5500.15
0.0,0.0,0.0,1.0,1.0,0.0,1.0,234.0,5.0,5498.12
1.0,0.0,0.0,0.0,1.0,0.0,1.0,205.0,8.0,5480.34
0.0,0.0,1.0,0.0,1.0,0.0,1.0,224.0,9.0,5475.24
1.0,0.0,0.0,0.0,1.0,0.0,0.0,244.0,9.0,5463.33
0.0,0.0,0.0,0.0,1.0,1.0,1.0,192.0,7.0,5440.73
0.0,0.0,0.0,0.0,1.0,0.0,0.0,63.0,10.0,5412.32
0.0,1.0,0.0,1.0,0.0,1.0,0.0,166.0,1.0,4687.45
0.0,1.0,1.0,0.0,0.0,1.0,1.0,124.0,1.0,4671.53
0.0,1.0,1.0,0.0,0.0,1.0,1.0,239.0,1.0,4669.1
0.0,1.0,1.0,0.0,0.0,1.0,0.0,244.0,1.0,4669.07
1.0,1.0,0.0,0.0,0.0,0.0,1.0,154.0,1.0,4660.07
0.0,1.0,0.0,1.0,0.0,1.0,1.0,131.0,3.0,4542.85
0.0,1.0,0.0,1.0,0.0,1.0,1.0,149.0,3.0,4541.23
1.0,1.0,1.0,1.0,0.0,1.0,1.0,99.0,4.0,4539.89
0.0,1.0,1.0,1.0,0.0,1.0,0.0,183.0,3.0,4537.97
0.0,1.0,0.0,1.0,0.0,1.0,1.0,140.0,8.0,4535.8
0.0,1.0,0.0,1.0,0.0,1.0,1.0,154.0,4.0,4535.05
0.0,1.0,0.0,1.0,0.0,1.0,0.0,146.0,9.0,4534.08
0.0,1.0,0.0,1.0,0.0,1.0,1.0,181.0,7.0,4528.58
1.0,1.0,0.0,1.0,0.0,1.0,1.0,61.0,10.0,4517.43
1.0,1.0,1.0,1.0,0.0,1.0,0.0,224.0,8.0,4507.07
1.0,1.0,0.0,1.0,0.0,0.0,0.0,109.0,9.0,4501.63
1.0,1.0,1.0,1.0,0.0,0.0,0.0,214.0,7.0,4492.56
0.0,1.0,1.0,1.0,0.0,0.0,0.0,117.0,10.0,4492.34
1.0,1.0,1.0,1.0,0.0,0.0,1.0,140.0,9.0,4485.8
1.0,1.0,1.0,0.0,0.0,1.0,0.0,117.0,3.0,4460.65
0.0,1.0,1.0,0.0,0.0,0.0,0.0,77.0,2.0,4448.94
1.0,1.0,1.0,0.0,0.0,0.0,1.0,113.0,3.0,4443.43
1.0,1.0,1.0,0.0,0.0,1.0,1.0,244.0,6.0,4435.51
0.0,1.0,1.0,0.0,0.0,0.0,0.0,60.0,3.0,4433.51
1.0,1.0,1.0,0.0,0.0,0.0,1.0,176.0,5.0,4418.7
0.0,1.0,0.0,0.0,0.0,1.0,0.0,226.0,5.0,4417.76
0.0,1.0,0.0,0.0,0.0,1.0,0.0,215.0,6.0,4411.88
