no-8x8dct,no-cabac,no-deblock,no-fast-pskip,no-mbtree,no-mixed-refs,no-weightb,rc-lookahead,ref,PERF
1.0,0.0,1.0,0.0,0.0,1.0,0.0,109.0,7.0,3686.96
0.0,0.0,0.0,0.0,1.0,0.0,1.0,172.0,2.0,5407.45
0.0,1.0,1.0,0.0,0.0,0.0,0.0,57.0,7.0,4363.52
0.0,1.0,1.0,1.0,0.0,1.0,0.0,66.0,7.0,4470.47
0.0,0.0,1.0,0.0,0.0,0.0,0.0,204.0,2.0,3657.05
1.0,1.0,1.0,1.0,0.0,0.0,0.0,206.0,3.0,4483.71
0.0,1.0,0.0,0.0,0.0,0.0,0.0,201.0,10.0,4331.48
0.0,1.0,0.0,0.0,0.0,0.0,0.0,201.0,10.0,4331.48
0.0,1.0,0.0,1.0,1.0,1.0,1.0,45.0,6.0,6578.23
1.0,0.0,1.0,1.0,1.0,1.0,1.0,118.0,2.0,5608.7
0.0,1.0,0.0,1.0,0.0,1.0,1.0,138.0,6.0,4486.62
1.0,0.0,1.0,1.0,0.0,0.0,0.0,100.0,4.0,3754.36
0.0,1.0,1.0,0.0,1.0,1.0,1.0,50.0,6.0,6590.23
0.0,0.0,0.0,0.0,0.0,1.0,0.0,67.0,10.0,3621.76
0.0,0.0,1.0,1.0,0.0,0.0,0.0,130.0,1.0,3895.28
0.0,1.0,0.0,0.0,1.0,0.0,0.0,53.0,7.0,6457.12
0.0,0.0,1.0,1.0,0.0,0.0,0.0,119.0,5.0,3724.67
0.0,1.0,1.0,1.0,1.0,0.0,0.0,58.0,7.0,6585.28
0.0,0.0,0.0,0.0,1.0,1.0,1.0,167.0,7.0,5396.46
0.0,1.0,1.0,0.0,1.0,0.0,0.0,152.0,6.0,6545.89
1.0,0.0,0.0,0.0,0.0,0.0,1.0,91.0,5.0,3659.42
1.0,1.0,0.0,0.0,0.0,0.0,1.0,208.0,6.0,4346.7
1.0,1.0,0.0,1.0,1.0,0.0,1.0,106.0,6.0,6460.09
1.0,1.0,1.0,1.0,1.0,0.0,0.0,53.0,9.0,6493.03
0.0,0.0,0.0,1.0,0.0,1.0,0.0,62.0,8.0,3749.26
0.0,1.0,0.0,0.0,1.0,1.0,1.0,83.0,8.0,6492.18
0.0,1.0,0.0,0.0,1.0,0.0,1.0,50.0,8.0,6450.88
1.0,0.0,1.0,1.0,0.0,0.0,1.0,51.0,4.0,3756.54
0.0,0.0,0.0,0.0,0.0,1.0,0.0,79.0,4.0,3632.4
1.0,1.0,1.0,1.0,0.0,0.0,0.0,107.0,4.0,4475.69
1.0,0.0,1.0,0.0,0.0,1.0,0.0,109.0,7.0,3686.96
0.0,0.0,0.0,0.0,1.0,0.0,1.0,172.0,2.0,5407.45
0.0,1.0,1.0,0.0,0.0,0.0,0.0,57.0,7.0,4363.52
0.0,1.0,1.0,1.0,0.0,1.0,0.0,66.0,7.0,4470.47
0.0,0.0,1.0,0.0,0.0,0.0,0.0,204.0,2.0,3657.05
1.0,1.0,1.0,1.0,0.0,0.0,0.0,206.0,3.0,4483.71
