no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,rc_lookahead,ref,PERF
1.0,0.0,0.0,0.0,1.0,0.0,1.0,89.0,2.0,5508.02
0.0,0.0,1.0,0.0,1.0,1.0,1.0,73.0,7.0,5506.21
1.0,0.0,0.0,0.0,1.0,1.0,0.0,63.0,10.0,5499.89
1.0,0.0,0.0,0.0,1.0,1.0,0.0,130.0,9.0,5498.24
0.0,0.0,1.0,0.0,1.0,0.0,0.0,78.0,8.0,5481.98
1.0,0.0,0.0,0.0,1.0,0.0,0.0,125.0,10.0,5465.56
1.0,0.0,0.0,0.0,1.0,0.0,1.0,81.0,10.0,5465.3
0.0,0.0,0.0,0.0,1.0,1.0,0.0,131.0,5.0,5450.26
0.0,0.0,0.0,0.0,1.0,1.0,1.0,51.0,6.0,5448.73
0.0,0.0,0.0,0.0,1.0,1.0,1.0,234.0,8.0,5446.43
0.0,0.0,0.0,0.0,1.0,1.0,1.0,89.0,10.0,5434.89
0.0,0.0,0.0,0.0,1.0,0.0,1.0,250.0,6.0,5429.87
0.0,0.0,0.0,0.0,1.0,0.0,0.0,95.0,6.0,5424.26
0.0,1.0,1.0,0.0,0.0,1.0,0.0,67.0,1.0,4662.29
0.0,1.0,1.0,1.0,0.0,1.0,0.0,171.0,2.0,4551.84
1.0,1.0,0.0,1.0,0.0,1.0,0.0,137.0,2.0,4541.9
0.0,1.0,0.0,1.0,0.0,1.0,1.0,59.0,3.0,4532.0
1.0,1.0,0.0,1.0,0.0,1.0,0.0,59.0,8.0,4524.63
1.0,1.0,0.0,1.0,0.0,0.0,1.0,69.0,2.0,4524.42
1.0,1.0,0.0,1.0,0.0,0.0,0.0,172.0,3.0,4518.11
0.0,1.0,0.0,1.0,0.0,0.0,0.0,160.0,6.0,4517.23
1.0,1.0,0.0,1.0,0.0,1.0,0.0,57.0,9.0,4517.2
0.0,1.0,0.0,1.0,0.0,1.0,0.0,40.0,8.0,4514.75
0.0,1.0,0.0,1.0,0.0,0.0,1.0,73.0,8.0,4514.72
1.0,1.0,0.0,1.0,0.0,0.0,0.0,124.0,6.0,4513.12
0.0,1.0,1.0,1.0,0.0,1.0,1.0,51.0,9.0,4505.5
0.0,1.0,1.0,1.0,0.0,0.0,0.0,214.0,6.0,4502.93
1.0,1.0,1.0,1.0,0.0,0.0,1.0,124.0,6.0,4502.24
1.0,1.0,0.0,1.0,0.0,0.0,1.0,65.0,10.0,4497.31
1.0,1.0,1.0,1.0,0.0,0.0,1.0,64.0,8.0,4494.98
0.0,1.0,1.0,0.0,0.0,1.0,0.0,63.0,3.0,4451.6
1.0,1.0,0.0,0.0,0.0,1.0,1.0,240.0,4.0,4426.25
0.0,1.0,1.0,0.0,0.0,0.0,1.0,173.0,7.0,4410.72
0.0,1.0,0.0,0.0,0.0,1.0,1.0,91.0,9.0,4399.68
0.0,1.0,0.0,0.0,0.0,0.0,1.0,115.0,9.0,4380.12
1.0,0.0,1.0,1.0,0.0,0.0,0.0,53.0,1.0,3991.82
0.0,0.0,1.0,1.0,0.0,0.0,0.0,181.0,1.0,3930.66
1.0,0.0,1.0,1.0,0.0,0.0,1.0,55.0,2.0,3813.23
1.0,0.0,0.0,1.0,0.0,0.0,1.0,116.0,4.0,3804.88
1.0,0.0,1.0,1.0,0.0,0.0,1.0,206.0,8.0,3789.35
0.0,0.0,0.0,1.0,0.0,0.0,1.0,240.0,8.0,3782.11
0.0,0.0,0.0,1.0,0.0,0.0,0.0,239.0,6.0,3781.87
0.0,0.0,0.0,1.0,0.0,1.0,0.0,97.0,4.0,3781.32
0.0,0.0,0.0,1.0,0.0,0.0,0.0,176.0,9.0,3778.67
0.0,0.0,1.0,1.0,0.0,1.0,0.0,66.0,3.0,3778.22
1.0,0.0,1.0,1.0,0.0,0.0,1.0,43.0,10.0,3776.46
0.0,0.0,0.0,1.0,0.0,0.0,0.0,63.0,7.0,3774.5
0.0,0.0,1.0,1.0,0.0,1.0,1.0,134.0,6.0,3769.46
0.0,0.0,1.0,1.0,0.0,0.0,1.0,111.0,6.0,3768.58
0.0,0.0,1.0,1.0,0.0,0.0,1.0,194.0,3.0,3765.46
1.0,0.0,1.0,0.0,0.0,1.0,1.0,196.0,3.0,3751.48
1.0,0.0,1.0,0.0,0.0,0.0,0.0,228.0,3.0,3736.77
1.0,0.0,1.0,0.0,0.0,1.0,1.0,86.0,9.0,3725.37
1.0,0.0,1.0,0.0,0.0,0.0,1.0,165.0,5.0,3725.14
1.0,0.0,1.0,0.0,0.0,0.0,0.0,176.0,7.0,3720.42
1.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,2.0,3720.17
1.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,7.0,3716.79
1.0,0.0,0.0,0.0,0.0,1.0,0.0,243.0,8.0,3704.97
1.0,0.0,0.0,0.0,0.0,1.0,0.0,45.0,8.0,3699.16
0.0,0.0,1.0,0.0,0.0,1.0,1.0,184.0,5.0,3685.79
0.0,0.0,1.0,0.0,0.0,0.0,1.0,40.0,3.0,3684.71
0.0,0.0,1.0,0.0,0.0,0.0,0.0,118.0,7.0,3676.96
0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,3.0,3668.43
0.0,0.0,1.0,0.0,0.0,0.0,1.0,167.0,10.0,3666.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,6.0,3663.29
0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.0,6.0,3663.29
