no-8x8dct,no-cabac,no-deblock,no-fast-pskip,no-mbtree,no-mixed-refs,no-weightb,rc-lookahead,ref,PERF
0.0,0.0,1.0,0.0,0.0,1.0,1.0,44.0,7.0,3638.4
1.0,0.0,0.0,1.0,0.0,0.0,1.0,244.0,4.0,3760.89
1.0,1.0,0.0,1.0,0.0,1.0,0.0,246.0,9.0,4474.33
0.0,1.0,1.0,1.0,1.0,0.0,0.0,58.0,7.0,6585.28
1.0,0.0,1.0,0.0,1.0,1.0,0.0,157.0,5.0,5542.52
0.0,0.0,1.0,1.0,0.0,0.0,0.0,217.0,8.0,3723.98
1.0,0.0,0.0,1.0,1.0,1.0,1.0,187.0,2.0,5534.75
0.0,1.0,1.0,1.0,1.0,1.0,1.0,166.0,4.0,6660.88
1.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,2.0,3674.25
0.0,1.0,0.0,0.0,1.0,0.0,0.0,87.0,4.0,6480.73
1.0,1.0,0.0,0.0,1.0,0.0,1.0,145.0,10.0,6369.39
1.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,6.0,4340.9
0.0,0.0,1.0,0.0,0.0,0.0,1.0,108.0,8.0,3631.29
0.0,1.0,0.0,1.0,0.0,1.0,1.0,56.0,9.0,4482.79
0.0,0.0,1.0,1.0,0.0,1.0,0.0,142.0,4.0,3731.98
1.0,1.0,0.0,1.0,1.0,0.0,0.0,219.0,2.0,6503.23
0.0,1.0,0.0,0.0,1.0,0.0,1.0,50.0,8.0,6450.88
0.0,1.0,1.0,0.0,0.0,1.0,1.0,99.0,7.0,4380.76
0.0,0.0,1.0,0.0,1.0,1.0,0.0,150.0,3.0,5484.1
0.0,1.0,1.0,0.0,0.0,1.0,1.0,234.0,9.0,4372.52
1.0,1.0,0.0,0.0,1.0,1.0,0.0,225.0,4.0,6459.67
1.0,1.0,0.0,1.0,0.0,0.0,1.0,185.0,5.0,4463.98
1.0,0.0,1.0,1.0,1.0,0.0,1.0,248.0,3.0,5569.49
0.0,1.0,1.0,0.0,0.0,1.0,0.0,102.0,7.0,4381.78
1.0,1.0,0.0,1.0,1.0,0.0,1.0,64.0,9.0,6443.16
1.0,0.0,0.0,1.0,0.0,0.0,1.0,190.0,2.0,3749.52
1.0,1.0,1.0,1.0,0.0,0.0,1.0,70.0,8.0,4447.11
1.0,0.0,1.0,0.0,1.0,1.0,1.0,191.0,10.0,5531.65
1.0,0.0,0.0,1.0,0.0,0.0,1.0,190.0,2.0,3749.52
0.0,1.0,0.0,0.0,1.0,0.0,1.0,191.0,9.0,6444.26
0.0,0.0,1.0,0.0,0.0,1.0,1.0,44.0,7.0,3638.4
1.0,0.0,0.0,1.0,0.0,0.0,1.0,244.0,4.0,3760.89
1.0,1.0,0.0,1.0,0.0,1.0,0.0,246.0,9.0,4474.33
0.0,1.0,1.0,1.0,1.0,0.0,0.0,58.0,7.0,6585.28
1.0,0.0,1.0,0.0,1.0,1.0,0.0,157.0,5.0,5542.52
0.0,0.0,1.0,1.0,0.0,0.0,0.0,217.0,8.0,3723.98
1.0,0.0,0.0,1.0,1.0,1.0,1.0,187.0,2.0,5534.75
0.0,1.0,1.0,1.0,1.0,1.0,1.0,166.0,4.0,6660.88
1.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,2.0,3674.25
0.0,1.0,0.0,0.0,1.0,0.0,0.0,87.0,4.0,6480.73
1.0,1.0,0.0,0.0,1.0,0.0,1.0,145.0,10.0,6369.39
1.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,6.0,4340.9
0.0,0.0,1.0,0.0,0.0,0.0,1.0,108.0,8.0,3631.29
0.0,1.0,0.0,1.0,0.0,1.0,1.0,56.0,9.0,4482.79
0.0,0.0,1.0,1.0,0.0,1.0,0.0,142.0,4.0,3731.98
1.0,1.0,0.0,1.0,1.0,0.0,0.0,219.0,2.0,6503.23
0.0,1.0,0.0,0.0,1.0,0.0,1.0,50.0,8.0,6450.88
0.0,1.0,1.0,0.0,0.0,1.0,1.0,99.0,7.0,4380.76
0.0,0.0,1.0,0.0,1.0,1.0,0.0,150.0,3.0,5484.1
0.0,1.0,1.0,0.0,0.0,1.0,1.0,234.0,9.0,4372.52
1.0,1.0,0.0,0.0,1.0,1.0,0.0,225.0,4.0,6459.67
1.0,1.0,0.0,1.0,0.0,0.0,1.0,185.0,5.0,4463.98
1.0,0.0,1.0,1.0,1.0,0.0,1.0,248.0,3.0,5569.49
