no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,rc_lookahead,ref,PERF
1.0,1.0,1.0,0.0,0.0,1.0,0.0,48.0,3.0,4449.2
1.0,1.0,1.0,0.0,0.0,0.0,1.0,62.0,2.0,4446.44
1.0,1.0,1.0,0.0,0.0,1.0,0.0,59.0,5.0,4434.33
1.0,1.0,0.0,0.0,0.0,0.0,1.0,168.0,2.0,4425.29
1.0,1.0,1.0,0.0,0.0,1.0,0.0,133.0,8.0,4424.24
0.0,1.0,1.0,0.0,0.0,1.0,1.0,111.0,8.0,4422.56
1.0,1.0,1.0,0.0,0.0,0.0,1.0,179.0,5.0,4418.7
1.0,1.0,0.0,0.0,0.0,1.0,1.0,187.0,6.0,4415.28
1.0,1.0,0.0,0.0,0.0,1.0,1.0,87.0,5.0,4414.52
1.0,1.0,0.0,0.0,0.0,1.0,1.0,247.0,7.0,4406.36
1.0,1.0,1.0,0.0,0.0,0.0,0.0,221.0,8.0,4402.11
0.0,1.0,0.0,0.0,0.0,1.0,1.0,111.0,10.0,4399.95
0.0,1.0,0.0,0.0,0.0,1.0,0.0,250.0,9.0,4394.95
0.0,1.0,0.0,0.0,0.0,0.0,1.0,242.0,5.0,4392.58
1.0,1.0,0.0,0.0,0.0,0.0,0.0,173.0,7.0,4380.28
1.0,0.0,1.0,0.0,0.0,1.0,1.0,45.0,1.0,3937.1
0.0,0.0,1.0,1.0,0.0,1.0,1.0,249.0,1.0,3934.06
0.0,0.0,1.0,1.0,0.0,1.0,1.0,69.0,1.0,3920.48
1.0,0.0,1.0,1.0,0.0,0.0,0.0,84.0,2.0,3816.58
1.0,0.0,1.0,1.0,0.0,0.0,1.0,169.0,2.0,3812.44
1.0,0.0,1.0,1.0,0.0,1.0,1.0,199.0,6.0,3802.11
1.0,0.0,0.0,1.0,0.0,1.0,0.0,236.0,9.0,3801.84
1.0,0.0,1.0,1.0,0.0,0.0,0.0,100.0,6.0,3798.48
1.0,0.0,1.0,1.0,0.0,0.0,1.0,204.0,4.0,3797.55
0.0,0.0,0.0,1.0,0.0,1.0,1.0,235.0,10.0,3788.78
0.0,0.0,1.0,1.0,0.0,1.0,1.0,73.0,3.0,3779.41
0.0,0.0,0.0,1.0,0.0,1.0,1.0,244.0,3.0,3777.97
0.0,0.0,0.0,1.0,0.0,0.0,1.0,118.0,5.0,3777.6
0.0,0.0,0.0,1.0,0.0,1.0,1.0,68.0,2.0,3777.53
0.0,0.0,0.0,1.0,0.0,0.0,0.0,103.0,4.0,3773.14
0.0,0.0,1.0,1.0,0.0,1.0,1.0,119.0,7.0,3770.14
0.0,0.0,1.0,1.0,0.0,1.0,0.0,167.0,10.0,3766.48
0.0,0.0,1.0,1.0,0.0,0.0,0.0,168.0,5.0,3766.34
0.0,0.0,1.0,1.0,0.0,0.0,1.0,249.0,8.0,3760.91
0.0,0.0,1.0,1.0,0.0,0.0,0.0,60.0,9.0,3760.09
1.0,0.0,0.0,0.0,0.0,1.0,1.0,104.0,2.0,3729.43
1.0,0.0,1.0,0.0,0.0,0.0,0.0,91.0,6.0,3720.31
1.0,0.0,0.0,0.0,0.0,1.0,0.0,112.0,6.0,3713.46
1.0,0.0,0.0,0.0,0.0,1.0,0.0,68.0,10.0,3701.52
0.0,0.0,0.0,0.0,0.0,1.0,0.0,214.0,2.0,3683.75
0.0,0.0,1.0,0.0,0.0,0.0,0.0,204.0,5.0,3680.73
0.0,0.0,1.0,0.0,0.0,1.0,0.0,195.0,8.0,3676.61
0.0,0.0,1.0,0.0,0.0,1.0,1.0,175.0,9.0,3673.64
0.0,0.0,0.0,0.0,0.0,1.0,0.0,98.0,8.0,3664.94
0.0,0.0,0.0,0.0,0.0,0.0,1.0,139.0,5.0,3663.44
