no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,rc_lookahead,ref,PERF
1.0,1.0,1.0,1.0,1.0,0.0,1.0,42.0,5.0,6567.94
1.0,1.0,1.0,1.0,1.0,0.0,1.0,103.0,5.0,6567.94
0.0,1.0,1.0,0.0,1.0,0.0,1.0,185.0,9.0,6565.96
0.0,1.0,0.0,0.0,1.0,1.0,1.0,81.0,4.0,6563.73
0.0,1.0,0.0,1.0,1.0,0.0,0.0,216.0,9.0,6559.42
0.0,1.0,0.0,0.0,1.0,0.0,1.0,158.0,2.0,6558.48
1.0,1.0,1.0,0.0,1.0,1.0,0.0,244.0,7.0,6553.26
1.0,1.0,1.0,0.0,1.0,1.0,0.0,97.0,7.0,6553.26
0.0,1.0,0.0,0.0,1.0,1.0,0.0,135.0,6.0,6552.32
1.0,1.0,1.0,0.0,1.0,0.0,1.0,123.0,3.0,6549.78
0.0,1.0,0.0,0.0,1.0,1.0,0.0,44.0,5.0,6546.96
0.0,1.0,0.0,0.0,1.0,1.0,1.0,197.0,7.0,6537.94
1.0,1.0,0.0,0.0,1.0,1.0,0.0,227.0,2.0,6535.05
0.0,1.0,0.0,0.0,1.0,1.0,1.0,216.0,10.0,6520.93
1.0,1.0,0.0,1.0,1.0,0.0,0.0,61.0,4.0,6520.38
1.0,1.0,1.0,0.0,1.0,0.0,0.0,214.0,5.0,6516.14
1.0,1.0,0.0,0.0,1.0,1.0,1.0,168.0,4.0,6514.49
1.0,1.0,1.0,0.0,1.0,0.0,1.0,224.0,7.0,6500.39
0.0,1.0,0.0,0.0,1.0,0.0,1.0,153.0,8.0,6499.85
1.0,1.0,0.0,1.0,1.0,0.0,1.0,66.0,7.0,6490.37
0.0,1.0,0.0,0.0,1.0,0.0,1.0,233.0,10.0,6486.16
1.0,1.0,1.0,0.0,1.0,0.0,0.0,222.0,9.0,6483.33
1.0,1.0,0.0,1.0,1.0,0.0,1.0,170.0,9.0,6478.61
1.0,1.0,0.0,0.0,1.0,1.0,0.0,131.0,9.0,6459.95
1.0,1.0,0.0,0.0,1.0,0.0,0.0,201.0,6.0,6432.5
1.0,1.0,0.0,0.0,1.0,0.0,0.0,98.0,7.0,6424.33
1.0,0.0,1.0,0.0,1.0,1.0,1.0,184.0,1.0,5823.39
0.0,0.0,0.0,1.0,1.0,0.0,1.0,186.0,1.0,5669.51
0.0,0.0,0.0,1.0,1.0,0.0,0.0,230.0,1.0,5668.4
1.0,0.0,1.0,1.0,1.0,1.0,0.0,224.0,2.0,5640.13
0.0,0.0,0.0,0.0,1.0,0.0,0.0,177.0,1.0,5631.59
1.0,0.0,1.0,1.0,1.0,1.0,1.0,167.0,6.0,5619.59
1.0,0.0,1.0,1.0,1.0,1.0,0.0,175.0,7.0,5615.21
1.0,0.0,1.0,0.0,1.0,1.0,1.0,208.0,2.0,5613.83
1.0,0.0,1.0,1.0,1.0,1.0,1.0,67.0,8.0,5609.66
0.0,0.0,1.0,1.0,1.0,1.0,0.0,109.0,2.0,5581.63
1.0,0.0,1.0,0.0,1.0,1.0,0.0,122.0,6.0,5580.91
1.0,0.0,1.0,1.0,1.0,0.0,1.0,234.0,10.0,5577.37
1.0,0.0,0.0,1.0,1.0,1.0,1.0,91.0,4.0,5570.87
1.0,0.0,1.0,0.0,1.0,0.0,0.0,215.0,4.0,5565.22
1.0,0.0,1.0,0.0,1.0,0.0,1.0,248.0,6.0,5555.48
1.0,0.0,0.0,1.0,1.0,0.0,1.0,201.0,2.0,5552.64
0.0,0.0,1.0,1.0,1.0,1.0,0.0,157.0,9.0,5550.24
1.0,0.0,0.0,1.0,1.0,1.0,1.0,159.0,9.0,5549.57
0.0,0.0,1.0,1.0,1.0,0.0,0.0,69.0,5.0,5549.42
1.0,0.0,1.0,0.0,1.0,0.0,1.0,128.0,7.0,5548.65
0.0,0.0,1.0,1.0,1.0,0.0,1.0,117.0,6.0,5544.86
1.0,0.0,0.0,1.0,1.0,0.0,0.0,49.0,3.0,5544.76
0.0,0.0,1.0,1.0,1.0,0.0,1.0,74.0,5.0,5542.21
0.0,0.0,1.0,1.0,1.0,0.0,0.0,195.0,7.0,5538.01
0.0,0.0,1.0,0.0,1.0,1.0,0.0,111.0,2.0,5537.28
0.0,0.0,1.0,1.0,1.0,0.0,1.0,98.0,8.0,5536.53
0.0,0.0,1.0,1.0,1.0,0.0,1.0,100.0,8.0,5536.53
0.0,0.0,1.0,1.0,1.0,0.0,0.0,145.0,8.0,5534.7
1.0,0.0,0.0,1.0,1.0,0.0,1.0,185.0,6.0,5531.99
0.0,0.0,1.0,1.0,1.0,0.0,1.0,49.0,9.0,5531.91
1.0,0.0,0.0,1.0,1.0,0.0,0.0,64.0,10.0,5526.03
1.0,0.0,0.0,0.0,1.0,1.0,0.0,226.0,3.0,5524.2
0.0,0.0,1.0,0.0,1.0,1.0,1.0,124.0,4.0,5522.64
0.0,0.0,0.0,1.0,1.0,0.0,1.0,101.0,3.0,5507.3
0.0,0.0,1.0,0.0,1.0,1.0,1.0,94.0,7.0,5506.21
0.0,0.0,0.0,1.0,1.0,1.0,0.0,226.0,10.0,5503.48
0.0,0.0,0.0,1.0,1.0,1.0,1.0,116.0,10.0,5502.91
0.0,0.0,0.0,1.0,1.0,0.0,0.0,73.0,3.0,5502.71
0.0,0.0,0.0,1.0,1.0,0.0,0.0,50.0,3.0,5502.71
0.0,0.0,0.0,1.0,1.0,1.0,0.0,69.0,7.0,5501.46
0.0,0.0,1.0,0.0,1.0,0.0,0.0,58.0,5.0,5494.36
0.0,0.0,0.0,1.0,1.0,0.0,0.0,133.0,9.0,5488.64
1.0,0.0,0.0,0.0,1.0,0.0,1.0,53.0,5.0,5484.76
1.0,0.0,0.0,0.0,1.0,0.0,1.0,57.0,6.0,5484.3
1.0,0.0,0.0,0.0,1.0,0.0,0.0,210.0,7.0,5475.73
1.0,0.0,0.0,0.0,1.0,0.0,0.0,87.0,9.0,5463.33
0.0,0.0,0.0,0.0,1.0,1.0,1.0,169.0,2.0,5460.01
0.0,0.0,0.0,0.0,1.0,0.0,1.0,247.0,3.0,5447.87
0.0,0.0,0.0,0.0,1.0,0.0,1.0,169.0,9.0,5413.23
1.0,1.0,1.0,1.0,0.0,1.0,0.0,225.0,1.0,4749.24
1.0,1.0,0.0,1.0,0.0,1.0,1.0,112.0,1.0,4710.5
1.0,1.0,1.0,0.0,0.0,1.0,0.0,104.0,1.0,4697.43
0.0,1.0,0.0,1.0,0.0,0.0,1.0,215.0,1.0,4688.26
0.0,1.0,1.0,0.0,0.0,1.0,0.0,100.0,1.0,4674.01
0.0,1.0,1.0,0.0,0.0,0.0,1.0,197.0,1.0,4669.1
0.0,1.0,1.0,0.0,0.0,0.0,1.0,196.0,1.0,4669.1
1.0,1.0,0.0,1.0,0.0,1.0,1.0,106.0,2.0,4544.46
1.0,1.0,1.0,1.0,0.0,1.0,0.0,80.0,4.0,4540.68
0.0,1.0,0.0,1.0,0.0,1.0,0.0,141.0,8.0,4536.51
1.0,1.0,1.0,1.0,0.0,1.0,0.0,234.0,4.0,4536.19
1.0,1.0,1.0,1.0,0.0,1.0,0.0,177.0,4.0,4536.19
0.0,1.0,0.0,1.0,0.0,1.0,1.0,62.0,2.0,4535.53
1.0,1.0,0.0,1.0,0.0,1.0,0.0,51.0,3.0,4533.07
0.0,1.0,1.0,1.0,0.0,1.0,0.0,207.0,4.0,4532.48
0.0,1.0,1.0,1.0,0.0,1.0,1.0,65.0,4.0,4530.72
0.0,1.0,1.0,1.0,0.0,0.0,0.0,122.0,3.0,4528.75
0.0,1.0,0.0,1.0,0.0,0.0,0.0,175.0,4.0,4521.24
0.0,1.0,1.0,1.0,0.0,1.0,0.0,131.0,6.0,4520.28
1.0,1.0,1.0,1.0,0.0,1.0,0.0,184.0,6.0,4518.65
0.0,1.0,1.0,1.0,0.0,0.0,0.0,240.0,4.0,4517.52
0.0,1.0,0.0,1.0,0.0,0.0,0.0,193.0,6.0,4517.23
0.0,1.0,0.0,1.0,0.0,0.0,0.0,109.0,5.0,4515.33
1.0,1.0,0.0,1.0,0.0,0.0,1.0,215.0,4.0,4514.74
0.0,1.0,1.0,1.0,0.0,0.0,0.0,54.0,4.0,4514.3
1.0,1.0,0.0,1.0,0.0,0.0,1.0,89.0,7.0,4513.55
0.0,1.0,0.0,1.0,0.0,0.0,1.0,224.0,8.0,4512.21
1.0,1.0,1.0,1.0,0.0,1.0,0.0,107.0,9.0,4508.99
1.0,1.0,1.0,1.0,0.0,0.0,1.0,50.0,5.0,4507.15
1.0,1.0,0.0,1.0,0.0,0.0,1.0,153.0,8.0,4505.99
1.0,1.0,1.0,1.0,0.0,0.0,0.0,168.0,5.0,4505.11
1.0,1.0,0.0,1.0,0.0,0.0,1.0,88.0,10.0,4504.31
1.0,1.0,1.0,1.0,0.0,0.0,1.0,59.0,6.0,4503.09
1.0,1.0,1.0,1.0,0.0,0.0,1.0,241.0,6.0,4503.01
1.0,1.0,0.0,1.0,0.0,0.0,1.0,194.0,10.0,4497.06
1.0,1.0,1.0,1.0,0.0,0.0,0.0,185.0,8.0,4494.12
1.0,1.0,1.0,1.0,0.0,0.0,1.0,189.0,10.0,4484.95
1.0,1.0,1.0,0.0,0.0,0.0,0.0,222.0,2.0,4454.88
0.0,1.0,1.0,0.0,0.0,0.0,1.0,250.0,2.0,4452.17
0.0,1.0,1.0,0.0,0.0,1.0,1.0,223.0,5.0,4435.88
1.0,1.0,1.0,0.0,0.0,1.0,0.0,246.0,6.0,4434.91
0.0,1.0,1.0,0.0,0.0,1.0,1.0,115.0,9.0,4418.62
0.0,1.0,1.0,0.0,0.0,1.0,0.0,224.0,9.0,4415.11
0.0,1.0,0.0,0.0,0.0,1.0,1.0,114.0,6.0,4412.23
0.0,1.0,0.0,0.0,0.0,1.0,0.0,121.0,7.0,4407.44
0.0,1.0,0.0,0.0,0.0,1.0,1.0,48.0,10.0,4390.05
0.0,1.0,0.0,0.0,0.0,0.0,0.0,240.0,6.0,4388.63
0.0,1.0,0.0,0.0,0.0,0.0,0.0,97.0,8.0,4385.77
1.0,1.0,0.0,0.0,0.0,0.0,1.0,164.0,7.0,4385.65
1.0,0.0,1.0,1.0,0.0,1.0,1.0,103.0,1.0,3998.5
1.0,0.0,0.0,1.0,0.0,1.0,1.0,46.0,1.0,3943.56
0.0,0.0,1.0,1.0,0.0,1.0,1.0,238.0,1.0,3934.06
0.0,0.0,1.0,1.0,0.0,0.0,0.0,146.0,1.0,3930.66
1.0,0.0,0.0,0.0,0.0,1.0,1.0,149.0,1.0,3907.13
1.0,0.0,0.0,0.0,0.0,1.0,0.0,240.0,1.0,3905.73
0.0,0.0,0.0,1.0,0.0,0.0,1.0,81.0,1.0,3899.63
0.0,0.0,1.0,0.0,0.0,1.0,1.0,76.0,1.0,3872.47
1.0,0.0,1.0,1.0,0.0,0.0,1.0,234.0,2.0,3812.44
1.0,0.0,1.0,1.0,0.0,1.0,1.0,105.0,5.0,3806.46
1.0,0.0,0.0,1.0,0.0,1.0,0.0,153.0,10.0,3803.33
1.0,0.0,0.0,1.0,0.0,1.0,1.0,149.0,10.0,3802.66
1.0,0.0,0.0,1.0,0.0,1.0,0.0,62.0,4.0,3802.13
1.0,0.0,0.0,1.0,0.0,0.0,1.0,118.0,2.0,3801.29
1.0,0.0,0.0,1.0,0.0,0.0,0.0,70.0,3.0,3799.14
1.0,0.0,0.0,1.0,0.0,0.0,0.0,145.0,5.0,3792.47
0.0,0.0,1.0,1.0,0.0,1.0,0.0,205.0,2.0,3789.24
1.0,0.0,1.0,1.0,0.0,0.0,0.0,250.0,7.0,3789.01
0.0,0.0,0.0,1.0,0.0,1.0,1.0,148.0,10.0,3788.78
0.0,0.0,0.0,1.0,0.0,1.0,0.0,162.0,8.0,3788.55
0.0,0.0,1.0,1.0,0.0,1.0,0.0,118.0,2.0,3786.52
0.0,0.0,1.0,1.0,0.0,1.0,0.0,138.0,2.0,3784.64
0.0,0.0,1.0,1.0,0.0,1.0,0.0,46.0,2.0,3783.04
0.0,0.0,0.0,1.0,0.0,0.0,0.0,178.0,10.0,3777.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,104.0,9.0,3775.1
0.0,0.0,0.0,1.0,0.0,0.0,0.0,139.0,2.0,3774.96
0.0,0.0,1.0,1.0,0.0,1.0,1.0,90.0,8.0,3767.97
0.0,0.0,1.0,1.0,0.0,0.0,1.0,217.0,4.0,3767.35
0.0,0.0,1.0,1.0,0.0,0.0,1.0,161.0,5.0,3767.07
0.0,0.0,1.0,1.0,0.0,1.0,0.0,228.0,8.0,3766.87
0.0,0.0,1.0,1.0,0.0,0.0,0.0,67.0,4.0,3766.75
0.0,0.0,1.0,1.0,0.0,0.0,0.0,203.0,9.0,3761.1
1.0,0.0,1.0,0.0,0.0,0.0,1.0,118.0,2.0,3749.41
1.0,0.0,1.0,0.0,0.0,1.0,1.0,127.0,4.0,3737.57
1.0,0.0,0.0,0.0,0.0,1.0,0.0,140.0,2.0,3729.28
1.0,0.0,0.0,0.0,0.0,1.0,0.0,98.0,3.0,3725.89
1.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,2.0,3722.46
1.0,0.0,1.0,0.0,0.0,0.0,0.0,173.0,8.0,3720.63
1.0,0.0,1.0,0.0,0.0,0.0,1.0,232.0,9.0,3715.92
1.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,10.0,3697.75
0.0,0.0,1.0,0.0,0.0,1.0,0.0,45.0,2.0,3696.77
1.0,0.0,0.0,0.0,0.0,0.0,1.0,158.0,6.0,3695.31
0.0,0.0,1.0,0.0,0.0,0.0,1.0,50.0,2.0,3692.62
0.0,0.0,1.0,0.0,0.0,1.0,1.0,225.0,6.0,3684.91
0.0,0.0,0.0,0.0,0.0,1.0,0.0,245.0,2.0,3683.75
0.0,0.0,1.0,0.0,0.0,0.0,0.0,193.0,5.0,3680.73
0.0,0.0,1.0,0.0,0.0,1.0,0.0,134.0,8.0,3678.95
0.0,0.0,0.0,0.0,0.0,1.0,1.0,202.0,3.0,3678.67
0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,2.0,3673.2
0.0,0.0,0.0,0.0,0.0,1.0,1.0,233.0,5.0,3671.8
0.0,0.0,0.0,0.0,0.0,1.0,0.0,90.0,8.0,3665.41
0.0,0.0,0.0,0.0,0.0,0.0,1.0,237.0,5.0,3662.54
