no-8x8dct,no-cabac,no-deblock,no-fast-pskip,no-mbtree,no-mixed-refs,no-weightb,rc-lookahead,ref,PERF
0.0,0.0,0.0,1.0,0.0,1.0,0.0,82.0,9.0,3741.63
1.0,1.0,1.0,1.0,0.0,0.0,1.0,70.0,8.0,4447.11
1.0,1.0,0.0,0.0,0.0,1.0,0.0,228.0,2.0,4399.48
0.0,1.0,0.0,1.0,1.0,0.0,0.0,104.0,3.0,6559.22
0.0,0.0,1.0,0.0,1.0,0.0,0.0,132.0,9.0,5443.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,85.0,2.0,5413.76
1.0,1.0,1.0,1.0,0.0,0.0,0.0,206.0,3.0,4483.71
1.0,0.0,1.0,1.0,0.0,1.0,1.0,189.0,7.0,3755.41
0.0,0.0,1.0,0.0,0.0,0.0,1.0,108.0,8.0,3631.29
0.0,0.0,0.0,0.0,1.0,1.0,1.0,63.0,5.0,5403.87
0.0,0.0,0.0,1.0,0.0,1.0,0.0,82.0,9.0,3741.63
1.0,1.0,1.0,1.0,0.0,0.0,1.0,70.0,8.0,4447.11
1.0,1.0,0.0,0.0,0.0,1.0,0.0,228.0,2.0,4399.48
0.0,1.0,0.0,1.0,1.0,0.0,0.0,104.0,3.0,6559.22
0.0,0.0,1.0,0.0,1.0,0.0,0.0,132.0,9.0,5443.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,85.0,2.0,5413.76
1.0,1.0,1.0,1.0,0.0,0.0,0.0,206.0,3.0,4483.71
1.0,0.0,1.0,1.0,0.0,1.0,1.0,189.0,7.0,3755.41
0.0,0.0,1.0,0.0,0.0,0.0,1.0,108.0,8.0,3631.29
0.0,0.0,0.0,0.0,1.0,1.0,1.0,63.0,5.0,5403.87
0.0,1.0,0.0,1.0,0.0,1.0,0.0,40.0,9.0,4468.66
1.0,1.0,1.0,1.0,0.0,1.0,1.0,70.0,7.0,4471.68
1.0,1.0,0.0,1.0,0.0,1.0,0.0,228.0,2.0,4494.62
0.0,1.0,0.0,1.0,1.0,0.0,1.0,104.0,3.0,6560.28
0.0,1.0,0.0,1.0,0.0,0.0,0.0,132.0,9.0,4467.14
0.0,0.0,0.0,0.0,1.0,0.0,1.0,85.0,1.0,5588.89
1.0,1.0,0.0,1.0,1.0,0.0,0.0,206.0,3.0,6488.26
0.0,0.0,1.0,1.0,0.0,1.0,0.0,188.0,7.0,3728.46
1.0,0.0,1.0,0.0,0.0,0.0,1.0,106.0,9.0,3671.51
0.0,0.0,0.0,0.0,1.0,1.0,0.0,40.0,6.0,5400.28
0.0,1.0,0.0,1.0,0.0,1.0,0.0,40.0,9.0,4468.66
1.0,1.0,1.0,1.0,0.0,1.0,1.0,70.0,8.0,4469.14
1.0,1.0,0.0,1.0,0.0,1.0,0.0,228.0,2.0,4494.62
0.0,1.0,0.0,1.0,1.0,0.0,1.0,104.0,3.0,6560.28
0.0,1.0,0.0,1.0,0.0,0.0,0.0,132.0,9.0,4467.14
0.0,0.0,0.0,0.0,1.0,0.0,1.0,85.0,1.0,5588.89
1.0,1.0,0.0,1.0,1.0,0.0,0.0,206.0,3.0,6488.26
