no-8x8dct,no-cabac,no-deblock,no-fast-pskip,no-mbtree,no-mixed-refs,no-weightb,rc-lookahead,ref,PERF
1,0,1,0,1,1,0,40,1,5768.22
1,0,1,0,1,1,0,62,1,5768.22
0,0,0,0,1,1,1,250,9,5393.34
1,0,0,0,1,1,1,65,7,5471.02
0,0,1,0,1,1,0,40,1,5680.22
1,0,1,0,0,1,0,40,1,3890.93
1,0,0,0,1,1,1,69,9,5448.99
1,0,1,0,1,1,0,47,1,5768.22
1,0,1,0,1,1,0,56,2,5567.87
1,0,1,0,1,1,0,59,2,5567.87
1,0,1,0,1,1,0,55,2,5567.87
0,0,1,0,1,1,0,50,1,5680.22
1,0,1,0,1,1,0,46,2,5567.87
1,0,1,0,1,1,0,42,2,5567.87
1,0,1,0,1,1,0,42,2,5567.87
1,0,1,0,1,1,0,41,2,5567.87
1,0,1,0,1,1,0,40,2,5567.87
1,0,1,0,1,1,0,40,2,5567.87
1,0,1,0,1,1,0,40,2,5567.87
1,0,1,0,1,1,0,40,2,5567.87
1,0,1,0,1,1,0,40,2,5567.87
1,0,1,0,1,1,0,52,2,5567.87
1,0,1,0,1,1,0,51,2,5567.87
1,0,1,0,1,1,0,51,2,5567.87
1,0,1,0,1,1,0,51,2,5567.87
1,0,1,0,1,1,0,51,2,5567.87
1,0,1,0,1,1,0,51,2,5567.87
1,0,1,0,1,1,0,52,2,5567.87
1,0,1,0,1,1,0,52,2,5567.87
1,0,1,0,1,1,0,52,2,5567.87
1,0,1,0,1,1,0,52,2,5567.87
1,0,1,0,1,1,0,52,2,5567.87
1,0,1,0,1,1,0,52,2,5567.87
1,0,1,0,1,1,0,52,2,5567.87
1,0,1,0,1,1,0,52,2,5567.87
1,0,1,0,1,1,0,52,2,5567.87
1,0,1,0,1,1,0,52,2,5567.87
1,0,1,0,1,1,0,52,2,5567.87
1,0,1,0,1,1,0,53,2,5567.87
1,0,1,0,1,1,0,53,2,5567.87
0,0,0,0,0,0,0,1,1,3108.25
0,0,0,0,0,0,0,1,1,3108.25
0,0,0,0,0,0,0,1,1,3108.25
0,0,0,0,0,0,0,1,1,3108.25
0,0,0,0,0,0,0,0,1,5587.72
0,0,0,0,0,0,0,1,1,3108.25
0,0,0,0,0,0,0,0,0,5587.72
0,0,0,0,0,0,0,1,1,3108.25
0,0,0,0,0,0,0,1,1,3108.25
0,0,0,0,0,0,0,1,1,3108.25
