no-8x8dct,no-cabac,no-deblock,no-fast-pskip,no-mbtree,no-mixed-refs,no-weightb,rc-lookahead,ref,PERF
0.0,1.0,1.0,1.0,1.0,0.0,0.0,49.0,1.0,6933.92
0.0,1.0,1.0,1.0,1.0,0.0,0.0,43.0,1.0,6933.92
0.0,1.0,1.0,1.0,1.0,0.0,0.0,51.0,1.0,6933.92
0.0,1.0,1.0,1.0,1.0,1.0,0.0,71.0,1.0,6933.92
0.0,1.0,1.0,1.0,1.0,0.0,0.0,50.0,1.0,6933.92
0.0,1.0,1.0,1.0,1.0,0.0,0.0,45.0,1.0,6933.92
0.0,1.0,1.0,1.0,1.0,1.0,0.0,55.0,1.0,6933.92
0.0,1.0,1.0,1.0,1.0,1.0,0.0,53.0,1.0,6933.92
0.0,1.0,1.0,1.0,1.0,0.0,0.0,52.0,1.0,6933.92
0.0,1.0,1.0,1.0,1.0,0.0,0.0,51.0,1.0,6933.92
