no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,rc_lookahead,ref,PERF
0.0,1.0,1.0,0.0,1.0,1.0,0.0,54.0,1.0,6908.72
1.0,1.0,1.0,1.0,1.0,0.0,0.0,67.0,1.0,6901.94
1.0,1.0,1.0,0.0,1.0,0.0,0.0,207.0,1.0,6872.41
0.0,1.0,1.0,1.0,1.0,1.0,1.0,168.0,4.0,6704.98
0.0,1.0,1.0,1.0,1.0,0.0,1.0,100.0,3.0,6676.72
0.0,1.0,1.0,1.0,1.0,0.0,1.0,195.0,3.0,6676.72
0.0,1.0,1.0,1.0,1.0,1.0,1.0,172.0,7.0,6672.93
0.0,1.0,1.0,1.0,1.0,1.0,0.0,111.0,9.0,6664.26
0.0,1.0,0.0,1.0,1.0,1.0,0.0,60.0,2.0,6652.58
0.0,1.0,1.0,1.0,1.0,0.0,1.0,244.0,6.0,6642.07
0.0,1.0,1.0,0.0,1.0,1.0,0.0,106.0,5.0,6633.99
0.0,1.0,1.0,1.0,1.0,0.0,0.0,45.0,7.0,6633.7
0.0,1.0,1.0,0.0,1.0,0.0,0.0,165.0,3.0,6624.65
0.0,1.0,1.0,0.0,1.0,1.0,0.0,44.0,8.0,6619.98
1.0,1.0,0.0,1.0,1.0,1.0,1.0,67.0,2.0,6593.85
1.0,1.0,1.0,1.0,1.0,0.0,1.0,236.0,4.0,6585.1
0.0,1.0,1.0,0.0,1.0,0.0,1.0,185.0,7.0,6579.49
0.0,1.0,0.0,0.0,1.0,1.0,1.0,48.0,3.0,6579.48
1.0,1.0,0.0,1.0,1.0,1.0,1.0,58.0,3.0,6577.99
0.0,1.0,0.0,1.0,1.0,0.0,0.0,103.0,7.0,6575.91
1.0,1.0,1.0,0.0,1.0,1.0,1.0,131.0,6.0,6568.58
1.0,1.0,0.0,1.0,1.0,1.0,1.0,52.0,4.0,6566.29
1.0,1.0,0.0,1.0,1.0,1.0,0.0,231.0,4.0,6564.26
0.0,1.0,0.0,1.0,1.0,0.0,1.0,193.0,10.0,6559.43
1.0,1.0,1.0,0.0,1.0,1.0,1.0,98.0,7.0,6556.93
1.0,1.0,1.0,0.0,1.0,1.0,1.0,44.0,8.0,6545.31
1.0,1.0,0.0,1.0,1.0,1.0,1.0,89.0,7.0,6543.95
1.0,1.0,1.0,1.0,1.0,0.0,0.0,221.0,8.0,6543.54
1.0,1.0,1.0,1.0,1.0,0.0,0.0,158.0,8.0,6543.54
0.0,1.0,0.0,0.0,1.0,1.0,1.0,187.0,8.0,6541.7
1.0,1.0,0.0,0.0,1.0,1.0,1.0,58.0,2.0,6538.71
1.0,1.0,1.0,0.0,1.0,1.0,0.0,142.0,9.0,6537.23
1.0,1.0,1.0,1.0,1.0,0.0,0.0,86.0,9.0,6534.69
0.0,1.0,0.0,0.0,1.0,0.0,1.0,135.0,4.0,6529.11
1.0,1.0,0.0,0.0,1.0,1.0,1.0,171.0,3.0,6517.2
0.0,1.0,0.0,0.0,1.0,0.0,0.0,107.0,6.0,6508.88
1.0,1.0,1.0,0.0,1.0,0.0,0.0,220.0,7.0,6499.38
1.0,1.0,1.0,0.0,1.0,0.0,0.0,169.0,7.0,6499.38
1.0,1.0,1.0,0.0,1.0,0.0,1.0,219.0,9.0,6488.99
0.0,1.0,0.0,0.0,1.0,0.0,0.0,125.0,10.0,6484.4
1.0,1.0,0.0,1.0,1.0,0.0,0.0,236.0,10.0,6471.16
1.0,1.0,0.0,0.0,1.0,1.0,1.0,195.0,8.0,6464.27
1.0,1.0,0.0,0.0,1.0,0.0,0.0,88.0,7.0,6424.33
1.0,0.0,0.0,1.0,1.0,0.0,1.0,60.0,1.0,5759.22
0.0,0.0,1.0,0.0,1.0,0.0,1.0,228.0,1.0,5718.84
0.0,0.0,0.0,1.0,1.0,1.0,1.0,206.0,1.0,5669.51
1.0,0.0,1.0,1.0,1.0,1.0,0.0,93.0,5.0,5622.1
1.0,0.0,1.0,0.0,1.0,1.0,0.0,162.0,2.0,5605.64
1.0,0.0,1.0,0.0,1.0,1.0,0.0,98.0,4.0,5595.11
1.0,0.0,1.0,0.0,1.0,1.0,1.0,160.0,7.0,5577.68
