no-8x8dct,no-cabac,no-deblock,no-fast-pskip,no-mbtree,no-mixed-refs,no-weightb,rc-lookahead,ref,PERF
1.0,0.0,1.0,0.0,1.0,1.0,0.0,62.0,1.0,5768.22
1.0,0.0,1.0,0.0,1.0,1.0,0.0,47.0,1.0,5768.22
0.0,0.0,1.0,0.0,1.0,1.0,0.0,40.0,1.0,5680.22
0.0,0.0,1.0,0.0,1.0,1.0,0.0,50.0,1.0,5680.22
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5587.72
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5587.72
1.0,0.0,1.0,0.0,1.0,1.0,0.0,53.0,2.0,5567.87
1.0,0.0,1.0,0.0,1.0,1.0,0.0,51.0,2.0,5567.87
1.0,0.0,1.0,0.0,1.0,1.0,0.0,52.0,2.0,5567.87
1.0,0.0,1.0,0.0,1.0,1.0,0.0,52.0,2.0,5567.87
