no-8x8dct,no-cabac,no-deblock,no-fast-pskip,no-mbtree,no-mixed-refs,no-weightb,rc-lookahead,ref,PERF
1.0,0.0,0.0,1.0,0.0,0.0,1.0,212.0,10.0,3752.77
0.0,1.0,1.0,1.0,1.0,0.0,1.0,111.0,9.0,6581.3
1.0,1.0,1.0,0.0,0.0,1.0,1.0,192.0,2.0,4423.12
0.0,0.0,0.0,0.0,1.0,1.0,0.0,42.0,5.0,5397.22
1.0,1.0,1.0,0.0,1.0,1.0,1.0,60.0,6.0,6520.46
1.0,1.0,1.0,0.0,0.0,0.0,1.0,139.0,4.0,4386.21
1.0,1.0,0.0,1.0,0.0,1.0,0.0,246.0,9.0,4474.33
0.0,1.0,0.0,0.0,1.0,0.0,0.0,108.0,5.0,6474.0
0.0,1.0,0.0,1.0,1.0,0.0,1.0,137.0,2.0,6576.62
1.0,0.0,1.0,1.0,0.0,1.0,1.0,158.0,10.0,3747.82
0.0,0.0,0.0,1.0,1.0,1.0,0.0,61.0,9.0,5464.97
0.0,0.0,0.0,0.0,1.0,0.0,0.0,54.0,8.0,5375.97
1.0,0.0,0.0,0.0,1.0,1.0,1.0,69.0,6.0,5467.37
0.0,1.0,0.0,0.0,1.0,0.0,0.0,53.0,7.0,6457.12
1.0,0.0,0.0,1.0,1.0,0.0,0.0,228.0,1.0,5713.92
1.0,1.0,1.0,1.0,1.0,0.0,1.0,171.0,2.0,6573.02
1.0,0.0,1.0,1.0,1.0,0.0,1.0,131.0,5.0,5553.49
0.0,1.0,1.0,1.0,0.0,1.0,1.0,212.0,9.0,4465.5
1.0,0.0,0.0,0.0,1.0,1.0,0.0,247.0,9.0,5453.65
0.0,1.0,0.0,1.0,1.0,0.0,0.0,214.0,9.0,6522.02
1.0,0.0,0.0,1.0,0.0,0.0,1.0,212.0,10.0,3752.77
0.0,1.0,1.0,1.0,1.0,0.0,1.0,111.0,9.0,6581.3
1.0,1.0,1.0,0.0,0.0,1.0,1.0,192.0,2.0,4423.12
0.0,0.0,0.0,0.0,1.0,1.0,0.0,42.0,5.0,5397.22
1.0,1.0,1.0,0.0,1.0,1.0,1.0,60.0,6.0,6520.46
1.0,1.0,1.0,0.0,0.0,0.0,1.0,139.0,4.0,4386.21
1.0,1.0,0.0,1.0,0.0,1.0,0.0,246.0,9.0,4474.33
0.0,1.0,0.0,0.0,1.0,0.0,0.0,108.0,5.0,6474.0
0.0,1.0,0.0,1.0,1.0,0.0,1.0,137.0,2.0,6576.62
1.0,0.0,1.0,1.0,0.0,1.0,1.0,158.0,10.0,3747.82
0.0,0.0,0.0,1.0,1.0,1.0,0.0,61.0,9.0,5464.97
0.0,0.0,0.0,0.0,1.0,0.0,0.0,54.0,8.0,5375.97
1.0,0.0,0.0,0.0,1.0,1.0,1.0,69.0,6.0,5467.37
0.0,1.0,0.0,0.0,1.0,0.0,0.0,53.0,7.0,6457.12
1.0,0.0,0.0,1.0,1.0,0.0,0.0,228.0,1.0,5713.92
1.0,1.0,1.0,1.0,1.0,0.0,1.0,171.0,2.0,6573.02
1.0,0.0,1.0,1.0,1.0,0.0,1.0,131.0,5.0,5553.49
0.0,1.0,1.0,1.0,0.0,1.0,1.0,212.0,9.0,4465.5
1.0,0.0,0.0,0.0,1.0,1.0,0.0,247.0,9.0,5453.65
0.0,1.0,0.0,1.0,1.0,0.0,0.0,214.0,9.0,6522.02
0.0,0.0,0.0,1.0,0.0,0.0,1.0,189.0,9.0,3736.66
0.0,1.0,1.0,1.0,1.0,0.0,1.0,111.0,9.0,6581.3
1.0,1.0,1.0,1.0,0.0,1.0,1.0,205.0,4.0,4491.38
1.0,0.0,0.0,0.0,1.0,1.0,0.0,42.0,5.0,5478.03
1.0,1.0,0.0,0.0,1.0,1.0,1.0,59.0,7.0,6428.05
1.0,1.0,1.0,0.0,0.0,1.0,1.0,140.0,4.0,4400.79
1.0,0.0,0.0,1.0,0.0,1.0,0.0,246.0,9.0,3758.52
0.0,1.0,0.0,1.0,1.0,0.0,0.0,107.0,5.0,6537.69
0.0,1.0,0.0,1.0,1.0,0.0,0.0,137.0,2.0,6577.59
1.0,0.0,1.0,1.0,0.0,1.0,1.0,193.0,9.0,3752.06
1.0,0.0,0.0,1.0,0.0,1.0,1.0,61.0,9.0,3760.05
0.0,0.0,0.0,0.0,1.0,0.0,0.0,55.0,8.0,5375.97
1.0,0.0,1.0,0.0,0.0,1.0,0.0,70.0,6.0,3689.37
0.0,1.0,0.0,0.0,1.0,0.0,1.0,53.0,7.0,6458.64
1.0,0.0,0.0,1.0,1.0,0.0,0.0,228.0,1.0,5713.92
1.0,1.0,1.0,1.0,0.0,0.0,1.0,170.0,2.0,4490.59
0.0,0.0,0.0,1.0,1.0,0.0,1.0,131.0,5.0,5455.46
0.0,1.0,0.0,1.0,0.0,1.0,1.0,212.0,9.0,4482.31
1.0,0.0,1.0,0.0,1.0,0.0,0.0,247.0,6.0,5515.73
0.0,1.0,0.0,1.0,1.0,0.0,1.0,215.0,9.0,6524.27
0.0,0.0,0.0,1.0,0.0,0.0,1.0,189.0,9.0,3736.66
0.0,1.0,1.0,1.0,1.0,0.0,1.0,111.0,9.0,6581.3
1.0,1.0,1.0,1.0,0.0,1.0,1.0,205.0,4.0,4491.38
1.0,0.0,0.0,0.0,1.0,1.0,0.0,42.0,5.0,5478.03
1.0,1.0,0.0,0.0,1.0,1.0,1.0,59.0,7.0,6428.05
