no-8x8dct,no-cabac,no-deblock,no-fast-pskip,no-mbtree,no-mixed-refs,no-weightb,rc-lookahead,ref,PERF
1,0,1,0,1,1,0,40,8,5535.45
1,0,0,0,1,1,0,40,1,5688.78
0,0,1,1,0,1,1,132,1,-1
1,0,1,0,1,1,0,40,6,5540.58
0,0,1,1,0,1,1,113,8,-1
1,0,0,0,0,0,1,40,1,-1
1,0,1,0,1,1,0,94,9,5529.93
1,0,0,0,0,1,1,68,1,3871.25
1,0,1,0,1,1,0,46,5,5542.52
1,0,1,0,1,1,0,44,9,5529.93
1,0,1,0,1,1,0,40,4,5553.34
1,0,1,0,1,1,0,40,3,5557.23
0,1,0,0,1,1,0,44,9,-1
0,1,0,0,1,1,0,46,6,-1
0,1,0,0,1,1,0,46,7,-1
0,0,0,0,1,1,0,47,5,5397.22
1,0,1,0,1,1,0,66,1,5768.22
1,0,0,0,1,1,0,59,1,5688.78
1,0,0,0,1,1,0,78,1,5688.78
1,0,1,0,1,1,0,59,1,5768.22
1,0,0,0,1,1,0,64,1,5688.78
0,0,0,0,0,1,1,40,9,3614.59
0,0,0,0,0,1,1,58,9,3622.93
0,0,0,0,0,1,1,58,9,3622.93
0,0,0,0,0,1,1,58,9,3622.93
0,0,0,0,0,1,1,58,9,3622.93
0,0,0,0,0,1,1,58,9,3622.93
0,1,1,1,1,1,1,48,6,-1
1,0,1,0,1,1,0,48,8,5535.45
1,1,1,0,1,1,0,48,1,-1
1,1,1,0,1,1,0,48,1,-1
1,0,0,0,1,1,0,62,5,5478.03
1,0,0,0,1,1,0,56,3,5484.44
1,0,1,0,1,1,0,53,3,5557.23
1,0,0,0,1,1,0,55,3,5484.44
1,0,0,0,1,1,0,57,4,5473.06
0,1,0,0,1,1,0,53,6,-1
0,1,0,0,1,0,1,60,1,-1
0,1,0,0,1,0,1,59,1,-1
0,1,0,0,1,0,1,60,1,-1
0,1,1,0,1,1,0,60,9,-1
0,1,1,0,1,1,0,60,9,-1
0,1,1,0,1,1,0,60,9,-1
0,1,1,0,1,1,0,60,9,-1
1,0,1,1,0,1,1,46,6,-1
1,0,0,0,1,1,0,40,3,5484.44
1,0,1,0,1,1,0,42,1,5768.22
1,0,0,0,1,1,0,40,2,5497.76
1,0,1,0,1,1,0,45,1,5768.22
1,0,0,0,0,1,0,40,5,3662.53
1,0,0,1,0,1,1,43,6,-1
1,0,1,0,1,1,0,47,2,5567.87
1,0,1,0,1,1,0,47,2,5567.87
0,0,0,0,1,1,1,47,6,5406.56
0,0,0,0,1,1,1,47,6,5406.56
0,1,0,0,1,1,0,47,6,-1
0,1,0,0,1,0,1,47,1,-1
0,1,0,0,1,0,1,46,1,-1
0,1,0,0,1,0,1,46,1,-1
0,1,0,0,1,1,0,58,6,-1
0,0,0,0,1,1,1,61,6,5406.56
1,1,0,0,0,0,1,61,1,-1
0,1,1,0,1,1,0,62,9,-1
0,0,1,1,0,1,0,62,6,-1
1,0,0,0,1,0,0,40,1,-1
1,0,0,0,1,1,0,51,1,5688.78
1,0,1,0,0,1,0,62,1,3911.28
1,0,0,0,1,1,0,53,1,5688.78
1,0,0,0,1,1,0,52,1,5688.78
1,0,0,0,1,1,0,57,1,5688.78
1,0,0,0,1,1,0,52,1,5688.78
1,0,0,0,1,1,0,51,1,5688.78
0,0,1,1,0,1,1,54,1,-1
0,0,1,1,0,1,1,52,1,-1
0,0,0,0,0,1,1,42,9,3616.78
1,0,0,0,1,1,0,40,2,5497.76
0,0,0,0,0,1,1,41,9,3609.85
0,1,0,0,1,0,1,60,1,-1
1,0,0,0,1,1,0,45,1,5688.78
0,1,0,0,1,0,1,53,1,-1
0,0,0,0,1,1,0,47,3,5415.03
1,0,0,0,1,1,0,45,2,5497.76
0,1,0,0,1,1,0,52,5,-1
0,0,0,0,1,1,0,48,3,5415.03
1,0,0,0,1,1,0,45,2,5497.76
1,0,0,0,1,1,0,44,2,5497.76
0,0,0,0,1,1,0,47,4,5410.3
0,1,0,1,1,0,1,51,6,-1
1,0,0,0,1,1,0,44,3,5484.44
1,0,0,0,1,1,0,45,3,5484.44
0,0,0,0,0,0,0,1,0,3108.25
0,0,1,0,0,0,0,1,0,3130.96
0,0,0,0,0,0,0,1,0,3108.25
0,0,0,0,0,0,0,1,0,3108.25
0,0,1,0,0,0,0,1,0,3130.96
0,0,1,0,0,0,0,1,0,3130.96
0,0,0,0,0,0,0,1,0,3108.25
0,0,1,0,0,0,0,1,0,3130.96
0,0,0,0,0,0,0,1,0,3108.25
0,0,0,0,0,0,0,1,0,3108.25
