no-8x8dct,no-cabac,no-deblock,no-fast-pskip,no-mbtree,no-mixed-refs,no-weightb,rc-lookahead,ref,PERF
1,0,1,0,1,1,0,70,5,5542.52
1,0,1,0,1,1,0,62,4,5553.34
0,0,0,0,1,1,0,82,5,5397.22
1,0,1,0,1,1,0,64,4,5553.34
1,0,1,0,1,1,0,67,4,5553.34
0,0,1,0,1,1,0,41,1,5680.22
0,0,1,0,1,1,0,44,1,5680.22
0,0,1,0,1,1,0,40,1,5680.22
1,0,1,0,1,1,0,58,2,5567.87
1,0,1,0,1,1,0,56,2,5567.87
1,0,1,0,1,1,0,55,2,5567.87
1,0,1,0,1,1,0,61,3,5557.23
1,0,1,0,1,1,0,54,3,5557.23
1,0,1,0,1,1,0,40,9,5529.93
0,0,0,0,1,1,0,60,1,5587.72
1,0,1,0,1,1,0,53,4,5553.34
0,0,1,0,1,1,0,58,1,5680.22
0,0,0,0,1,1,0,60,1,5587.72
0,0,0,0,1,1,0,60,1,5587.72
0,0,0,0,1,1,0,61,1,5587.72
0,0,0,0,1,1,0,61,1,5587.72
0,0,0,0,1,1,0,62,1,5587.72
0,0,0,0,1,1,0,62,1,5587.72
0,0,0,0,1,1,0,62,1,5587.72
0,0,0,0,1,1,0,68,1,5587.72
0,0,0,0,1,1,0,62,1,5587.72
0,0,0,0,1,1,0,63,1,5587.72
0,0,0,0,1,1,0,63,1,5587.72
0,0,0,0,1,1,0,63,1,5587.72
0,0,0,0,1,1,0,63,1,5587.72
0,0,0,0,1,1,0,63,1,5587.72
0,0,0,0,1,1,0,63,1,5587.72
0,0,0,0,1,1,0,63,1,5587.72
0,0,0,0,1,1,0,63,1,5587.72
0,0,0,0,1,1,0,63,1,5587.72
0,0,0,0,1,1,0,55,1,5587.72
0,0,0,0,1,1,0,101,1,5587.72
0,0,0,0,1,1,0,69,1,5587.72
0,0,1,0,1,0,0,40,2,-1
0,0,1,0,1,1,0,40,1,5680.22
0,0,1,0,1,1,0,47,1,5680.22
0,0,1,0,1,1,0,60,1,5680.22
0,0,1,0,1,1,0,54,1,5680.22
0,0,1,0,1,1,0,54,1,5680.22
0,0,1,0,1,1,0,54,1,5680.22
0,0,1,0,1,1,0,54,1,5680.22
0,0,1,0,1,1,0,54,1,5680.22
0,0,1,0,1,1,0,54,1,5680.22
0,0,1,0,1,1,0,54,1,5680.22
0,0,1,0,1,1,0,48,1,5680.22
0,0,1,0,1,1,0,46,1,5680.22
0,0,1,0,1,1,0,46,1,5680.22
0,0,1,0,1,1,0,46,1,5680.22
0,0,1,0,1,1,0,46,1,5680.22
0,0,1,0,1,1,0,46,1,5680.22
0,0,1,0,1,1,0,46,1,5680.22
0,0,1,0,1,1,0,46,1,5680.22
0,0,1,0,1,1,0,45,1,5680.22
0,0,1,0,1,1,0,45,1,5680.22
0,0,1,0,1,1,0,50,1,5680.22
0,0,1,0,1,1,0,52,1,5680.22
0,0,1,0,1,1,0,61,1,5680.22
0,0,1,0,1,1,0,59,1,5680.22
0,0,1,0,1,1,0,59,1,5680.22
0,0,1,0,1,1,0,59,1,5680.22
0,0,1,0,1,1,0,60,1,5680.22
0,0,1,0,1,1,0,60,1,5680.22
0,0,1,0,1,1,0,51,1,5680.22
0,0,1,0,1,1,0,50,1,5680.22
0,0,1,0,1,1,0,50,1,5680.22
0,0,1,0,1,1,0,50,1,5680.22
0,0,1,0,1,1,0,60,1,5680.22
0,0,1,0,1,1,0,59,1,5680.22
0,0,1,0,1,1,0,59,1,5680.22
0,0,1,0,1,1,0,59,1,5680.22
0,0,1,0,1,1,0,59,1,5680.22
0,0,1,0,1,1,0,59,1,5680.22
0,0,1,0,1,1,0,59,1,5680.22
0,0,1,0,1,1,0,59,1,5680.22
0,0,1,0,1,1,0,61,1,5680.22
0,0,1,0,1,1,0,61,1,5680.22
0,0,1,0,1,1,0,61,1,5680.22
0,0,1,0,1,1,0,55,1,5680.22
0,0,1,0,1,1,0,55,1,5680.22
0,0,1,0,1,1,0,55,1,5680.22
0,0,1,0,1,1,0,55,1,5680.22
0,0,1,0,1,1,0,55,1,5680.22
0,0,1,0,1,1,0,55,1,5680.22
0,0,1,0,1,1,0,55,1,5680.22
0,0,1,0,1,1,0,55,1,5680.22
0,0,0,0,0,0,0,1,0,3108.25
0,0,0,0,0,0,0,1,0,3108.25
0,0,0,0,0,0,0,1,0,3108.25
0,0,0,0,0,0,0,1,0,3108.25
0,0,0,0,0,0,0,1,0,3108.25
0,0,0,0,0,0,0,1,0,3108.25
0,0,0,0,0,0,0,1,0,3108.25
0,0,0,0,0,0,0,1,0,3108.25
0,0,0,0,0,0,0,1,0,3108.25
0,0,0,0,0,0,0,1,0,3108.25
