no_8x8dct,no_cabac,no_deblock,no_fast_pskip,no_mbtree,no_mixed_refs,no_weightb,rc_lookahead,ref,PERF
1.0,1.0,1.0,1.0,1.0,0.0,1.0,192.0,1.0,6903.55
1.0,1.0,1.0,0.0,1.0,1.0,0.0,247.0,1.0,6872.41
0.0,1.0,0.0,1.0,1.0,1.0,1.0,163.0,1.0,6845.16
0.0,1.0,0.0,1.0,1.0,0.0,0.0,250.0,1.0,6843.49
1.0,1.0,0.0,1.0,1.0,1.0,1.0,246.0,1.0,6814.93
0.0,1.0,0.0,0.0,1.0,0.0,1.0,130.0,1.0,6805.19
0.0,1.0,1.0,1.0,1.0,1.0,1.0,236.0,3.0,6712.19
0.0,1.0,1.0,1.0,1.0,1.0,1.0,155.0,4.0,6704.98
0.0,1.0,1.0,1.0,1.0,1.0,1.0,91.0,5.0,6688.08
0.0,1.0,1.0,1.0,1.0,0.0,1.0,183.0,3.0,6676.72
0.0,1.0,1.0,1.0,1.0,0.0,1.0,68.0,3.0,6676.72
0.0,1.0,1.0,1.0,1.0,1.0,0.0,236.0,7.0,6671.57
0.0,1.0,1.0,0.0,1.0,1.0,0.0,141.0,3.0,6657.38
0.0,1.0,1.0,0.0,1.0,1.0,0.0,216.0,3.0,6657.38
0.0,1.0,0.0,1.0,1.0,1.0,0.0,142.0,2.0,6652.58
1.0,1.0,1.0,1.0,1.0,1.0,1.0,173.0,2.0,6652.33
0.0,1.0,1.0,0.0,1.0,1.0,0.0,135.0,4.0,6645.85
0.0,1.0,0.0,1.0,1.0,1.0,1.0,40.0,4.0,6638.02
1.0,1.0,1.0,1.0,1.0,1.0,0.0,208.0,4.0,6636.11
0.0,1.0,1.0,1.0,1.0,0.0,0.0,141.0,8.0,6629.69
1.0,1.0,1.0,1.0,1.0,1.0,1.0,232.0,5.0,6621.36
1.0,1.0,1.0,1.0,1.0,1.0,0.0,199.0,5.0,6617.03
1.0,1.0,1.0,1.0,1.0,0.0,1.0,121.0,2.0,6615.8
0.0,1.0,0.0,1.0,1.0,1.0,0.0,92.0,9.0,6603.91
1.0,1.0,1.0,0.0,1.0,1.0,0.0,125.0,3.0,6602.46
1.0,1.0,1.0,1.0,1.0,1.0,1.0,231.0,7.0,6600.3
1.0,1.0,1.0,1.0,1.0,1.0,0.0,69.0,8.0,6599.45
1.0,1.0,1.0,1.0,1.0,1.0,0.0,200.0,8.0,6599.45
0.0,1.0,0.0,1.0,1.0,0.0,1.0,123.0,4.0,6594.81
1.0,1.0,0.0,1.0,1.0,1.0,1.0,229.0,2.0,6593.85
1.0,1.0,1.0,0.0,1.0,1.0,1.0,238.0,4.0,6590.37
1.0,1.0,1.0,1.0,1.0,1.0,1.0,228.0,9.0,6589.64
1.0,1.0,1.0,1.0,1.0,1.0,0.0,64.0,9.0,6587.36
1.0,1.0,1.0,1.0,1.0,1.0,0.0,58.0,9.0,6587.36
0.0,1.0,0.0,1.0,1.0,0.0,0.0,176.0,5.0,6583.28
1.0,1.0,1.0,0.0,1.0,1.0,1.0,122.0,5.0,6577.08
0.0,1.0,0.0,1.0,1.0,0.0,0.0,244.0,7.0,6575.91
0.0,1.0,0.0,1.0,1.0,0.0,0.0,209.0,6.0,6575.72
0.0,1.0,0.0,1.0,1.0,0.0,1.0,241.0,7.0,6572.26
1.0,1.0,1.0,1.0,1.0,0.0,0.0,231.0,5.0,6571.77
1.0,1.0,1.0,1.0,1.0,0.0,1.0,249.0,5.0,6567.94
1.0,1.0,1.0,0.0,1.0,1.0,0.0,154.0,6.0,6567.91
0.0,1.0,1.0,0.0,1.0,0.0,0.0,203.0,9.0,6566.72
1.0,1.0,0.0,1.0,1.0,1.0,0.0,59.0,4.0,6564.26
1.0,1.0,0.0,1.0,1.0,1.0,0.0,49.0,4.0,6564.26
1.0,1.0,0.0,1.0,1.0,1.0,0.0,147.0,4.0,6564.26
0.0,1.0,0.0,1.0,1.0,0.0,1.0,40.0,10.0,6559.43
1.0,1.0,1.0,1.0,1.0,0.0,0.0,236.0,6.0,6558.7
1.0,1.0,0.0,1.0,1.0,1.0,1.0,167.0,5.0,6558.28
1.0,1.0,1.0,0.0,1.0,1.0,1.0,83.0,7.0,6556.93
1.0,1.0,1.0,0.0,1.0,1.0,0.0,68.0,7.0,6553.26
1.0,1.0,0.0,1.0,1.0,1.0,1.0,228.0,6.0,6551.25
1.0,1.0,1.0,0.0,1.0,0.0,1.0,239.0,3.0,6549.78
0.0,1.0,0.0,0.0,1.0,1.0,1.0,163.0,5.0,6549.23
1.0,1.0,1.0,1.0,1.0,0.0,0.0,212.0,7.0,6546.91
1.0,1.0,1.0,0.0,1.0,1.0,1.0,143.0,8.0,6545.31
1.0,1.0,1.0,1.0,1.0,0.0,1.0,211.0,8.0,6544.02
1.0,1.0,0.0,0.0,1.0,1.0,1.0,237.0,2.0,6538.71
0.0,1.0,0.0,0.0,1.0,1.0,1.0,152.0,9.0,6530.28
1.0,1.0,0.0,1.0,1.0,1.0,1.0,83.0,10.0,6525.56
1.0,1.0,0.0,1.0,1.0,1.0,1.0,237.0,10.0,6525.56
0.0,1.0,0.0,0.0,1.0,1.0,0.0,167.0,10.0,6524.69
1.0,1.0,0.0,1.0,1.0,0.0,1.0,191.0,4.0,6514.98
0.0,1.0,0.0,0.0,1.0,0.0,1.0,232.0,5.0,6511.43
1.0,1.0,1.0,0.0,1.0,0.0,0.0,179.0,6.0,6505.85
0.0,1.0,0.0,0.0,1.0,0.0,1.0,196.0,8.0,6499.85
1.0,1.0,1.0,0.0,1.0,0.0,1.0,119.0,8.0,6497.16
1.0,1.0,1.0,0.0,1.0,0.0,1.0,120.0,8.0,6497.16
1.0,1.0,0.0,0.0,1.0,1.0,1.0,89.0,5.0,6490.81
1.0,1.0,0.0,1.0,1.0,0.0,1.0,55.0,7.0,6490.37
1.0,1.0,0.0,1.0,1.0,0.0,1.0,236.0,8.0,6485.35
1.0,1.0,0.0,1.0,1.0,0.0,0.0,169.0,8.0,6482.19
1.0,1.0,0.0,0.0,1.0,1.0,0.0,52.0,7.0,6468.45
1.0,1.0,0.0,0.0,1.0,1.0,1.0,213.0,9.0,6467.66
1.0,1.0,0.0,0.0,1.0,1.0,1.0,163.0,8.0,6464.27
1.0,1.0,0.0,0.0,1.0,1.0,1.0,226.0,8.0,6464.27
1.0,1.0,0.0,0.0,1.0,0.0,0.0,151.0,4.0,6459.79
1.0,1.0,0.0,0.0,1.0,1.0,0.0,167.0,10.0,6457.15
1.0,0.0,1.0,1.0,1.0,0.0,1.0,44.0,1.0,5851.76
1.0,0.0,0.0,1.0,1.0,0.0,0.0,80.0,1.0,5758.36
0.0,0.0,1.0,1.0,1.0,0.0,0.0,205.0,1.0,5748.4
0.0,0.0,1.0,1.0,1.0,0.0,0.0,48.0,1.0,5748.4
0.0,0.0,1.0,1.0,1.0,1.0,0.0,143.0,1.0,5748.4
1.0,0.0,0.0,0.0,1.0,1.0,0.0,102.0,1.0,5726.16
0.0,0.0,0.0,1.0,1.0,1.0,0.0,162.0,1.0,5668.4
0.0,0.0,0.0,0.0,1.0,1.0,1.0,94.0,1.0,5632.73
1.0,0.0,1.0,1.0,1.0,1.0,0.0,176.0,5.0,5622.1
1.0,0.0,1.0,1.0,1.0,1.0,0.0,146.0,8.0,5612.72
1.0,0.0,1.0,1.0,1.0,0.0,0.0,145.0,2.0,5612.4
1.0,0.0,1.0,1.0,1.0,1.0,1.0,220.0,10.0,5605.62
1.0,0.0,1.0,0.0,1.0,1.0,1.0,106.0,4.0,5603.57
1.0,0.0,1.0,0.0,1.0,1.0,0.0,127.0,4.0,5595.11
1.0,0.0,1.0,1.0,1.0,0.0,1.0,188.0,6.0,5589.96
1.0,0.0,1.0,0.0,1.0,0.0,1.0,134.0,2.0,5586.85
1.0,0.0,1.0,0.0,1.0,1.0,0.0,60.0,7.0,5582.44
1.0,0.0,0.0,1.0,1.0,1.0,0.0,192.0,2.0,5578.87
1.0,0.0,1.0,1.0,1.0,0.0,1.0,43.0,10.0,5577.37
0.0,0.0,1.0,1.0,1.0,1.0,0.0,241.0,3.0,5576.47
1.0,0.0,0.0,1.0,1.0,1.0,1.0,247.0,2.0,5572.47
1.0,0.0,0.0,1.0,1.0,1.0,1.0,221.0,4.0,5570.87
0.0,0.0,1.0,1.0,1.0,0.0,1.0,106.0,2.0,5566.07
1.0,0.0,0.0,1.0,1.0,1.0,0.0,150.0,6.0,5562.99
0.0,0.0,1.0,1.0,1.0,1.0,1.0,126.0,6.0,5562.91
0.0,0.0,1.0,1.0,1.0,0.0,1.0,219.0,3.0,5562.38
0.0,0.0,1.0,1.0,1.0,1.0,1.0,84.0,8.0,5557.14
1.0,0.0,1.0,0.0,1.0,0.0,1.0,173.0,6.0,5555.48
1.0,0.0,0.0,1.0,1.0,0.0,0.0,78.0,4.0,5547.75
0.0,0.0,1.0,1.0,1.0,0.0,1.0,87.0,7.0,5541.05
