replBacklogSize,hashMaxZiplistValue,hashMaxZiplistEntries,listMaxZiplistSize,activeDefragIgnoreBytes,activeDefragThresholdLower,replDisableTcpNodelay,hllSparseMaxBytes,hz,PERF
6.0,38.0,271.0,-3.0,141.0,12.0,no,1.0,26.0,76729.21875
8.0,40.0,279.0,-3.0,137.0,10.0,no,1.0,23.0,76795.40625
7.0,39.0,284.0,-3.0,138.0,13.0,no,1.0,25.0,76679.765625
9.0,32.0,299.0,-2.0,133.0,15.0,no,1.0,29.0,77011.1953125
5.0,41.0,276.0,-3.0,143.0,14.0,no,1.0,24.0,76631.203125
6.0,36.0,278.0,-3.0,141.0,14.0,no,1.0,28.0,76659.3046875
7.0,35.0,271.0,-3.0,140.0,12.0,no,1.0,28.0,76745.921875
6.0,32.0,270.0,-3.0,100.0,19.0,no,0.0,30.0,77435.484375
6.0,32.0,266.0,-3.0,102.0,18.0,no,1.0,35.0,77243.1875
6.0,32.0,265.0,-3.0,103.0,18.0,no,1.0,37.0,77237.21875
7.0,32.0,261.0,-3.0,107.0,17.0,no,1.0,38.0,77041.5859375
6.0,32.0,266.0,-3.0,100.0,18.0,no,1.0,32.0,77254.078125
6.0,32.0,270.0,-3.0,100.0,18.0,no,0.0,29.0,77257.3203125
6.0,32.0,271.0,-3.0,100.0,19.0,no,0.0,29.0,77436.546875
6.0,40.0,298.0,-3.0,100.0,14.0,no,0.0,33.0,76735.6328125
5.0,42.0,258.0,-3.0,100.0,10.0,no,0.0,11.0,76748.6484375
6.0,41.0,267.0,-3.0,100.0,11.0,no,0.0,15.0,76714.4296875
6.0,38.0,292.0,-3.0,100.0,11.0,no,1.0,17.0,76732.046875
5.0,42.0,262.0,-3.0,100.0,10.0,no,0.0,12.0,76748.8984375
5.0,41.0,303.0,-3.0,100.0,15.0,no,1.0,31.0,76941.890625
5.0,42.0,274.0,-3.0,100.0,13.0,no,0.0,24.0,76628.6875
7.0,49.0,256.0,-3.0,100.0,6.0,no,1.0,18.0,76874.1015625
7.0,36.0,256.0,-3.0,100.0,6.0,no,1.0,24.0,76949.6171875
8.0,43.0,256.0,-3.0,100.0,5.0,no,1.0,22.0,76950.15625
7.0,53.0,256.0,-3.0,100.0,7.0,no,1.0,21.0,76811.1484375
7.0,36.0,256.0,-3.0,100.0,7.0,no,1.0,29.0,76909.9296875
7.0,32.0,256.0,-3.0,100.0,6.0,no,1.0,18.0,76970.9375
7.0,56.0,256.0,-3.0,100.0,6.0,no,1.0,29.0,76836.9140625
