replBacklogSize,hashMaxZiplistValue,hashMaxZiplistEntries,listMaxZiplistSize,activeDefragIgnoreBytes,activeDefragThresholdLower,replDisableTcpNodelay,hllSparseMaxBytes,hz,PERF
4,106,560,-4,247,19,no,1570,411,80172.72333333333
1,125,603,-4,179,17,yes,2589,336,70853.26666666666
10,60,528,-3,277,7,no,2455,145,72837.70666666667
2,63,443,-1,232,19,no,952,30,72481.29666666668
1,69,1018,-5,164,14,yes,4169,487,77960.86
9,61,428,-4,184,11,yes,2110,328,68253.96333333333
2,42,702,-3,118,17,no,68,409,71878.90666666666
4,88,307,-1,112,7,no,405,1,74210.83333333334
3,73,554,-3,174,12,no,4783,391,77552.08
4,98,610,-4,158,17,no,4587,332,76625.72
4,39,513,-1,130,15,yes,4552,116,69143.33333333333
2,117,697,-4,108,11,yes,3963,275,72867.73333333334
9,113,743,-4,158,8,no,2434,267,73892.51666666668
3,84,354,-3,228,10,no,536,37,86361.06666666667
6,94,523,-3,250,19,yes,2320,65,75017.75333333334
2,34,467,-3,167,5,no,2059,326,63043.04666666666
6,37,401,-2,230,14,yes,1069,45,78642.56
1,64,298,-3,136,20,no,3596,210,75002.03666666667
9,93,785,-1,156,17,yes,1794,397,75448.78333333334
5,41,383,-1,270,17,no,4445,49,71609.58333333333
5,62,709,-2,150,9,no,2710,188,71401.53666666667
8,47,365,-2,103,20,no,2924,308,73679.3
4,66,579,-5,290,13,yes,1153,476,70574.04333333333
5,37,517,-2,300,15,yes,2773,483,72276.53666666667
7,85,802,-1,169,17,no,4540,392,80912.64666666667
2,75,747,-2,250,7,yes,1396,276,75094.61
11,69,718,-3,120,8,yes,249,47,68076.78333333334
3,121,964,-4,264,12,no,2106,352,74651.81666666667
9,54,444,-5,218,7,no,4408,442,77583.95666666667
6,77,351,-4,215,16,no,3900,168,72468.96
10,88,772,-2,101,13,yes,4323,218,71033.16333333333
11,93,442,-1,172,20,yes,1935,150,70938.49
5,121,530,-1,242,10,yes,2726,142,72484.31333333334
8,85,386,-3,196,14,no,2273,451,69480.64333333333
11,121,663,-4,148,5,no,3423,63,73825.62666666666
3,67,1005,-3,113,10,no,2090,66,70239.7
6,51,1024,-3,292,20,yes,3631,159,73738.01666666666
4,120,674,-4,249,13,yes,4339,35,72093.95999999999
5,112,359,-2,246,15,no,3677,448,77146.27
10,51,436,-4,248,17,yes,4036,333,75616.55333333333
8,89,317,-4,183,17,yes,2166,42,78238.73999999999
10,44,952,-5,111,14,yes,3851,360,73505.15666666668
3,53,925,-5,176,7,no,873,500,79898.95
9,53,713,-2,282,11,no,4458,455,73343.82666666668
5,76,826,-2,257,11,yes,772,359,74164.58
8,63,820,-2,136,10,yes,4006,380,79793.25
2,57,858,-4,253,9,no,4985,336,73187.34000000001
3,113,912,-1,236,8,yes,1519,428,74383.29
8,33,612,-3,291,8,yes,137,125,75540.98
11,66,719,-2,199,17,no,2940,300,71806.19333333333
7,86,404,-2,266,5,no,370,360,71976.23333333334
11,55,441,-5,258,15,yes,4749,259,76782.59666666666
6,38,730,-3,204,6,yes,1524,395,79492.84666666666
5,43,408,-4,136,8,no,1428,197,72841.81999999999
6,80,281,-3,151,12,no,593,80,79165.88
10,42,898,-3,196,9,no,2748,208,76986.17666666668
9,32,713,-4,201,11,no,1,472,77118.02
2,70,582,-4,199,9,no,856,95,73593.02666666667
6,90,488,-3,268,17,no,2834,112,80180.96
1,74,527,-5,235,11,no,3852,158,79898.95
3,109,501,-4,239,9,yes,231,458,75523.10666666667
5,105,819,-4,139,19,no,532,246,76636.90333333334
1,94,635,-4,101,19,yes,2905,17,69470.87666666666
8,91,467,-1,179,8,no,4784,410,72875.88666666667
10,64,644,-1,239,17,no,1202,183,73216.64
8,128,291,-2,253,17,yes,2063,257,75392.27333333333
9,53,423,-3,200,17,yes,1196,362,73605.14000000001
9,72,402,-2,115,18,no,495,23,77127.98666666668
7,110,581,-4,191,17,yes,1811,474,76185.0
6,105,830,-1,242,20,no,4657,454,73506.28000000001
8,123,1000,-5,271,8,yes,2323,387,72112.73666666666
5,47,325,-2,190,7,no,2972,121,68373.58666666667
6,109,593,-2,140,6,yes,3960,105,73892.51666666668
7,39,467,-3,132,15,no,859,365,86667.76666666668
7,46,651,-3,216,9,yes,3160,26,74037.06
3,92,525,-4,105,14,no,2867,43,78690.73
8,108,467,-2,234,18,no,40,433,74429.37333333334
5,89,787,-4,125,9,no,3370,233,72454.31333333334
10,67,325,-3,139,17,no,3076,406,75183.84666666666
5,95,491,-5,232,13,yes,3464,345,72238.16666666667
11,101,900,-4,190,10,yes,1246,71,76275.27666666666
8,44,616,-1,182,14,yes,2810,37,69463.03333333334
4,103,310,-3,265,9,yes,1996,23,73520.09000000001
8,121,853,-1,257,16,no,2859,163,72150.72666666667
4,72,397,-3,136,15,yes,3783,269,74511.96666666667
5,101,818,-4,153,17,yes,312,155,75672.27333333333
8,62,421,-4,154,11,no,2995,356,74869.96666666667
6,38,325,-2,106,20,yes,3977,327,70960.06666666667
6,107,372,-1,212,16,yes,2248,276,80645.16
4,122,723,-2,235,18,no,3384,315,77651.74
7,80,605,-2,148,8,no,721,35,66261.40666666666
8,73,981,-1,247,12,no,2038,74,73727.05
8,95,809,-1,187,18,no,2574,31,71882.26
7,102,815,-4,100,15,no,1543,50,66445.76666666666
6,79,437,-3,227,16,no,1097,33,73480.53333333334
9,126,844,-1,109,16,yes,4299,181,73738.01666666666
4,119,972,-5,157,7,no,2636,278,74406.94666666667
8,36,651,-1,114,18,no,1475,106,82415.30666666666
9,59,514,-1,124,17,yes,2076,238,81736.46
7,127,863,-1,123,6,no,2701,69,82679.91333333333
6,75,990,-2,114,16,no,3885,361,74273.59333333334
5,114,967,-5,256,10,no,3743,405,72291.54666666668
8,127,826,-4,254,13,yes,4853,79,73183.68666666666
5,60,553,-3,249,13,no,4386,435,76749.36666666667
1,50,391,-4,118,17,yes,3260,272,70498.56333333334
6,84,1014,-3,255,16,yes,4857,23,83759.79333333333
6,80,259,-1,228,6,yes,4483,290,73520.71666666667
4,82,437,-2,211,9,yes,1265,218,68704.22333333333
7,51,495,-5,136,9,yes,3820,212,73687.17
6,127,957,-1,261,9,no,571,131,78175.91333333333
6,44,973,-4,288,14,no,2035,227,69810.30666666667
8,117,650,-1,253,9,yes,2859,22,70967.97666666667
7,66,815,-1,180,20,yes,244,463,77294.33
8,44,890,-4,186,17,yes,3322,341,77334.54333333333
11,116,352,-3,282,13,no,4439,304,76894.86333333334
8,54,973,-5,291,15,yes,1804,333,72943.60333333335
8,41,641,-2,235,11,yes,4910,206,77344.88666666667
5,93,729,-2,111,11,yes,1786,57,72781.21666666667
3,88,834,-2,200,9,no,4627,139,69296.92
8,87,356,-2,192,10,no,1448,149,73547.79666666668
2,120,971,-3,247,20,no,1633,445,77512.28666666667
5,78,589,-1,248,9,yes,4493,194,81985.16666666667
10,57,1021,-2,207,8,no,221,99,76450.12000000001
6,85,975,-2,179,11,yes,1333,160,74529.91333333333
11,117,941,-2,127,18,yes,629,438,83765.13666666667
4,67,824,-3,228,7,yes,306,121,73376.50333333334
4,127,889,-4,136,5,yes,4377,119,78977.77333333333
8,91,717,-1,286,11,yes,2089,62,71271.15333333334
9,82,593,-4,165,10,no,1753,390,72517.65000000001
1,112,427,-2,135,13,yes,1506,481,75994.57666666668
11,59,959,-2,212,9,yes,4022,126,75260.11
4,45,648,-1,213,7,no,969,46,78147.04000000001
6,102,743,-4,181,14,yes,3633,297,72261.07333333335
11,125,676,-3,199,8,yes,4553,328,74457.00666666667
9,107,746,-2,166,7,no,1020,167,73656.1
8,78,280,-1,233,20,yes,1796,309,75598.41
1,104,587,-4,142,11,no,234,386,75444.27
9,84,777,-5,178,5,yes,2915,336,73934.83666666667
3,63,444,-5,268,8,yes,3598,232,79385.90666666668
2,117,445,-5,254,19,no,2138,215,74396.34333333334
1,68,638,-3,155,6,yes,2979,259,81503.33
3,120,298,-1,192,15,no,653,441,70929.17
6,74,350,-2,220,6,yes,3174,231,83611.34666666666
5,101,399,-1,134,18,yes,2247,284,70778.84666666666
8,84,863,-2,157,9,yes,1685,346,72267.73333333334
10,90,542,-1,237,12,yes,1264,251,80172.72333333333
10,61,795,-5,276,6,no,404,35,73069.18333333333
11,69,565,-3,233,17,no,4415,228,74439.00666666667
3,72,451,-2,233,10,yes,993,410,69072.54333333333
9,108,980,-2,269,11,yes,1118,329,71027.04
5,98,660,-3,159,17,yes,3327,70,71639.40666666668
1,38,715,-2,165,15,no,1887,487,75855.85666666667
6,86,456,-4,152,20,no,4329,337,77301.57666666668
10,67,420,-3,204,11,no,2173,195,75400.39
4,46,482,-3,101,17,yes,165,372,81491.96666666667
5,51,887,-2,129,13,yes,789,364,69486.2
2,60,303,-1,159,8,no,1508,290,68375.48
5,85,614,-1,223,13,yes,1088,160,78829.59333333334
6,58,354,-3,255,8,yes,2165,332,73795.87999999999
9,77,988,-4,204,5,no,1811,65,77765.21666666667
8,75,961,-5,214,13,yes,4770,350,74595.45
4,65,708,-5,216,14,yes,4906,450,72852.99666666666
5,125,272,-1,295,18,no,716,406,69953.59999999999
1,112,763,-4,178,8,no,1563,4,76765.93666666666
4,35,835,-1,191,15,yes,1188,73,75092.87666666666
5,63,801,-2,230,15,no,3656,270,70362.42666666668
8,55,490,-5,125,9,no,317,20,77928.61
6,112,258,-4,261,18,no,3475,202,70021.65999999999
1,58,459,-2,247,8,no,4984,60,68127.70333333332
3,120,423,-2,238,7,no,1551,458,75736.71333333333
3,51,526,-1,165,6,no,2918,272,77228.42
1,55,997,-3,255,7,no,2009,121,70161.70333333334
11,60,838,-5,257,5,no,39,354,63958.77666666667
7,59,785,-3,267,17,no,4508,455,70603.14333333333
8,64,260,-3,176,11,no,45,225,76837.36
8,108,656,-3,130,9,no,4268,346,78561.30666666667
4,122,564,-4,110,10,yes,4714,71,74218.21333333333
3,109,883,-4,139,19,no,1780,394,73127.88666666667
6,83,864,-1,228,5,no,2858,226,75736.71333333333
3,101,723,-4,144,17,no,3971,188,73858.17333333332
1,112,302,-3,256,8,yes,109,150,79090.49666666666
7,54,893,-5,231,8,yes,1008,433,73120.67333333334
7,87,612,-4,257,20,no,242,374,72360.44
8,103,405,-3,238,9,no,1463,136,73338.10333333333
