replBacklogSize,hashMaxZiplistValue,hashMaxZiplistEntries,listMaxZiplistSize,activeDefragIgnoreBytes,activeDefragThresholdLower,replDisableTcpNodelay,hllSparseMaxBytes,hz,PERF
3.0,89.0,719.0,-4.0,254.0,6.0,no,707.0,102.0,68524.86
4.0,68.0,635.0,-3.0,251.0,20.0,no,3560.0,434.0,77203.195
10.0,120.0,479.0,-1.0,187.0,19.0,yes,4107.0,215.0,77678.07
1.0,111.0,899.0,-3.0,136.0,19.0,no,4224.0,150.0,77734.84
4.0,59.0,425.0,-2.0,168.0,20.0,yes,459.0,43.0,78444.25
1.0,80.0,334.0,-2.0,158.0,18.0,no,4207.0,55.0,76596.36
11.0,76.0,276.0,-5.0,173.0,15.0,yes,606.0,253.0,68537.49
11.0,128.0,1024.0,-5.0,100.0,20.0,no,0.0,501.0,78682.62
7.0,79.0,826.0,-2.0,235.0,9.0,yes,3537.0,286.0,76582.37
11.0,32.0,1024.0,-5.0,100.0,20.0,no,0.0,501.0,78682.62
3.0,89.0,719.0,-4.0,254.0,6.0,no,707.0,102.0,68524.86
4.0,68.0,635.0,-3.0,251.0,20.0,no,3560.0,434.0,77203.195
10.0,120.0,479.0,-1.0,187.0,19.0,yes,4107.0,215.0,77678.07
1.0,111.0,899.0,-3.0,136.0,19.0,no,4224.0,150.0,77734.84
4.0,59.0,425.0,-2.0,168.0,20.0,yes,459.0,43.0,78444.25
1.0,80.0,334.0,-2.0,158.0,18.0,no,4207.0,55.0,76596.36
11.0,76.0,276.0,-5.0,173.0,15.0,yes,606.0,253.0,68537.49
11.0,128.0,1024.0,-5.0,100.0,20.0,no,0.0,501.0,78682.62
7.0,79.0,826.0,-2.0,235.0,9.0,yes,3537.0,286.0,76582.37
11.0,32.0,1024.0,-5.0,100.0,20.0,no,0.0,501.0,78682.62
4.0,89.0,719.0,-3.0,254.0,5.0,no,707.0,101.0,76751.734
4.0,69.0,635.0,-3.0,251.0,20.0,no,3560.0,433.0,77229.23
11.0,121.0,479.0,-1.0,188.0,19.0,no,4107.0,216.0,76763.16
1.0,112.0,900.0,-3.0,136.0,19.0,no,4224.0,150.0,77759.8
4.0,59.0,425.0,-2.0,167.0,20.0,yes,458.0,43.0,78448.14
2.0,79.0,334.0,-2.0,159.0,19.0,yes,4208.0,55.0,78579.414
10.0,77.0,276.0,-5.0,173.0,15.0,yes,607.0,253.0,68664.8
11.0,127.0,1024.0,-4.0,101.0,20.0,no,0.0,500.0,80245.99
8.0,79.0,825.0,-1.0,236.0,10.0,yes,3537.0,285.0,76918.84
11.0,32.0,1024.0,-5.0,100.0,20.0,yes,0.0,501.0,77183.12
4.0,89.0,719.0,-3.0,254.0,12.0,no,707.0,101.0,76795.28
4.0,69.0,635.0,-3.0,251.0,20.0,no,3560.0,433.0,77229.23
11.0,121.0,479.0,-1.0,188.0,19.0,no,4107.0,216.0,76763.16
1.0,112.0,900.0,-3.0,136.0,19.0,no,4224.0,150.0,77759.8
4.0,59.0,425.0,-2.0,167.0,20.0,yes,458.0,43.0,78448.14
2.0,79.0,334.0,-2.0,159.0,19.0,yes,4208.0,55.0,78579.414
10.0,77.0,276.0,-5.0,173.0,20.0,yes,607.0,253.0,68664.8
11.0,127.0,1024.0,-4.0,101.0,20.0,no,0.0,500.0,80245.99
8.0,79.0,825.0,-1.0,236.0,10.0,yes,3537.0,285.0,76918.84
11.0,76.0,1024.0,-5.0,100.0,20.0,yes,0.0,501.0,77183.12
4.0,89.0,719.0,-3.0,254.0,12.0,no,707.0,101.0,76795.28
4.0,69.0,635.0,-3.0,251.0,20.0,no,3560.0,433.0,77229.23
11.0,121.0,479.0,-1.0,256.0,19.0,no,4107.0,216.0,76822.7
