replBacklogSize,hashMaxZiplistValue,hashMaxZiplistEntries,listMaxZiplistSize,activeDefragIgnoreBytes,activeDefragThresholdLower,replDisableTcpNodelay,hllSparseMaxBytes,hz,PERF
4,74,831,-1,155,10,no,887,261,70050.85666666667
2,74,782,-1,142,15,yes,1166,231,76398.91000000002
9,51,896,-3,114,6,no,1985,341,75929.04666666668
7,115,481,-3,261,15,no,644,493,82249.23666666668
11,59,928,-4,196,6,yes,4304,333,79412.74333333333
5,82,825,-5,237,12,no,1145,23,82754.96333333333
3,37,281,-4,213,17,yes,4538,119,78924.16333333333
7,87,611,-1,236,17,yes,1164,168,76383.99666666666
8,67,807,-3,167,14,no,2928,329,69860.95666666667
6,90,259,-3,180,17,yes,3527,501,73519.65666666668
5,96,480,-2,196,13,no,3975,33,71408.33666666667
7,38,370,-4,260,6,yes,3553,123,76610.55
4,118,616,-4,256,10,no,4786,236,67233.70333333332
8,112,883,-3,280,10,no,3515,389,77848.47333333334
6,98,326,-3,179,9,no,1525,104,73887.64333333333
3,127,808,-2,139,7,no,497,332,69434.08333333333
8,74,1023,-5,126,15,no,132,305,75338.84000000001
7,50,973,-4,229,7,yes,2622,81,77772.16333333333
10,74,610,-1,197,9,yes,3066,398,72466.40666666668
6,61,677,-5,199,16,yes,3369,224,78430.92
9,74,535,-1,251,16,yes,1340,423,77640.44333333334
7,85,662,-2,195,19,yes,1821,409,75593.80666666667
8,126,859,-5,226,8,no,3930,15,75190.80666666666
4,42,645,-2,141,9,yes,4790,285,72999.34000000001
8,58,391,-3,122,15,no,3937,468,64238.863333333335
3,53,512,-1,203,9,no,4177,224,71923.14333333334
1,37,927,-5,258,16,no,2990,143,70333.69
1,36,673,-4,147,7,no,1147,289,72499.51333333332
3,97,672,-5,233,20,no,3396,160,72254.64
8,89,785,-1,203,17,no,2249,106,76442.17333333332
7,89,259,-5,265,20,no,1684,284,76579.10333333333
3,47,518,-1,217,15,no,3617,260,81326.16666666667
10,50,858,-3,186,14,no,481,49,69665.62000000001
10,59,659,-3,225,8,yes,2249,47,71285.27666666667
4,113,302,-1,268,11,no,4434,354,69726.52
11,118,559,-3,172,6,yes,4341,124,71876.89666666668
4,89,889,-1,115,17,no,2286,80,77264.28666666667
9,46,925,-2,179,14,yes,718,365,73026.08666666666
9,42,804,-3,190,18,no,3395,167,67392.63
11,102,1006,-3,138,6,yes,2495,24,75475.67
2,101,504,-1,118,18,yes,1669,148,76232.57
1,100,846,-3,211,7,no,1725,317,74667.57333333335
9,56,809,-1,173,17,yes,4486,64,79157.58666666667
7,33,788,-1,212,11,yes,3522,218,78121.06
2,108,702,-2,138,20,yes,3347,362,71772.33333333333
