replBacklogSize,hashMaxZiplistValue,hashMaxZiplistEntries,listMaxZiplistSize,activeDefragIgnoreBytes,activeDefragThresholdLower,replDisableTcpNodelay,hllSparseMaxBytes,hz,PERF
8.0,70.0,315.0,-3.0,131.0,8.0,no,1.0,55.0,76708.9296875
8.0,69.0,304.0,-3.0,130.0,9.0,no,1.0,53.0,76672.3515625
9.0,47.0,256.0,-3.0,125.0,9.0,no,1.0,55.0,76793.7109375
9.0,47.0,256.0,-3.0,125.0,10.0,no,1.0,53.0,76752.3203125
8.0,73.0,310.0,-3.0,129.0,9.0,no,1.0,55.0,76649.1796875
5.0,50.0,276.0,-3.0,145.0,8.0,no,1.0,133.0,76854.109375
5.0,49.0,263.0,-3.0,156.0,9.0,no,1.0,98.0,76819.9765625
6.0,47.0,263.0,-3.0,126.0,7.0,no,1.0,99.0,76887.140625
5.0,48.0,296.0,-3.0,145.0,8.0,no,1.0,135.0,76866.015625
5.0,47.0,267.0,-3.0,144.0,8.0,no,1.0,95.0,76861.03125
5.0,39.0,274.0,-3.0,108.0,11.0,no,1.0,33.0,76737.2421875
5.0,36.0,287.0,-3.0,110.0,10.0,no,1.0,48.0,76800.65625
7.0,37.0,262.0,-3.0,113.0,9.0,no,1.0,107.0,76852.8671875
6.0,32.0,307.0,-3.0,118.0,7.0,no,1.0,106.0,76967.34375
7.0,38.0,269.0,-3.0,111.0,9.0,no,1.0,84.0,76839.8125
5.0,48.0,284.0,-3.0,111.0,9.0,no,1.0,55.0,76775.7890625
8.0,44.0,312.0,-3.0,121.0,12.0,no,1.0,56.0,76684.90625
6.0,47.0,261.0,-3.0,110.0,9.0,no,1.0,56.0,76780.828125
5.0,48.0,308.0,-3.0,113.0,9.0,no,1.0,61.0,76779.0390625
5.0,50.0,260.0,-3.0,113.0,9.0,no,1.0,48.0,76764.4140625
4.0,36.0,256.0,-3.0,107.0,6.0,no,1.0,51.0,76962.3359375
4.0,34.0,256.0,-3.0,113.0,7.0,no,1.0,53.0,76938.5703125
4.0,36.0,256.0,-3.0,112.0,7.0,no,1.0,50.0,76925.5703125
4.0,36.0,256.0,-3.0,108.0,6.0,no,1.0,55.0,76964.1875
5.0,37.0,256.0,-3.0,110.0,7.0,no,1.0,50.0,76918.125
8.0,39.0,470.0,-2.0,173.0,15.0,no,1.0,77.0,77018.2734375
6.0,43.0,380.0,-3.0,176.0,12.0,no,1.0,72.0,76742.75
8.0,42.0,661.0,-3.0,139.0,14.0,no,1.0,81.0,-1.0
7.0,37.0,256.0,-2.0,191.0,14.0,no,1.0,70.0,77084.3671875
9.0,37.0,626.0,-3.0,180.0,17.0,no,1.0,80.0,76839.421875
5.0,43.0,256.0,-3.0,193.0,10.0,no,1.0,105.0,76847.3515625
6.0,55.0,292.0,-3.0,140.0,9.0,no,1.0,90.0,76769.8671875
6.0,36.0,336.0,-3.0,139.0,11.0,no,1.0,81.0,76793.265625
6.0,33.0,262.0,-3.0,149.0,11.0,no,1.0,93.0,76821.953125
6.0,45.0,323.0,-3.0,140.0,10.0,no,1.0,83.0,76784.25
7.0,41.0,555.0,-3.0,118.0,14.0,no,0.0,23.0,76700.859375
6.0,48.0,363.0,-3.0,104.0,16.0,no,0.0,12.0,77300.5625
7.0,40.0,622.0,-3.0,120.0,14.0,no,0.0,23.0,76667.8671875
7.0,43.0,559.0,-3.0,115.0,15.0,no,0.0,24.0,76940.453125
7.0,39.0,489.0,-3.0,120.0,14.0,no,0.0,18.0,76648.9453125
6.0,32.0,661.0,-3.0,239.0,15.0,no,1.0,185.0,76765.7890625
6.0,32.0,599.0,-3.0,256.0,15.0,no,1.0,183.0,76780.1171875
6.0,32.0,625.0,-3.0,239.0,16.0,no,1.0,206.0,76729.96875
6.0,32.0,737.0,-3.0,206.0,16.0,no,1.0,222.0,76705.1171875
6.0,32.0,773.0,-3.0,180.0,16.0,no,1.0,249.0,76688.984375
6.0,32.0,592.0,-3.0,255.0,15.0,no,1.0,186.0,76779.9609375
6.0,32.0,757.0,-3.0,194.0,16.0,no,1.0,227.0,76695.8515625
6.0,32.0,754.0,-3.0,187.0,16.0,no,1.0,240.0,76692.890625
6.0,32.0,630.0,-3.0,233.0,16.0,no,1.0,214.0,76726.6796875
6.0,32.0,596.0,-3.0,255.0,15.0,no,1.0,179.0,76778.2578125
