replBacklogSize,hashMaxZiplistValue,hashMaxZiplistEntries,listMaxZiplistSize,activeDefragIgnoreBytes,activeDefragThresholdLower,replDisableTcpNodelay,hllSparseMaxBytes,hz,PERF
8.0,96.0,450.0,-5.0,293.0,17.0,yes,2707.0,427.0,68521.6484375
6,70,516,-4,105,15,no,2853,32,-1
5,45,352,-4,266,11,no,3062,118,-1
1,83,641,-2,188,15,yes,1192,249,-1
6.0,54.0,573.0,-3.0,281.0,19.0,no,3232.0,25.0,77015.3828125
2,81,930,-4,253,18,no,3463,425,-1
5,99,822,-3,271,18,yes,2856,89,-1
4,53,693,-2,110,15,yes,1740,259,-1
3,102,287,-1,262,14,no,4564,481,-1
2,106,903,-2,240,12,yes,4856,192,-1
9,74,383,-4,125,19,yes,596,301,-1
5,43,483,-4,250,5,no,2194,12,-1
7,90,898,-4,157,13,no,2929,126,-1
8.0,108.0,877.0,-1.0,209.0,12.0,yes,3845.0,286.0,76652.3984375
5,59,339,-2,124,16,yes,4825,382,-1
11,45,640,-3,162,13,no,2642,1,-1
5,75,490,-3,257,15,no,3238,190,-1
3,32,469,-3,276,17,yes,4935,232,-1
9,71,828,-1,161,8,yes,2655,181,-1
1,69,583,-3,272,14,yes,4490,375,-1
6.0,104.0,748.0,-2.0,226.0,11.0,yes,3169.0,470.0,77123.6796875
9.0,113.0,845.0,-2.0,221.0,10.0,no,3540.0,438.0,76876.484375
6,47,896,-3,193,6,yes,3724,212,-1
5,95,271,-3,289,15,no,3445,303,-1
3,52,936,-4,115,17,yes,1841,257,-1
8.0,48.0,758.0,-2.0,263.0,9.0,yes,1161.0,282.0,76752.46875
3,108,922,-4,144,19,yes,4219,16,-1
10.0,92.0,499.0,-3.0,252.0,17.0,no,3129.0,84.0,77659.6328125
11.0,75.0,957.0,-2.0,221.0,9.0,yes,693.0,70.0,76624.0703125
8.0,67.0,833.0,-4.0,244.0,16.0,no,532.0,200.0,77334.421875
6.0,42.0,399.0,-5.0,220.0,18.0,no,174.0,353.0,71916.984375
9.0,125.0,727.0,-4.0,268.0,7.0,yes,476.0,201.0,76993.703125
6.0,68.0,385.0,-4.0,264.0,12.0,yes,1060.0,358.0,77213.046875
4,89,954,-1,109,17,yes,1598,193,-1
7.0,120.0,563.0,-1.0,252.0,7.0,yes,76.0,74.0,76726.59375
8,37,547,-4,193,18,yes,177,31,-1
9,36,466,-5,118,5,yes,3723,344,-1
9.0,96.0,555.0,-2.0,294.0,15.0,no,301.0,469.0,76799.140625
7.0,66.0,721.0,-3.0,204.0,6.0,no,2063.0,101.0,76815.140625
10.0,73.0,765.0,-2.0,249.0,16.0,yes,1258.0,489.0,77242.921875
3,120,912,-2,111,6,yes,2346,186,-1
11,36,664,-3,126,11,yes,4412,13,-1
6,41,871,-5,107,11,yes,1566,66,-1
9,109,913,-4,185,9,yes,1651,170,-1
9.0,124.0,705.0,-5.0,231.0,12.0,yes,3597.0,418.0,69303.84375
8,83,945,-2,158,7,no,2605,50,-1
4,87,289,-2,230,10,no,1763,164,-1
8.0,80.0,660.0,-4.0,283.0,10.0,no,344.0,491.0,77354.9453125
6.0,120.0,968.0,-1.0,263.0,19.0,yes,4007.0,68.0,77546.65625
6.0,87.0,1018.0,-2.0,241.0,16.0,no,4712.0,323.0,76783.578125
5,77,1008,-3,134,7,yes,2814,454,-1
3,71,815,-5,120,13,no,535,132,-1
7.0,83.0,316.0,-5.0,270.0,15.0,no,4309.0,12.0,70011.0546875
5,113,801,-4,278,14,yes,4464,214,-1
8.0,84.0,982.0,-2.0,245.0,17.0,yes,1283.0,102.0,78123.5546875
8,106,651,-3,181,18,yes,2923,21,-1
10.0,76.0,402.0,-4.0,238.0,5.0,no,1513.0,445.0,76528.328125
8.0,125.0,673.0,-3.0,210.0,13.0,yes,4093.0,478.0,79658.578125
5,92,492,-4,201,14,yes,4883,82,-1
7,127,821,-3,174,11,yes,4477,336,-1
10,121,906,-3,193,17,no,3747,242,-1
4,76,345,-4,183,5,no,1301,430,-1
7.0,60.0,1022.0,-4.0,203.0,16.0,yes,2168.0,389.0,76834.0390625
6.0,101.0,633.0,-1.0,243.0,6.0,no,4833.0,116.0,71064.8046875
1,56,624,-1,180,16,yes,446,307,-1
11.0,85.0,666.0,-4.0,289.0,20.0,no,2764.0,211.0,79414.953125
8,43,460,-4,196,17,yes,3932,339,-1
2,69,770,-4,202,19,no,4269,54,-1
5,119,411,-3,183,18,yes,1443,247,-1
10,84,421,-2,167,12,no,4945,330,-1
10,125,461,-3,188,16,yes,1143,138,-1
8.0,72.0,356.0,-4.0,212.0,14.0,yes,2664.0,305.0,76884.203125
2,72,471,-2,153,8,no,2353,170,-1
7.0,49.0,932.0,-2.0,207.0,6.0,no,3451.0,324.0,71592.3515625
9,118,498,-3,166,7,no,1282,45,-1
6,99,688,-2,145,8,yes,4421,212,-1
1,34,490,-3,117,8,yes,4925,172,-1
7,82,274,-4,128,9,yes,3406,22,-1
2,102,335,-4,154,6,no,695,201,-1
10,93,442,-2,155,13,no,4743,177,-1
9.0,94.0,904.0,-3.0,274.0,11.0,yes,3103.0,265.0,78562.9375
7.0,83.0,558.0,-1.0,227.0,13.0,no,2543.0,89.0,74189.796875
3,74,675,-4,154,13,no,2016,53,-1
5,95,674,-3,269,16,yes,152,155,-1
8.0,47.0,958.0,-4.0,276.0,8.0,yes,4241.0,169.0,71157.578125
10,47,908,-3,188,7,yes,1349,334,-1
9.0,90.0,262.0,-1.0,284.0,15.0,no,2810.0,442.0,73713.9296875
6.0,107.0,716.0,-3.0,287.0,11.0,yes,266.0,236.0,78254.3828125
1,100,256,-5,122,7,yes,1781,136,-1
11.0,119.0,759.0,-2.0,264.0,9.0,yes,1199.0,282.0,77303.625
5,47,853,-1,163,18,no,3288,499,-1
9,37,590,-3,159,17,no,3496,318,-1
6,37,773,-1,134,15,no,1705,356,-1
11.0,34.0,945.0,-3.0,267.0,8.0,yes,498.0,169.0,76800.8046875
11,95,859,-3,194,12,yes,3616,98,-1
5,84,695,-1,268,7,no,545,14,-1
2,50,844,-2,260,9,no,4861,414,-1
10.0,34.0,561.0,-2.0,247.0,19.0,yes,1954.0,4.0,77296.34375
9,126,953,-2,168,9,yes,4677,481,-1
3,88,650,-3,259,19,yes,3502,346,-1
8,84,446,-2,124,15,no,2800,322,-1
6.0,126.0,440.0,-5.0,291.0,10.0,no,2078.0,298.0,71414.15625
11,100,500,-3,190,13,no,838,199,-1
5,51,883,-4,130,14,yes,3903,312,-1
8,64,366,-4,170,9,no,745,66,-1
4,51,872,-3,140,11,yes,2888,278,-1
5,51,736,-5,257,6,yes,1913,342,-1
7,44,670,-5,148,11,no,3309,494,-1
5,113,429,-2,170,13,no,4137,105,-1
6.0,60.0,878.0,-3.0,223.0,16.0,no,291.0,415.0,76593.5390625
4,110,991,-2,121,18,yes,1229,105,-1
6.0,44.0,952.0,-2.0,264.0,11.0,yes,670.0,359.0,76707.171875
4,32,349,-4,253,11,no,3068,135,-1
7.0,96.0,964.0,-3.0,271.0,20.0,yes,2106.0,137.0,79114.4921875
2,112,356,-3,191,6,no,4114,270,-1
10,119,328,-2,109,11,no,4784,299,-1
3,81,657,-4,172,18,yes,3884,33,-1
10,76,897,-4,130,19,no,215,252,-1
11.0,112.0,560.0,-1.0,259.0,18.0,yes,1972.0,454.0,76884.640625
6,122,680,-1,195,11,yes,1587,76,-1
7.0,114.0,469.0,-2.0,257.0,17.0,no,4994.0,396.0,76623.6171875
7.0,43.0,697.0,-5.0,280.0,10.0,no,2754.0,320.0,68533.484375
7,79,743,-2,189,13,yes,17,81,-1
4,53,944,-4,122,10,yes,4107,499,-1
10.0,90.0,285.0,-5.0,226.0,17.0,no,4846.0,276.0,76977.96875
7.0,91.0,314.0,-4.0,287.0,9.0,no,1412.0,364.0,77420.515625
4,52,469,-3,248,10,yes,4879,412,-1
2,62,967,-2,127,12,no,3737,15,-1
4,104,937,-5,218,15,yes,2123,488,-1
3,43,356,-3,124,9,no,276,482,-1
4,125,811,-4,287,5,yes,161,128,-1
7.0,33.0,843.0,-5.0,263.0,6.0,yes,1047.0,145.0,74059.203125
6,68,557,-2,139,8,yes,1485,467,-1
5,78,274,-5,121,14,yes,4761,217,-1
8.0,65.0,313.0,-3.0,240.0,17.0,yes,4161.0,283.0,78970.390625
7.0,80.0,623.0,-2.0,215.0,18.0,no,2356.0,417.0,76711.671875
8.0,82.0,689.0,-2.0,221.0,9.0,no,3023.0,24.0,76986.1875
6.0,118.0,434.0,-3.0,240.0,19.0,yes,3129.0,193.0,78985.3515625
5,94,530,-2,102,16,yes,1532,8,-1
4,89,860,-2,142,6,no,4945,324,-1
2,98,993,-3,147,19,yes,915,384,-1
6,87,537,-4,184,13,no,4331,38,-1
3,122,723,-3,226,9,no,1051,77,-1
11.0,103.0,931.0,-5.0,241.0,10.0,no,3376.0,17.0,72281.4296875
5,85,928,-3,164,14,yes,1461,275,-1
4,33,495,-5,198,13,yes,3740,376,-1
11,57,542,-4,120,13,yes,649,462,-1
11.0,39.0,258.0,-5.0,246.0,18.0,no,45.0,270.0,76893.9765625
4,34,263,-4,140,9,yes,1257,118,-1
3,117,439,-3,191,10,no,80,94,-1
7.0,105.0,424.0,-4.0,281.0,6.0,yes,4390.0,74.0,69535.9921875
9,46,289,-4,169,14,no,3967,333,-1
2,51,829,-5,291,17,no,1431,127,-1
5,56,281,-4,139,10,no,4372,331,-1
7,115,553,-3,149,17,yes,4554,303,-1
2,39,869,-1,206,19,yes,3774,186,-1
6,66,560,-3,103,7,no,2834,437,-1
8,46,608,-2,127,6,yes,1177,324,-1
3,114,494,-3,210,18,yes,4224,343,-1
2,50,667,-1,245,8,no,4812,255,-1
