replBacklogSize,hashMaxZiplistValue,hashMaxZiplistEntries,listMaxZiplistSize,activeDefragIgnoreBytes,activeDefragThresholdLower,replDisableTcpNodelay,hllSparseMaxBytes,hz,PERF
9.0,54.0,403.0,-2.0,109.0,7.0,no,1.0,61.0,77200.0234375
7.0,32.0,329.0,-2.0,100.0,10.0,no,1.0,65.0,77195.6328125
6.0,32.0,303.0,-2.0,120.0,11.0,no,1.0,22.0,77161.71875
7.0,32.0,313.0,-2.0,119.0,11.0,no,1.0,20.0,77160.3671875
7.0,32.0,335.0,-2.0,103.0,11.0,no,1.0,64.0,77157.125
6.0,34.0,525.0,-2.0,100.0,11.0,no,1.0,116.0,77156.0234375
5.0,41.0,256.0,-2.0,125.0,10.0,no,0.0,22.0,77155.6640625
7.0,32.0,335.0,-2.0,100.0,11.0,no,1.0,63.0,77154.25
7.0,32.0,312.0,-2.0,100.0,11.0,no,1.0,63.0,77154.2265625
6.0,34.0,313.0,-2.0,124.0,11.0,no,1.0,22.0,77153.84375
