replBacklogSize,hashMaxZiplistValue,hashMaxZiplistEntries,listMaxZiplistSize,activeDefragIgnoreBytes,activeDefragThresholdLower,replDisableTcpNodelay,hllSparseMaxBytes,hz,PERF
5.0,106.0,279.0,-3.0,111.0,16.0,no,0.0,24.0,78708.9765625
5.0,88.0,282.0,-3.0,114.0,16.0,no,0.0,41.0,78229.984375
5.0,108.0,275.0,-3.0,110.0,16.0,no,0.0,24.0,78762.7578125
5.0,128.0,256.0,-3.0,100.0,16.0,no,1.0,0.0,79326.046875
5.0,125.0,263.0,-3.0,106.0,16.0,no,1.0,8.0,79219.546875
5.0,128.0,258.0,-3.0,104.0,16.0,no,1.0,0.0,79310.6875
6.0,83.0,282.0,-3.0,114.0,16.0,no,0.0,47.0,78098.765625
5.0,88.0,275.0,-3.0,112.0,16.0,no,0.0,42.0,78236.625
6.0,32.0,323.0,-3.0,133.0,15.0,no,0.0,138.0,76661.078125
9.0,32.0,347.0,-3.0,160.0,12.0,no,0.0,344.0,76857.7421875
5.0,41.0,286.0,-3.0,108.0,15.0,no,1.0,20.0,76923.046875
5.0,45.0,287.0,-3.0,108.0,15.0,no,1.0,20.0,77022.8828125
5.0,53.0,290.0,-3.0,104.0,16.0,no,1.0,20.0,77417.125
5.0,32.0,283.0,-3.0,101.0,15.0,no,1.0,20.0,76725.2734375
5.0,71.0,291.0,-3.0,110.0,16.0,no,1.0,20.0,77843.375
5.0,35.0,288.0,-3.0,102.0,16.0,no,1.0,20.0,76975.53125
5.0,38.0,286.0,-3.0,106.0,15.0,no,1.0,20.0,76855.84375
5.0,41.0,288.0,-3.0,104.0,15.0,no,1.0,20.0,76938.390625
5.0,42.0,288.0,-3.0,105.0,15.0,no,1.0,20.0,76959.5078125
5.0,32.0,284.0,-3.0,104.0,15.0,no,1.0,20.0,76713.7578125
6.0,101.0,314.0,-3.0,100.0,16.0,no,1.0,20.0,78630.4296875
6.0,82.0,313.0,-3.0,101.0,17.0,no,1.0,20.0,78331.59375
6.0,91.0,313.0,-3.0,100.0,16.0,no,1.0,20.0,78380.8359375
6.0,76.0,311.0,-3.0,104.0,17.0,no,1.0,20.0,78170.328125
6.0,65.0,312.0,-3.0,109.0,18.0,no,1.0,20.0,78055.8125
6.0,64.0,311.0,-3.0,109.0,18.0,no,1.0,20.0,78030.859375
6.0,52.0,310.0,-3.0,115.0,19.0,no,1.0,20.0,77887.5546875
6.0,73.0,312.0,-3.0,105.0,17.0,no,1.0,20.0,78091.609375
6.0,95.0,313.0,-3.0,100.0,16.0,no,1.0,20.0,78480.671875
6.0,41.0,268.0,-3.0,111.0,19.0,no,1.0,20.0,77628.5625
6.0,42.0,267.0,-3.0,116.0,20.0,no,1.0,20.0,77813.578125
7.0,42.0,266.0,-3.0,117.0,20.0,no,1.0,20.0,77809.7421875
7.0,42.0,266.0,-3.0,120.0,20.0,no,1.0,20.0,77798.234375
6.0,41.0,268.0,-3.0,112.0,19.0,no,1.0,20.0,77624.7265625
6.0,41.0,267.0,-3.0,117.0,20.0,no,1.0,20.0,77784.7734375
5.0,40.0,270.0,-3.0,107.0,17.0,no,1.0,20.0,77260.4765625
6.0,40.0,269.0,-3.0,108.0,18.0,no,1.0,20.0,77435.875
6.0,41.0,268.0,-3.0,114.0,19.0,no,1.0,20.0,77617.0546875
