replBacklogSize,hashMaxZiplistValue,hashMaxZiplistEntries,listMaxZiplistSize,activeDefragIgnoreBytes,activeDefragThresholdLower,replDisableTcpNodelay,hllSparseMaxBytes,hz,PERF
3,54,264,-5,177,13,no,2076,381,77826.21
6,103,953,-2,286,5,no,180,459,80215.05333333333
10,75,517,-2,135,15,no,2115,224,75421.98333333334
11,78,929,-3,162,13,no,1996,60,67018.98666666666
4,108,730,-4,225,16,no,2222,191,78129.18999999999
10,76,550,-3,280,19,no,4364,298,72144.36666666667
6,34,797,-5,167,18,no,616,46,74678.63666666667
8,67,257,-1,107,17,yes,3790,377,70537.72333333333
4,67,493,-3,208,17,no,1987,171,76839.50333333334
7,42,272,-5,258,9,yes,4713,184,72681.70333333334
3,38,450,-1,120,14,no,2782,308,70852.63666666667
5,67,723,-1,249,13,yes,273,4,73962.80333333333
7,115,601,-1,287,7,yes,4856,66,77185.21666666666
1,48,816,-3,216,14,no,2215,328,77557.25333333334
7,116,815,-1,148,18,no,2723,302,65083.84
8,60,621,-5,148,8,no,4979,256,75085.14
6,53,729,-3,115,20,no,287,91,77094.65333333334
1,101,518,-3,173,7,yes,1260,307,76513.80333333333
3,82,777,-3,274,11,no,91,488,72726.61333333333
5,115,563,-3,108,15,yes,3764,2,73438.17333333334
4,43,521,-5,229,7,no,4667,394,78643.82666666666
3,62,432,-2,109,17,no,489,488,75265.90333333334
6,68,603,-4,222,15,yes,1749,4,75190.80666666666
7,68,368,-5,190,6,no,1743,229,70429.57
7,88,997,-4,159,17,yes,1550,196,72466.40666666668
8,101,744,-5,157,18,yes,459,335,75683.61333333334
1,43,632,-1,143,11,no,2662,37,69179.07666666668
8,121,879,-1,185,8,no,1474,255,82571.75
6,115,971,-1,297,6,no,2703,296,75248.19
1,88,965,-4,173,20,no,2491,2,74319.15666666668
1,49,632,-4,148,14,yes,1348,203,81866.09666666666
10,59,958,-1,243,14,no,2038,313,70967.97666666667
1,98,920,-4,299,16,no,4347,124,73240.54333333333
2,100,787,-5,186,9,no,4942,43,77631.49666666666
2,84,506,-5,273,11,no,1700,376,72598.9
7,90,601,-4,269,18,yes,385,98,74543.11
3,45,912,-3,233,13,yes,3441,348,70424.85666666667
4,90,375,-1,255,19,no,1715,208,72963.15000000001
5,117,849,-3,274,7,yes,2417,221,71975.05666666667
5,111,894,-2,299,6,no,2633,57,76154.97666666667
9,67,574,-5,234,12,no,3689,294,76572.81666666667
11,99,705,-5,160,6,yes,1612,60,71791.12333333334
1,64,1005,-3,173,6,yes,2237,313,73917.37
9,50,658,-4,240,8,no,382,301,81046.99
6,33,789,-5,140,10,yes,2018,108,68872.47000000002
10,81,419,-4,297,18,yes,4460,208,70851.06
2,47,820,-5,279,13,yes,4829,423,73023.05
1,102,952,-5,244,17,no,2008,366,77747.75333333334
5,83,1000,-2,264,19,yes,2055,358,76070.45
3,124,868,-2,270,12,no,3797,313,69824.70333333334
2,117,925,-2,297,17,no,3341,160,68961.17666666668
2,122,1023,-3,105,6,no,948,276,67790.77333333333
11,128,259,-4,103,10,yes,2863,321,78995.24666666666
2,35,309,-1,198,13,no,4827,191,73263.45333333332
8,90,553,-3,157,12,no,3452,136,72856.89
10,100,355,-2,201,8,no,3796,253,71642.04
10,119,1004,-4,165,18,no,3329,133,72643.68000000001
3,86,850,-2,212,12,yes,1211,49,79376.41666666667
3,51,288,-1,109,14,no,4603,292,79629.18666666666
9,115,877,-3,283,17,no,2096,350,73733.5
7,83,612,-5,190,17,yes,2828,219,73497.74666666666
5,56,547,-3,167,9,yes,4745,313,75982.76333333332
9,73,724,-1,296,9,yes,2896,490,72178.36333333334
9,37,540,-1,139,19,yes,1558,426,75085.14
9,35,1016,-1,276,12,yes,4027,145,73505.15666666668
10,89,774,-2,232,14,no,3414,82,71972.67666666665
6,61,660,-3,103,11,yes,4187,470,72331.13666666667
5,118,681,-4,175,19,no,3103,496,71952.37666666666
9,61,341,-4,199,10,no,3222,275,84362.43333333333
7,88,307,-4,205,12,no,4880,101,73353.15666666668
1,118,358,-1,230,6,yes,4613,346,73811.35333333333
10,49,550,-3,122,18,yes,682,485,78830.26
6,93,642,-1,194,16,no,3512,473,80264.65666666666
3,81,652,-1,196,7,yes,1081,368,74244.82333333333
11,58,263,-5,246,15,yes,1116,237,76082.88
7,56,303,-2,266,10,yes,1277,370,70444.29333333333
10,54,694,-5,172,13,no,1431,36,74158.39
10,44,983,-3,179,11,yes,3303,200,73372.09333333334
8,101,719,-1,185,8,yes,365,448,72682.40999999999
4,73,457,-2,290,9,yes,4385,251,69006.42
2,113,664,-2,231,7,no,5000,225,72330.61666666665
2,58,464,-2,161,5,yes,3672,42,74093.23
9,55,356,-4,186,14,no,3215,356,79824.82333333335
9,56,498,-2,160,7,yes,3554,496,77072.19666666667
1,62,521,-4,278,12,yes,1320,351,76201.81666666667
7,108,270,-3,137,16,no,1529,379,71516.44
3,123,465,-5,277,8,no,2032,413,77830.35333333333
5,34,461,-2,113,18,yes,50,326,72841.82
1,61,631,-5,232,19,yes,4848,79,69681.92333333334
3,40,902,-1,101,8,no,1636,255,78147.85333333333
10,46,896,-2,139,10,yes,3585,225,76088.21333333333
1,79,872,-5,170,18,yes,2214,203,75693.71333333333
3,63,680,-1,222,8,no,690,82,72703.58
11,101,468,-4,175,13,yes,1554,128,70854.76333333335
4,82,348,-4,197,6,no,4382,60,71281.58333333333
3,121,898,-1,185,16,no,1739,118,73919.09666666666
10,75,1002,-4,183,20,yes,3967,424,72131.27999999998
1,95,556,-4,177,8,no,4021,139,73207.64
4,66,924,-5,261,19,yes,4387,190,70107.70333333334
1,83,729,-1,192,6,yes,2347,77,76186.22333333333
5,85,705,-3,229,14,yes,4331,237,72382.06333333334
2,38,344,-5,215,6,no,3166,331,70035.73333333334
9,80,344,-2,212,10,no,4174,302,79012.40999999999
10,65,847,-1,204,17,no,976,481,72922.83333333333
1,59,585,-5,205,17,no,640,450,72981.87999999999
1,93,867,-5,190,16,no,2765,348,72486.60666666667
2,103,592,-2,161,8,no,4274,400,74801.71
1,39,1013,-1,170,11,no,2869,219,68574.7
3,32,314,-1,187,19,no,1713,282,68576.09666666666
3,47,797,-5,155,11,no,3228,490,71520.83
3,33,541,-2,252,7,yes,4409,12,72373.71333333333
5,79,308,-5,196,13,yes,3705,428,74160.70333333332
2,128,931,-2,245,8,yes,2898,237,74649.75
3,74,884,-2,173,16,yes,4957,426,78715.77333333333
11,89,681,-4,121,15,yes,660,232,76157.54333333333
10,35,807,-2,157,18,no,3996,264,67112.64666666667
4,49,578,-1,102,19,no,1762,412,75156.87
2,106,887,-3,123,7,no,1193,173,78664.83666666666
4,126,380,-4,212,10,yes,131,263,73229.59333333334
10,122,454,-3,258,14,no,1420,380,72740.51666666666
11,109,678,-5,145,18,yes,1128,485,84404.07666666666
10,46,551,-4,115,12,yes,4219,467,75256.00666666667
10,74,660,-5,219,15,no,3357,206,71433.41333333333
5,54,899,-5,190,13,no,4351,308,74635.11666666667
7,39,993,-3,277,12,no,4187,244,80161.97666666667
9,95,256,-2,291,10,no,3913,151,70935.55333333333
2,73,866,-2,186,16,no,2878,205,71928.10666666667
3,112,982,-3,279,16,no,4084,196,75296.48333333334
3,33,680,-4,193,8,yes,4530,158,75538.84666666666
11,74,826,-4,178,15,yes,4768,11,73950.36666666667
4,85,491,-4,260,14,yes,1857,429,72222.55333333333
11,58,550,-4,118,7,yes,2707,365,78690.73
6,112,475,-1,143,5,yes,181,139,79142.14333333333
8,106,514,-3,223,7,no,2508,207,68523.76
9,63,319,-5,103,13,no,4067,306,87349.25333333334
4,70,457,-2,248,11,no,3116,104,76883.92
8,114,778,-4,111,6,yes,4192,198,77848.47333333334
3,33,709,-2,235,17,no,4338,50,78902.74666666666
9,52,427,-2,200,5,no,4185,109,70832.08333333333
