replBacklogSize,hashMaxZiplistValue,hashMaxZiplistEntries,listMaxZiplistSize,activeDefragIgnoreBytes,activeDefragThresholdLower,replDisableTcpNodelay,hllSparseMaxBytes,hz,PERF
11.0,128.0,1024.0,-5.0,300.0,15.0,yes,4408.0,426.0,72990.95
11.0,109.0,339.0,-3.0,150.0,11.0,yes,3570.0,233.0,79424.57
1.0,126.0,818.0,-3.0,159.0,19.0,no,4317.0,131.0,77815.44
2.0,100.0,844.0,-1.0,300.0,5.0,yes,5000.0,501.0,76315.84
8.0,75.0,961.0,-5.0,214.0,13.0,yes,4770.0,350.0,69693.28
11.0,128.0,1024.0,-5.0,300.0,15.0,yes,4408.0,426.0,72990.95
11.0,109.0,339.0,-3.0,150.0,11.0,yes,3570.0,233.0,79424.57
1.0,126.0,818.0,-3.0,159.0,19.0,no,4317.0,131.0,77815.44
2.0,100.0,844.0,-1.0,300.0,5.0,yes,5000.0,501.0,76315.84
8.0,75.0,961.0,-5.0,214.0,13.0,yes,4770.0,350.0,69693.28
11.0,127.0,1024.0,-5.0,299.0,14.0,yes,4408.0,426.0,72990.95
11.0,108.0,340.0,-3.0,150.0,11.0,yes,3571.0,233.0,79399.55
2.0,125.0,818.0,-3.0,158.0,18.0,no,4317.0,132.0,78406.64
3.0,100.0,716.0,-2.0,300.0,6.0,yes,5000.0,501.0,76713.17
6.0,74.0,962.0,-4.0,215.0,13.0,yes,4770.0,350.0,77177.43
11.0,127.0,1024.0,-5.0,299.0,14.0,yes,4408.0,426.0,72990.95
11.0,108.0,340.0,-3.0,150.0,11.0,yes,3571.0,233.0,79399.55
2.0,125.0,818.0,-3.0,158.0,18.0,no,4317.0,132.0,78406.64
3.0,100.0,716.0,-2.0,300.0,6.0,yes,5000.0,501.0,76713.17
6.0,74.0,962.0,-4.0,215.0,13.0,yes,4770.0,350.0,77177.43
11.0,127.0,1024.0,-4.0,299.0,12.0,yes,4408.0,426.0,79401.875
11.0,108.0,340.0,-3.0,150.0,11.0,yes,3571.0,233.0,79399.55
2.0,125.0,818.0,-3.0,158.0,18.0,no,4317.0,132.0,78406.64
3.0,100.0,716.0,-2.0,300.0,6.0,yes,5000.0,501.0,76713.17
6.0,74.0,962.0,-4.0,215.0,13.0,yes,4770.0,350.0,77177.43
11.0,127.0,1024.0,-4.0,299.0,12.0,yes,4408.0,426.0,79401.875
11.0,108.0,340.0,-3.0,150.0,11.0,yes,3571.0,233.0,79399.55
2.0,125.0,818.0,-3.0,158.0,18.0,no,4317.0,132.0,78406.64
3.0,100.0,716.0,-2.0,300.0,6.0,yes,5000.0,501.0,76713.17
6.0,74.0,962.0,-4.0,215.0,13.0,yes,4770.0,350.0,77177.43
11.0,127.0,1024.0,-4.0,299.0,12.0,yes,4408.0,426.0,79401.875
11.0,108.0,340.0,-3.0,150.0,11.0,yes,3571.0,233.0,79399.55
2.0,125.0,818.0,-3.0,158.0,18.0,no,4317.0,132.0,78406.64
3.0,100.0,716.0,-2.0,300.0,6.0,yes,5000.0,501.0,76713.17
6.0,74.0,962.0,-4.0,215.0,13.0,yes,4770.0,350.0,77177.43
11.0,127.0,1024.0,-4.0,299.0,12.0,yes,4408.0,426.0,79401.875
11.0,108.0,340.0,-3.0,150.0,11.0,yes,3571.0,233.0,79399.55
2.0,125.0,818.0,-3.0,158.0,18.0,no,4317.0,132.0,78406.64
3.0,100.0,716.0,-2.0,300.0,6.0,yes,5000.0,501.0,76713.17
6.0,74.0,962.0,-4.0,215.0,13.0,yes,4770.0,350.0,77177.43
11.0,127.0,1024.0,-4.0,299.0,12.0,yes,4408.0,426.0,79401.875
11.0,108.0,340.0,-3.0,150.0,11.0,yes,3571.0,233.0,79399.55
2.0,125.0,818.0,-3.0,158.0,18.0,no,4317.0,132.0,78406.64
3.0,104.0,716.0,-2.0,300.0,6.0,yes,5000.0,501.0,76690.38
6.0,74.0,962.0,-4.0,215.0,13.0,yes,4770.0,350.0,77177.43
11.0,127.0,1024.0,-4.0,299.0,12.0,yes,4408.0,426.0,79401.875
11.0,108.0,340.0,-3.0,150.0,11.0,yes,3571.0,233.0,79399.55
2.0,125.0,818.0,-3.0,158.0,18.0,no,4317.0,132.0,78406.64
3.0,104.0,540.0,-4.0,300.0,6.0,yes,5000.0,501.0,72181.42
6.0,74.0,962.0,-4.0,215.0,13.0,yes,4770.0,350.0,77177.43
11.0,127.0,1024.0,-4.0,299.0,12.0,yes,4408.0,426.0,79401.875
11.0,108.0,340.0,-3.0,150.0,11.0,yes,3571.0,233.0,79399.55
2.0,125.0,818.0,-3.0,158.0,18.0,no,4317.0,132.0,78406.64
3.0,96.0,540.0,-4.0,300.0,6.0,yes,5000.0,501.0,71791.7
6.0,74.0,962.0,-4.0,215.0,13.0,yes,4770.0,350.0,77177.43
11.0,127.0,1024.0,-4.0,299.0,12.0,yes,4408.0,426.0,79401.875
11.0,108.0,340.0,-3.0,150.0,11.0,yes,3571.0,233.0,79399.55
2.0,125.0,818.0,-3.0,158.0,18.0,no,4317.0,132.0,78406.64
3.0,96.0,540.0,-4.0,300.0,6.0,yes,5000.0,501.0,71791.7
5.0,74.0,962.0,-4.0,215.0,13.0,yes,4770.0,350.0,75275.56
11.0,127.0,1024.0,-4.0,299.0,12.0,yes,4408.0,426.0,79401.875
11.0,108.0,340.0,-3.0,150.0,11.0,yes,3571.0,233.0,79399.55
2.0,125.0,818.0,-3.0,158.0,18.0,no,4317.0,132.0,78406.64
3.0,96.0,540.0,-4.0,300.0,13.0,yes,5000.0,501.0,76608.44
5.0,74.0,962.0,-4.0,215.0,13.0,yes,4770.0,350.0,75275.56
11.0,127.0,1024.0,-4.0,299.0,12.0,yes,4408.0,426.0,79401.875
11.0,108.0,340.0,-3.0,150.0,11.0,yes,3571.0,233.0,79399.55
2.0,125.0,818.0,-3.0,158.0,18.0,no,4317.0,132.0,78406.64
3.0,96.0,540.0,-4.0,300.0,13.0,yes,5000.0,501.0,76608.44
5.0,74.0,962.0,-4.0,215.0,13.0,yes,4770.0,350.0,75275.56
11.0,127.0,1024.0,-4.0,299.0,12.0,yes,4408.0,426.0,79401.875
11.0,108.0,340.0,-3.0,150.0,11.0,yes,3571.0,233.0,79399.55
