replBacklogSize,hashMaxZiplistValue,hashMaxZiplistEntries,listMaxZiplistSize,activeDefragIgnoreBytes,activeDefragThresholdLower,replDisableTcpNodelay,hllSparseMaxBytes,hz,PERF
4.0,32.0,412.0,-2.0,120.0,13.0,no,1.0,24.0,77080.53125
4.0,32.0,410.0,-3.0,117.0,12.0,no,1.0,26.0,76786.5390625
4.0,34.0,412.0,-2.0,124.0,12.0,no,1.0,26.0,77114.03125
4.0,32.0,410.0,-2.0,119.0,12.0,no,1.0,26.0,77121.046875
4.0,32.0,410.0,-3.0,117.0,12.0,no,1.0,23.0,76794.8515625
4.0,35.0,417.0,-2.0,114.0,18.0,no,1.0,4.0,76848.8046875
4.0,32.0,415.0,-3.0,114.0,15.0,no,1.0,10.0,76705.5390625
6.0,44.0,272.0,-3.0,107.0,12.0,no,1.0,36.0,76667.7109375
6.0,41.0,294.0,-3.0,105.0,13.0,no,1.0,39.0,76642.765625
6.0,39.0,291.0,-3.0,102.0,13.0,no,1.0,47.0,76653.625
6.0,41.0,285.0,-3.0,104.0,12.0,no,1.0,44.0,76684.140625
6.0,39.0,285.0,-3.0,102.0,11.0,no,1.0,53.0,76736.8828125
6.0,37.0,301.0,-3.0,100.0,12.0,no,1.0,57.0,76706.6171875
6.0,39.0,289.0,-3.0,101.0,11.0,no,1.0,55.0,76736.5
6.0,36.0,320.0,-2.0,125.0,11.0,no,1.0,20.0,77142.84375
6.0,32.0,303.0,-2.0,120.0,11.0,no,1.0,22.0,77161.71875
7.0,34.0,314.0,-2.0,118.0,12.0,no,1.0,17.0,77106.46875
6.0,35.0,335.0,-2.0,126.0,11.0,no,1.0,20.0,77149.4375
7.0,32.0,313.0,-2.0,119.0,11.0,no,1.0,20.0,77160.3671875
6.0,34.0,313.0,-2.0,124.0,11.0,no,1.0,22.0,77153.84375
6.0,32.0,295.0,-2.0,132.0,10.0,no,1.0,28.0,76866.1328125
5.0,32.0,1024.0,-3.0,100.0,5.0,no,1.0,41.0,-1.0
5.0,32.0,1024.0,-3.0,100.0,5.0,no,1.0,40.0,-1.0
5.0,32.0,1024.0,-3.0,100.0,5.0,no,1.0,41.0,-1.0
5.0,32.0,1024.0,-3.0,100.0,5.0,no,1.0,41.0,-1.0
5.0,32.0,1024.0,-3.0,100.0,5.0,no,1.0,40.0,-1.0
5.0,32.0,1024.0,-3.0,100.0,5.0,no,1.0,40.0,-1.0
5.0,32.0,1009.0,-3.0,100.0,5.0,no,1.0,38.0,-1.0
6.0,56.0,884.0,-3.0,119.0,5.0,no,1.0,0.0,-1.0
7.0,55.0,424.0,-3.0,122.0,5.0,no,0.0,24.0,76901.75
6.0,56.0,734.0,-3.0,120.0,5.0,no,1.0,1.0,-1.0
6.0,56.0,641.0,-3.0,121.0,5.0,no,1.0,7.0,-1.0
6.0,56.0,854.0,-3.0,119.0,5.0,no,1.0,0.0,-1.0
6.0,56.0,901.0,-3.0,118.0,5.0,no,1.0,0.0,-1.0
6.0,56.0,724.0,-3.0,120.0,5.0,no,1.0,2.0,-1.0
6.0,36.0,299.0,-2.0,104.0,12.0,no,1.0,56.0,77092.3125
6.0,35.0,361.0,-2.0,103.0,14.0,no,1.0,46.0,77012.96875
6.0,32.0,335.0,-2.0,101.0,14.0,no,1.0,54.0,77030.2265625
7.0,32.0,292.0,-2.0,100.0,13.0,no,1.0,63.0,77072.3984375
6.0,36.0,326.0,-2.0,104.0,13.0,no,1.0,51.0,77050.2265625
6.0,40.0,302.0,-2.0,107.0,11.0,no,1.0,52.0,77112.0859375
6.0,32.0,309.0,-2.0,100.0,14.0,no,1.0,62.0,77031.2734375
7.0,32.0,326.0,-2.0,109.0,10.0,no,1.0,71.0,77130.21875
7.0,32.0,335.0,-2.0,103.0,11.0,no,1.0,64.0,77157.125
7.0,32.0,306.0,-2.0,101.0,9.0,no,1.0,72.0,76192.8125
7.0,32.0,362.0,-3.0,100.0,11.0,no,1.0,59.0,76776.5625
7.0,32.0,329.0,-2.0,100.0,10.0,no,1.0,65.0,77195.6328125
7.0,32.0,312.0,-2.0,100.0,11.0,no,1.0,63.0,77154.2265625
7.0,32.0,335.0,-2.0,100.0,11.0,no,1.0,63.0,77154.25
8.0,48.0,323.0,-3.0,123.0,14.0,no,1.0,68.0,76809.4296875
8.0,52.0,366.0,-3.0,115.0,10.0,no,1.0,63.0,76717.65625
9.0,54.0,403.0,-2.0,109.0,7.0,no,1.0,61.0,77200.0234375
8.0,54.0,405.0,-3.0,116.0,9.0,no,1.0,61.0,76747.6015625
8.0,51.0,336.0,-2.0,114.0,11.0,no,1.0,65.0,77058.7734375
8.0,49.0,342.0,-3.0,123.0,13.0,no,1.0,65.0,76658.2421875
8.0,50.0,335.0,-3.0,118.0,12.0,no,1.0,66.0,76650.5703125
8.0,32.0,388.0,-2.0,100.0,16.0,no,1.0,21.0,76939.5546875
9.0,32.0,303.0,-2.0,101.0,19.0,no,1.0,18.0,76816.890625
8.0,32.0,355.0,-2.0,100.0,18.0,no,1.0,30.0,76859.90625
9.0,32.0,281.0,-2.0,100.0,20.0,no,1.0,30.0,76778.015625
9.0,32.0,326.0,-2.0,100.0,19.0,no,1.0,21.0,76816.7734375
9.0,33.0,326.0,-2.0,100.0,17.0,no,1.0,29.0,76894.828125
