replBacklogSize,hashMaxZiplistValue,hashMaxZiplistEntries,listMaxZiplistSize,activeDefragIgnoreBytes,activeDefragThresholdLower,replDisableTcpNodelay,hllSparseMaxBytes,hz,PERF
1,37,366,-4,293,11,yes,2189,270,72052.68000000001
6,37,556,-5,232,16,yes,2066,376,71112.26333333335
1,110,757,-1,134,11,yes,722,159,75240.03333333333
11,36,857,-1,114,15,no,1347,284,75067.34333333334
6,71,856,-5,170,11,no,4802,167,70806.10333333333
10,119,393,-3,135,20,no,4009,309,72589.37999999999
6,35,325,-2,179,11,no,3282,426,75063.92333333334
3,121,463,-2,201,16,no,1904,379,73537.56000000001
4,49,637,-5,253,12,yes,1186,211,69368.90000000001
2,55,321,-2,107,12,yes,2143,3,73072.89666666667
3,82,887,-5,116,5,no,1851,90,74542.54666666668
6,115,789,-3,117,15,no,75,211,80729.69666666667
3,107,467,-1,187,16,no,3178,358,77721.25333333334
11,62,462,-5,182,12,yes,3128,437,70317.77333333333
6,93,779,-3,169,9,no,2832,103,79901.00333333334
8,102,580,-5,188,17,yes,3988,2,76414.23333333334
7,111,518,-1,127,19,no,3315,31,74646.45333333334
4,103,927,-1,163,18,yes,2832,420,64068.48999999999
9,83,885,-5,106,8,yes,1011,413,58488.799999999996
11,50,793,-1,262,7,no,869,463,69042.00333333334
4,82,491,-1,259,13,yes,4581,217,74838.85
2,84,562,-4,134,6,yes,4148,75,79091.53
9,122,901,-1,100,19,yes,3147,418,78803.22333333334
11,70,336,-2,249,11,yes,1578,343,71251.13333333332
8,67,633,-2,257,19,no,3770,423,75803.99666666666
3,88,797,-4,291,13,no,4756,36,73947.98666666666
11,67,629,-2,160,10,no,4424,200,76858.41
8,64,554,-5,297,14,yes,2123,120,71019.83666666667
1,124,619,-5,164,19,yes,1819,369,77168.06
3,68,478,-5,215,9,yes,2910,459,75940.48666666668
3,59,806,-3,154,10,yes,4707,319,80517.66333333333
6,122,990,-3,141,19,no,3819,70,74098.47333333334
10,37,919,-1,122,7,yes,1646,274,82046.88
4,43,925,-1,233,18,no,1894,12,80970.10333333333
3,88,732,-4,143,5,no,2275,164,71673.65333333334
3,111,971,-4,215,15,yes,2966,32,75262.87
7,122,396,-2,297,12,yes,1473,257,73975.20000000001
9,101,726,-1,148,17,no,3608,34,74274.78333333334
3,53,868,-3,219,16,yes,2816,315,67567.57
2,108,368,-2,165,10,no,603,465,73548.14666666667
8,112,737,-5,285,5,yes,397,288,74314.57666666668
7,94,572,-3,298,13,yes,3552,333,80560.84666666666
11,103,491,-2,178,12,no,56,40,75794.89
2,34,797,-5,207,8,yes,2382,497,82582.43000000001
3,113,281,-2,206,16,no,2983,384,71612.44
7,62,319,-2,257,17,no,4563,17,72958.36666666668
4,64,674,-1,252,9,no,3117,366,75855.58666666667
5,43,670,-1,300,16,no,149,339,64871.506666666675
9,106,958,-5,243,8,no,1434,223,71161.40666666666
7,37,594,-4,181,8,no,3027,484,79029.02666666667
10,33,529,-5,292,18,yes,4162,9,73286.71333333333
1,80,499,-5,284,15,no,3975,490,74712.51
1,39,356,-1,244,15,no,4873,265,72401.23333333332
1,101,718,-1,213,18,no,3874,314,74157.31
7,39,912,-2,296,19,yes,341,205,76067.33
2,99,709,-4,283,15,yes,2561,246,76737.01333333334
7,80,606,-4,174,16,no,1031,372,79609.44666666667
4,84,630,-5,292,9,no,4880,60,69620.36666666667
4,88,539,-2,267,15,no,1564,415,68854.57
2,68,305,-4,279,9,no,1381,465,56353.44666666668
5,117,556,-2,252,20,yes,4192,419,67923.65000000001
11,76,838,-2,189,18,no,4281,306,72258.10666666667
6,65,264,-5,188,11,yes,801,167,75284.75
3,47,415,-3,233,19,no,2433,211,70726.51333333332
3,102,458,-4,112,5,no,2217,367,73010.68333333333
1,50,508,-5,276,11,yes,4325,483,76962.13666666667
11,119,782,-2,264,14,yes,803,278,74084.86666666665
