replBacklogSize,hashMaxZiplistValue,hashMaxZiplistEntries,listMaxZiplistSize,activeDefragIgnoreBytes,activeDefragThresholdLower,replDisableTcpNodelay,hllSparseMaxBytes,hz,PERF
6.0,39.0,292.0,-3.0,122.0,16.0,no,0.0,49.0,76967.640625
6.0,40.0,294.0,-3.0,118.0,16.0,no,0.0,35.0,77022.9140625
6.0,39.0,293.0,-3.0,120.0,16.0,no,0.0,44.0,76980.65625
7.0,36.0,301.0,-3.0,114.0,16.0,no,0.0,37.0,76936.25
6.0,37.0,298.0,-3.0,114.0,16.0,no,0.0,32.0,76966.5703125
5.0,34.0,316.0,-3.0,121.0,12.0,no,1.0,12.0,76731.125
6.0,33.0,326.0,-3.0,126.0,15.0,no,1.0,16.0,76658.3359375
6.0,35.0,322.0,-3.0,124.0,14.0,no,1.0,11.0,76645.9375
6.0,32.0,324.0,-3.0,125.0,13.0,no,1.0,15.0,76705.859375
5.0,32.0,325.0,-3.0,123.0,12.0,no,1.0,17.0,76745.5
4.0,40.0,290.0,-3.0,119.0,17.0,no,1.0,0.0,76763.1953125
5.0,39.0,296.0,-3.0,121.0,17.0,no,1.0,0.0,77203.0546875
5.0,38.0,304.0,-3.0,120.0,17.0,no,1.0,0.0,77181.890625
5.0,41.0,300.0,-3.0,123.0,17.0,no,1.0,0.0,77245.28125
4.0,41.0,285.0,-3.0,121.0,17.0,no,1.0,0.0,76780.5078125
7.0,32.0,352.0,-3.0,120.0,17.0,no,1.0,25.0,77005.1328125
7.0,32.0,339.0,-3.0,125.0,17.0,no,0.0,30.0,76980.71875
6.0,32.0,334.0,-3.0,118.0,16.0,no,1.0,39.0,76818.6953125
6.0,32.0,326.0,-3.0,123.0,17.0,no,1.0,42.0,76975.5703125
6.0,32.0,330.0,-3.0,122.0,17.0,no,1.0,37.0,76984.734375
4.0,32.0,344.0,-3.0,124.0,11.0,no,1.0,0.0,76905.5234375
4.0,32.0,346.0,-3.0,124.0,11.0,no,1.0,0.0,76905.5234375
4.0,34.0,327.0,-3.0,123.0,13.0,no,0.0,0.0,76811.421875
4.0,32.0,336.0,-3.0,124.0,12.0,no,0.0,0.0,76864.6015625
4.0,36.0,320.0,-3.0,123.0,13.0,no,0.0,0.0,76800.015625
7.0,38.0,274.0,-3.0,129.0,14.0,no,1.0,49.0,76642.375
7.0,36.0,280.0,-3.0,126.0,14.0,no,0.0,62.0,76654.4609375
7.0,38.0,272.0,-3.0,128.0,14.0,no,0.0,56.0,76643.2109375
8.0,37.0,292.0,-3.0,122.0,16.0,no,1.0,61.0,76904.828125
6.0,38.0,262.0,-3.0,135.0,12.0,no,0.0,44.0,76728.3359375
7.0,35.0,319.0,-3.0,122.0,17.0,no,1.0,13.0,77085.3515625
9.0,43.0,300.0,-3.0,113.0,17.0,no,1.0,26.0,77305.7578125
7.0,36.0,313.0,-3.0,121.0,17.0,no,1.0,14.0,77113.109375
7.0,36.0,305.0,-3.0,120.0,18.0,no,1.0,11.0,77299.4296875
8.0,38.0,306.0,-3.0,118.0,17.0,no,1.0,16.0,77172.4375
8.0,34.0,306.0,-3.0,135.0,14.0,no,1.0,19.0,76663.28125
8.0,33.0,300.0,-3.0,136.0,14.0,no,1.0,19.0,76669.84375
8.0,34.0,298.0,-3.0,135.0,14.0,no,1.0,19.0,76663.265625
8.0,34.0,300.0,-3.0,136.0,14.0,no,1.0,19.0,76664.1484375
8.0,35.0,294.0,-3.0,134.0,13.0,no,1.0,19.0,76697.59375
8.0,32.0,450.0,0.0,-1.0,100.0,no,20.0,1.0,80345.9921875
8.0,32.0,435.0,0.0,-1.0,100.0,no,20.0,1.0,80345.9921875
9.0,32.0,409.0,0.0,-1.0,100.0,no,20.0,1.0,80345.9921875
8.0,32.0,456.0,0.0,-1.0,100.0,no,20.0,1.0,80345.9921875
8.0,32.0,457.0,0.0,-1.0,100.0,no,20.0,1.0,80345.9921875
8.0,32.0,463.0,0.0,-1.0,100.0,no,20.0,1.0,80345.9921875
8.0,32.0,433.0,0.0,-1.0,100.0,no,20.0,1.0,80345.9921875
8.0,32.0,471.0,0.0,-1.0,100.0,no,20.0,1.0,80345.9921875
8.0,32.0,523.0,0.0,-1.0,100.0,no,20.0,1.0,80345.9921875
8.0,32.0,457.0,0.0,-1.0,100.0,no,20.0,1.0,80345.9921875
