StartServers,MinSpareServers,MaxSpareServers,MaxRequestWorkers,MaxRequestsPerChild,PERF
2.0,4.0,13.0,740.0,743.0,3609.4111
1.0,7.0,11.0,646.0,131.0,4466.051
9.0,4.0,13.0,744.0,214.0,4378.9053
4.0,10.0,14.0,460.0,250.0,4259.412
4.0,5.0,12.0,449.0,834.0,4332.7334
3.0,10.0,14.0,559.0,667.0,4305.176
2.0,2.0,11.0,471.0,382.0,4236.397
10.0,10.0,11.0,799.0,292.0,4398.7837
5.0,7.0,16.0,265.0,851.0,4204.5273
1.0,8.0,13.0,22.0,441.0,3844.0095
2.0,4.0,13.0,740.0,743.0,3609.4111
1.0,7.0,11.0,646.0,131.0,4466.051
9.0,4.0,13.0,744.0,214.0,4378.9053
4.0,10.0,14.0,460.0,250.0,4259.412
4.0,5.0,12.0,449.0,834.0,4332.7334
3.0,10.0,14.0,559.0,667.0,4305.176
2.0,2.0,11.0,471.0,382.0,4236.397
10.0,10.0,11.0,799.0,292.0,4398.7837
5.0,7.0,16.0,265.0,851.0,4204.5273
1.0,8.0,13.0,22.0,441.0,3844.0095
3.0,5.0,13.0,739.0,743.0,4248.8755
1.0,8.0,11.0,646.0,130.0,4491.467
9.0,4.0,13.0,743.0,213.0,4378.8438
8.0,9.0,13.0,461.0,250.0,4306.673
5.0,5.0,12.0,450.0,835.0,4298.9863
3.0,10.0,14.0,558.0,667.0,4305.8105
2.0,1.0,12.0,470.0,382.0,3899.4343
10.0,9.0,12.0,799.0,292.0,4387.3457
6.0,6.0,16.0,297.0,850.0,4138.6113
1.0,8.0,13.0,23.0,441.0,3844.7449
3.0,5.0,13.0,739.0,743.0,4248.8755
1.0,8.0,11.0,646.0,130.0,4491.467
9.0,4.0,13.0,743.0,213.0,4378.8438
8.0,9.0,13.0,461.0,250.0,4306.673
4.0,5.0,12.0,450.0,835.0,4333.536
3.0,10.0,14.0,495.0,667.0,4316.4307
2.0,1.0,12.0,250.0,382.0,4197.4155
10.0,9.0,12.0,799.0,292.0,4387.3457
6.0,5.0,16.0,297.0,850.0,4175.761
1.0,8.0,13.0,23.0,441.0,3844.7449
3.0,5.0,13.0,739.0,743.0,4248.8755
1.0,8.0,11.0,646.0,130.0,4491.467
9.0,4.0,13.0,743.0,213.0,4378.8438
8.0,9.0,13.0,461.0,250.0,4306.673
4.0,5.0,12.0,450.0,835.0,4333.536
3.0,10.0,14.0,495.0,667.0,4316.4307
2.0,1.0,12.0,250.0,382.0,4197.4155
10.0,9.0,12.0,799.0,292.0,4387.3457
6.0,5.0,14.0,297.0,850.0,4177.9775
1.0,8.0,13.0,23.0,441.0,3844.7449
3.0,5.0,13.0,739.0,743.0,4248.8755
1.0,8.0,11.0,646.0,130.0,4491.467
9.0,4.0,13.0,743.0,213.0,4378.8438
8.0,9.0,13.0,461.0,250.0,4306.673
4.0,5.0,12.0,450.0,835.0,4333.536
3.0,10.0,14.0,495.0,667.0,4316.4307
2.0,1.0,12.0,250.0,382.0,4197.4155
10.0,9.0,12.0,799.0,292.0,4387.3457
6.0,5.0,14.0,297.0,850.0,4177.9775
1.0,6.0,13.0,23.0,441.0,3891.8835
3.0,5.0,13.0,739.0,743.0,4248.8755
1.0,8.0,11.0,646.0,130.0,4491.467
9.0,4.0,13.0,743.0,213.0,4378.8438
8.0,9.0,13.0,461.0,250.0,4306.673
4.0,5.0,12.0,450.0,835.0,4333.536
3.0,10.0,14.0,495.0,667.0,4316.4307
2.0,1.0,12.0,250.0,382.0,4197.4155
10.0,9.0,12.0,799.0,292.0,4387.3457
6.0,5.0,14.0,297.0,850.0,4177.9775
1.0,6.0,13.0,23.0,441.0,3891.8835
3.0,5.0,13.0,739.0,743.0,4248.8755
1.0,8.0,11.0,646.0,130.0,4491.467
9.0,4.0,13.0,743.0,213.0,4378.8438
8.0,9.0,13.0,461.0,250.0,4306.673
4.0,5.0,12.0,450.0,835.0,4333.536
3.0,10.0,14.0,495.0,667.0,4316.4307
2.0,1.0,12.0,250.0,382.0,4197.4155
10.0,9.0,12.0,799.0,292.0,4387.3457
6.0,5.0,14.0,776.0,850.0,4422.1787
1.0,6.0,13.0,23.0,441.0,3891.8835
3.0,5.0,13.0,739.0,743.0,4248.8755
1.0,8.0,11.0,646.0,130.0,4491.467
9.0,4.0,13.0,743.0,213.0,4378.8438
8.0,9.0,13.0,461.0,250.0,4306.673
4.0,5.0,12.0,450.0,835.0,4333.536
3.0,10.0,17.0,495.0,667.0,4293.742
2.0,1.0,12.0,250.0,382.0,4197.4155
10.0,9.0,12.0,799.0,292.0,4387.3457
6.0,5.0,14.0,776.0,850.0,4422.1787
1.0,6.0,13.0,1.0,441.0,3875.5408
3.0,5.0,13.0,739.0,743.0,4248.8755
1.0,8.0,11.0,646.0,130.0,4491.467
9.0,4.0,13.0,743.0,213.0,4378.8438
8.0,9.0,13.0,461.0,250.0,4306.673
4.0,5.0,12.0,450.0,835.0,4333.536
3.0,10.0,17.0,638.0,667.0,4284.168
2.0,1.0,12.0,250.0,382.0,4197.4155
10.0,9.0,12.0,799.0,292.0,4387.3457
6.0,5.0,14.0,776.0,850.0,4422.1787
1.0,6.0,14.0,1.0,441.0,3865.9363
3.0,5.0,13.0,739.0,743.0,4248.8755
1.0,8.0,11.0,646.0,130.0,4491.467
9.0,4.0,13.0,743.0,213.0,4378.8438
8.0,9.0,13.0,461.0,250.0,4306.673
4.0,5.0,12.0,450.0,835.0,4333.536
3.0,10.0,17.0,638.0,667.0,4284.168
2.0,1.0,12.0,250.0,382.0,4197.4155
10.0,9.0,12.0,799.0,292.0,4387.3457
6.0,5.0,14.0,776.0,850.0,4422.1787
1.0,6.0,14.0,1.0,441.0,3865.9363
3.0,8.0,13.0,319.0,743.0,4323.57
1.0,8.0,11.0,646.0,130.0,4491.467
9.0,4.0,13.0,743.0,213.0,4378.8438
8.0,9.0,13.0,461.0,250.0,4306.673
4.0,5.0,12.0,450.0,835.0,4333.536
3.0,10.0,17.0,563.0,667.0,4327.312
2.0,3.0,12.0,250.0,382.0,4135.5356
10.0,9.0,12.0,799.0,292.0,4387.3457
6.0,5.0,14.0,776.0,850.0,4422.1787
1.0,6.0,14.0,1.0,441.0,3865.9363
3.0,8.0,13.0,319.0,743.0,4323.57
1.0,8.0,11.0,646.0,130.0,4491.467
9.0,4.0,13.0,743.0,213.0,4378.8438
8.0,9.0,13.0,461.0,250.0,4306.673
2.0,5.0,12.0,450.0,835.0,4454.008
3.0,10.0,17.0,563.0,667.0,4327.312
2.0,3.0,12.0,1.0,382.0,4030.64
10.0,9.0,12.0,799.0,292.0,4387.3457
6.0,5.0,14.0,776.0,850.0,4422.1787
1.0,6.0,16.0,1.0,441.0,3844.8232
3.0,8.0,13.0,319.0,743.0,4323.57
1.0,8.0,11.0,646.0,130.0,4491.467
9.0,4.0,13.0,743.0,213.0,4378.8438
8.0,9.0,13.0,461.0,250.0,4306.673
2.0,5.0,12.0,450.0,835.0,4454.008
3.0,10.0,17.0,563.0,667.0,4327.312
1.0,3.0,12.0,1.0,382.0,3962.2576
10.0,9.0,12.0,799.0,292.0,4387.3457
6.0,5.0,14.0,776.0,850.0,4422.1787
1.0,8.0,15.0,1.0,441.0,3811.4055
3.0,8.0,13.0,319.0,743.0,4323.57
1.0,8.0,11.0,646.0,130.0,4491.467
8.0,4.0,13.0,743.0,213.0,4384.657
8.0,9.0,13.0,461.0,250.0,4306.673
2.0,5.0,12.0,450.0,835.0,4454.008
3.0,10.0,17.0,563.0,667.0,4327.312
1.0,5.0,12.0,1.0,382.0,3833.8943
10.0,9.0,12.0,799.0,292.0,4387.3457
6.0,5.0,14.0,776.0,850.0,4422.1787
2.0,8.0,13.0,37.0,149.0,4124.804
3.0,8.0,13.0,319.0,743.0,4323.57
1.0,8.0,11.0,646.0,130.0,4491.467
8.0,4.0,13.0,743.0,213.0,4384.657
8.0,9.0,13.0,461.0,250.0,4306.673
2.0,5.0,12.0,450.0,835.0,4454.008
3.0,10.0,17.0,563.0,667.0,4327.312
1.0,5.0,12.0,1.0,382.0,3833.8943
10.0,9.0,12.0,799.0,292.0,4387.3457
6.0,5.0,14.0,776.0,850.0,4422.1787
2.0,8.0,13.0,1.0,149.0,4022.088
3.0,8.0,13.0,319.0,743.0,4323.57
1.0,8.0,11.0,646.0,130.0,4491.467
8.0,4.0,13.0,743.0,213.0,4384.657
8.0,9.0,13.0,461.0,250.0,4306.673
2.0,5.0,12.0,450.0,835.0,4454.008
3.0,10.0,13.0,563.0,667.0,4287.5083
1.0,5.0,12.0,212.0,382.0,3998.0215
10.0,9.0,12.0,799.0,292.0,4387.3457
6.0,5.0,14.0,776.0,850.0,4422.1787
2.0,8.0,13.0,1.0,149.0,4022.088
3.0,8.0,13.0,319.0,743.0,4323.57
1.0,8.0,11.0,646.0,130.0,4491.467
