StartServers,MinSpareServers,MaxSpareServers,MaxRequestWorkers,MaxRequestsPerChild,PERF
4.0,3.0,13.0,960.0,777.0,1079.5353
3.0,5.0,18.0,839.0,851.0,4158.9956
2.0,4.0,13.0,740.0,743.0,3609.4111
3.0,10.0,15.0,500.0,422.0,4150.416
2.0,9.0,20.0,135.0,945.0,4437.7114
4.0,3.0,13.0,960.0,777.0,1079.5353
3.0,5.0,18.0,839.0,851.0,4158.9956
2.0,4.0,13.0,740.0,743.0,3609.4111
3.0,10.0,15.0,500.0,422.0,4150.416
2.0,9.0,20.0,135.0,945.0,4437.7114
8.0,5.0,11.0,960.0,1000.0,3970.3247
3.0,5.0,17.0,839.0,851.0,4144.876
3.0,2.0,13.0,740.0,743.0,1083.2385
3.0,10.0,16.0,501.0,421.0,4154.127
3.0,9.0,20.0,136.0,945.0,4422.087
8.0,5.0,11.0,960.0,1000.0,3970.3247
3.0,5.0,17.0,839.0,851.0,4144.876
2.0,1.0,13.0,1000.0,743.0,1078.9999
3.0,10.0,16.0,501.0,421.0,4154.127
3.0,9.0,20.0,136.0,945.0,4422.087
8.0,5.0,11.0,960.0,526.0,4272.633
3.0,5.0,17.0,839.0,851.0,4144.876
2.0,5.0,13.0,1000.0,1000.0,1079.53
3.0,10.0,16.0,501.0,421.0,4154.127
3.0,9.0,20.0,136.0,945.0,4422.087
8.0,5.0,11.0,960.0,526.0,4272.633
3.0,5.0,17.0,839.0,851.0,4144.876
6.0,1.0,11.0,1000.0,715.0,1078.9999
3.0,10.0,16.0,501.0,421.0,4154.127
3.0,9.0,20.0,136.0,945.0,4422.087
8.0,5.0,11.0,960.0,526.0,4272.633
3.0,5.0,17.0,839.0,851.0,4144.876
10.0,5.0,13.0,859.0,429.0,4362.423
3.0,10.0,16.0,501.0,421.0,4154.127
3.0,9.0,20.0,136.0,945.0,4422.087
8.0,5.0,11.0,960.0,526.0,4272.633
3.0,5.0,17.0,839.0,851.0,4144.876
10.0,5.0,13.0,859.0,429.0,4362.423
3.0,10.0,16.0,501.0,421.0,4154.127
3.0,9.0,20.0,136.0,945.0,4422.087
8.0,5.0,11.0,960.0,526.0,4272.633
3.0,8.0,17.0,839.0,851.0,4253.9375
10.0,5.0,13.0,859.0,429.0,4362.423
3.0,10.0,16.0,501.0,421.0,4154.127
3.0,9.0,20.0,136.0,945.0,4422.087
8.0,5.0,11.0,960.0,526.0,4272.633
3.0,8.0,17.0,839.0,851.0,4253.9375
10.0,5.0,13.0,859.0,429.0,4362.423
3.0,10.0,16.0,501.0,421.0,4154.127
3.0,9.0,20.0,136.0,945.0,4422.087
8.0,5.0,11.0,960.0,526.0,4272.633
3.0,4.0,17.0,839.0,851.0,3523.3223
10.0,5.0,13.0,859.0,429.0,4362.423
3.0,10.0,16.0,501.0,421.0,4154.127
3.0,9.0,20.0,136.0,945.0,4422.087
8.0,5.0,11.0,960.0,526.0,4272.633
3.0,4.0,17.0,839.0,851.0,3523.3223
10.0,5.0,13.0,859.0,429.0,4362.423
2.0,10.0,16.0,501.0,421.0,4196.292
3.0,9.0,20.0,136.0,945.0,4422.087
8.0,5.0,11.0,960.0,526.0,4272.633
2.0,4.0,18.0,839.0,851.0,2680.179
10.0,5.0,13.0,859.0,429.0,4362.423
2.0,10.0,16.0,501.0,421.0,4196.292
3.0,9.0,20.0,136.0,945.0,4422.087
8.0,5.0,11.0,960.0,526.0,4272.633
2.0,4.0,15.0,839.0,851.0,1165.208
10.0,5.0,13.0,859.0,429.0,4362.423
2.0,10.0,16.0,501.0,421.0,4196.292
3.0,9.0,20.0,136.0,945.0,4422.087
8.0,5.0,11.0,960.0,526.0,4272.633
2.0,4.0,15.0,853.0,1000.0,1083.5006
10.0,5.0,13.0,859.0,429.0,4362.423
2.0,10.0,16.0,501.0,421.0,4196.292
3.0,9.0,20.0,136.0,945.0,4422.087
8.0,5.0,11.0,960.0,526.0,4272.633
1.0,1.0,15.0,853.0,1000.0,1079.0564
10.0,5.0,13.0,859.0,429.0,4362.423
4.0,10.0,16.0,501.0,421.0,4125.108
3.0,9.0,20.0,136.0,945.0,4422.087
8.0,5.0,11.0,960.0,526.0,4272.633
1.0,1.0,15.0,1000.0,742.0,1079.0028
10.0,5.0,13.0,859.0,429.0,4362.423
4.0,10.0,16.0,501.0,421.0,4125.108
3.0,9.0,20.0,136.0,945.0,4422.087
8.0,5.0,11.0,960.0,526.0,4272.633
3.0,1.0,15.0,1000.0,516.0,1078.9999
10.0,5.0,13.0,859.0,429.0,4362.423
4.0,10.0,16.0,501.0,421.0,4125.108
3.0,9.0,20.0,136.0,945.0,4422.087
8.0,5.0,11.0,960.0,526.0,4272.633
1.0,5.0,18.0,1000.0,239.0,4350.9336
10.0,5.0,13.0,859.0,429.0,4362.423
4.0,10.0,16.0,501.0,421.0,4125.108
3.0,9.0,20.0,136.0,945.0,4422.087
8.0,5.0,11.0,960.0,526.0,4272.633
1.0,9.0,18.0,1000.0,239.0,4447.422
10.0,5.0,13.0,859.0,429.0,4362.423
4.0,10.0,16.0,501.0,786.0,4325.419
3.0,9.0,20.0,136.0,945.0,4422.087
