StartServers,MinSpareServers,MaxSpareServers,MaxRequestWorkers,MaxRequestsPerChild,PERF
8.0,4.0,14.0,130.0,338.0,4427.89
8.0,1.0,18.0,873.0,51.0,4015.5
4.0,5.0,20.0,436.0,122.0,4246.26
4.0,5.0,20.0,290.0,520.0,3580.58
5.0,2.0,17.0,100.0,907.0,4400.08
5.0,8.0,14.0,461.0,147.0,4341.41
2.0,1.0,16.0,890.0,654.0,3913.21
5.0,10.0,16.0,793.0,309.0,4432.44
6.0,7.0,14.0,103.0,938.0,4369.21
7.0,5.0,19.0,876.0,947.0,4022.0
10.0,3.0,16.0,576.0,153.0,3856.96
9.0,10.0,18.0,853.0,576.0,4201.66
9.0,5.0,14.0,590.0,88.0,4263.96
8.0,10.0,19.0,915.0,648.0,4292.66
5.0,2.0,11.0,833.0,582.0,4255.38
4.0,2.0,17.0,549.0,914.0,4015.78
6.0,10.0,19.0,571.0,789.0,3811.67
8.0,3.0,14.0,99.0,722.0,3936.36
6.0,7.0,11.0,382.0,194.0,4033.27
4.0,8.0,19.0,805.0,508.0,3907.73
10.0,8.0,15.0,481.0,907.0,4311.36
3.0,10.0,11.0,823.0,258.0,4357.24
1.0,8.0,20.0,274.0,935.0,4039.18
7.0,3.0,11.0,24.0,944.0,4456.23
3.0,7.0,11.0,697.0,784.0,4499.98
5.0,1.0,14.0,594.0,746.0,3542.3
6.0,10.0,13.0,755.0,142.0,4232.22
5.0,5.0,18.0,288.0,156.0,3571.13
3.0,4.0,18.0,269.0,727.0,3849.36
7.0,1.0,19.0,910.0,455.0,4256.7
5.0,1.0,18.0,857.0,980.0,4287.86
7.0,1.0,19.0,462.0,455.0,4281.02
6.0,1.0,17.0,175.0,630.0,4372.85
1.0,7.0,19.0,896.0,271.0,4249.61
5.0,4.0,17.0,182.0,456.0,4422.33
10.0,10.0,15.0,880.0,780.0,3592.09
4.0,7.0,13.0,448.0,76.0,3603.49
4.0,3.0,14.0,939.0,104.0,3588.38
4.0,1.0,12.0,568.0,533.0,4016.74
3.0,2.0,20.0,434.0,175.0,3647.25
5.0,10.0,12.0,328.0,555.0,4342.09
5.0,3.0,11.0,547.0,973.0,3916.76
6.0,9.0,11.0,289.0,990.0,3702.42
9.0,2.0,19.0,145.0,248.0,4407.61
10.0,6.0,20.0,957.0,311.0,4362.22
9.0,7.0,14.0,587.0,729.0,4240.71
3.0,4.0,12.0,623.0,782.0,3939.15
10.0,6.0,16.0,717.0,923.0,3926.18
3.0,9.0,12.0,418.0,542.0,3898.62
7.0,3.0,14.0,382.0,512.0,4135.05
4.0,2.0,20.0,23.0,601.0,4135.59
5.0,8.0,16.0,527.0,981.0,4436.12
5.0,2.0,17.0,77.0,785.0,4390.23
3.0,2.0,13.0,312.0,133.0,3911.44
5.0,2.0,17.0,284.0,622.0,4498.42
7.0,6.0,16.0,768.0,670.0,3929.61
6.0,9.0,16.0,483.0,471.0,3860.38
2.0,10.0,17.0,413.0,257.0,4426.61
