StartServers,MinSpareServers,MaxSpareServers,MaxRequestWorkers,MaxRequestsPerChild,PERF
10.0,10.0,13.0,831.0,865.0,4368.6484
3.0,2.0,17.0,130.0,654.0,4211.4697
4.0,9.0,19.0,407.0,663.0,4056.9146
8.0,9.0,12.0,867.0,424.0,4216.201
9.0,1.0,12.0,242.0,411.0,3994.584
5.0,2.0,18.0,48.0,197.0,4085.6755
4.0,9.0,18.0,621.0,816.0,4329.6343
7.0,9.0,15.0,530.0,252.0,4281.2285
3.0,4.0,11.0,399.0,306.0,4260.36
5.0,2.0,20.0,739.0,605.0,4072.501
10.0,10.0,13.0,831.0,865.0,4368.6484
3.0,2.0,17.0,130.0,654.0,4211.4697
4.0,9.0,19.0,407.0,663.0,4056.9146
8.0,9.0,12.0,867.0,424.0,4216.201
9.0,1.0,12.0,242.0,411.0,3994.584
5.0,2.0,18.0,48.0,197.0,4085.6755
4.0,9.0,18.0,621.0,816.0,4329.6343
7.0,9.0,15.0,530.0,252.0,4281.2285
3.0,4.0,11.0,399.0,306.0,4260.36
5.0,2.0,20.0,739.0,605.0,4072.501
10.0,10.0,13.0,832.0,865.0,4368.7314
4.0,1.0,18.0,130.0,654.0,4164.566
4.0,8.0,20.0,407.0,662.0,4027.754
7.0,8.0,13.0,867.0,424.0,4147.4526
10.0,1.0,12.0,241.0,412.0,3969.5542
5.0,1.0,19.0,458.0,198.0,4271.7295
5.0,9.0,19.0,622.0,816.0,4231.986
6.0,9.0,15.0,529.0,252.0,4271.118
3.0,4.0,12.0,398.0,307.0,4224.2695
5.0,2.0,17.0,739.0,604.0,4061.0798
10.0,10.0,13.0,832.0,865.0,4368.7314
5.0,1.0,18.0,130.0,654.0,4140.633
4.0,8.0,20.0,407.0,662.0,4027.754
7.0,8.0,13.0,867.0,424.0,4147.4526
10.0,1.0,12.0,241.0,412.0,3969.5542
5.0,1.0,19.0,415.0,198.0,4260.7954
5.0,9.0,19.0,622.0,816.0,4231.986
6.0,9.0,15.0,529.0,252.0,4271.118
3.0,4.0,12.0,398.0,307.0,4224.2695
5.0,2.0,17.0,739.0,604.0,4061.0798
10.0,10.0,13.0,832.0,865.0,4368.7314
5.0,1.0,18.0,130.0,654.0,4140.633
4.0,8.0,20.0,407.0,662.0,4027.754
7.0,8.0,13.0,867.0,424.0,4147.4526
10.0,1.0,12.0,241.0,412.0,3969.5542
5.0,1.0,19.0,415.0,198.0,4260.7954
5.0,9.0,19.0,622.0,816.0,4231.986
6.0,9.0,15.0,529.0,252.0,4271.118
3.0,4.0,12.0,398.0,307.0,4224.2695
5.0,2.0,17.0,739.0,604.0,4061.0798
10.0,10.0,13.0,832.0,865.0,4368.7314
5.0,1.0,18.0,130.0,654.0,4140.633
4.0,8.0,20.0,407.0,662.0,4027.754
7.0,8.0,13.0,867.0,424.0,4147.4526
10.0,1.0,12.0,241.0,412.0,3969.5542
5.0,1.0,19.0,415.0,198.0,4260.7954
5.0,9.0,19.0,622.0,816.0,4231.986
6.0,9.0,16.0,529.0,252.0,4274.3867
3.0,4.0,12.0,398.0,307.0,4224.2695
5.0,2.0,17.0,739.0,604.0,4061.0798
10.0,10.0,13.0,832.0,865.0,4368.7314
