StartServers,MinSpareServers,MaxSpareServers,MaxRequestWorkers,MaxRequestsPerChild,PERF
4.0,7.0,12.0,22.0,329.0,3758.261474609375
3.0,7.0,14.0,52.0,603.0,4074.558349609375
3.0,7.0,12.0,20.0,460.0,3837.802001953125
4.0,7.0,13.0,41.0,406.0,3808.907958984375
5.0,7.0,12.0,36.0,295.0,3849.7255859375
4.0,7.0,11.0,1.0,165.0,3831.6845703125
5.0,6.0,11.0,1.0,188.0,3942.913330078125
4.0,7.0,11.0,1.0,154.0,3865.269775390625
4.0,7.0,11.0,1.0,155.0,3862.1826171875
5.0,7.0,11.0,1.0,165.0,3991.494140625
3.0,7.0,14.0,35.0,155.0,4009.121337890625
5.0,7.0,14.0,50.0,170.0,4125.76220703125
4.0,7.0,14.0,32.0,154.0,4016.282958984375
3.0,7.0,14.0,36.0,158.0,3986.555908203125
4.0,7.0,14.0,36.0,156.0,4021.33984375
2.0,9.0,13.0,73.0,81.0,4530.5458984375
2.0,8.0,12.0,39.0,122.0,4315.22900390625
2.0,9.0,13.0,54.0,104.0,4482.1259765625
2.0,8.0,13.0,48.0,112.0,4451.6845703125
2.0,9.0,13.0,53.0,106.0,4478.0537109375
2.0,9.0,12.0,37.0,135.0,4162.625
2.0,9.0,12.0,28.0,129.0,4198.9970703125
2.0,9.0,13.0,35.0,133.0,4283.79345703125
2.0,9.0,12.0,35.0,134.0,4166.84765625
2.0,9.0,12.0,35.0,141.0,4085.515625
2.0,9.0,12.0,39.0,141.0,4100.3310546875
2.0,9.0,12.0,36.0,139.0,4112.541015625
2.0,9.0,12.0,39.0,140.0,4111.9912109375
2.0,9.0,12.0,38.0,141.0,4096.626953125
2.0,10.0,12.0,49.0,148.0,4088.566162109375
2.0,10.0,13.0,45.0,149.0,4150.1826171875
2.0,10.0,13.0,42.0,149.0,4139.9765625
2.0,10.0,13.0,43.0,149.0,4143.37841796875
2.0,8.0,12.0,39.0,138.0,4132.4990234375
2.0,8.0,12.0,37.0,139.0,4115.65234375
2.0,8.0,12.0,39.0,139.0,4121.38037109375
2.0,8.0,12.0,39.0,141.0,4099.0517578125
2.0,9.0,12.0,42.0,142.0,4099.779296875
2.0,9.0,13.0,36.0,134.0,4275.9697265625
2.0,10.0,13.0,38.0,137.0,4262.1572265625
2.0,9.0,14.0,55.0,102.0,4509.1044921875
2.0,9.0,14.0,56.0,101.0,4511.2265625
2.0,10.0,14.0,53.0,101.0,4523.533203125
2.0,10.0,14.0,55.0,103.0,4520.0078125
2.0,9.0,14.0,54.0,100.0,4512.7421875
2.0,10.0,14.0,53.0,104.0,4517.5830078125
2.0,9.0,14.0,53.0,100.0,4512.5390625
2.0,9.0,14.0,53.0,104.0,4504.8603515625
2.0,10.0,14.0,51.0,101.0,4523.09033203125
2.0,9.0,14.0,51.0,100.0,4512.1337890625
