StartServers,MinSpareServers,MaxSpareServers,MaxRequestWorkers,MaxRequestsPerChild,PERF
4.0,7.0,11.0,761.0,66.0,4415.159
1.0,4.0,12.0,968.0,583.0,1079.3094
3.0,7.0,13.0,555.0,985.0,4429.34
2.0,7.0,14.0,389.0,923.0,4421.7754
1.0,7.0,14.0,40.0,376.0,3792.731
5.0,7.0,14.0,632.0,555.0,4174.868
9.0,8.0,13.0,594.0,979.0,4323.3936
8.0,2.0,20.0,792.0,412.0,4180.187
6.0,9.0,18.0,571.0,582.0,4100.2217
4.0,7.0,19.0,883.0,231.0,4307.206
4.0,7.0,11.0,761.0,66.0,4415.159
1.0,4.0,12.0,968.0,583.0,1079.3094
3.0,7.0,13.0,555.0,985.0,4429.34
2.0,7.0,14.0,389.0,923.0,4421.7754
1.0,7.0,14.0,40.0,376.0,3792.731
5.0,7.0,14.0,632.0,555.0,4174.868
9.0,8.0,13.0,594.0,979.0,4323.3936
8.0,2.0,20.0,792.0,412.0,4180.187
6.0,9.0,18.0,571.0,582.0,4100.2217
4.0,7.0,19.0,883.0,231.0,4307.206
3.0,8.0,11.0,761.0,67.0,4485.204
2.0,4.0,15.0,967.0,582.0,1085.7328
3.0,7.0,13.0,556.0,985.0,4429.489
2.0,6.0,14.0,389.0,922.0,4436.624
1.0,10.0,13.0,40.0,377.0,3699.9756
4.0,7.0,14.0,632.0,555.0,4156.236
9.0,8.0,13.0,595.0,980.0,4323.5664
7.0,2.0,20.0,792.0,412.0,4145.86
5.0,10.0,17.0,571.0,582.0,4145.364
4.0,8.0,19.0,882.0,231.0,4303.8936
3.0,8.0,11.0,761.0,67.0,4485.204
2.0,4.0,14.0,772.0,582.0,3785.802
3.0,7.0,13.0,556.0,985.0,4429.489
2.0,6.0,14.0,389.0,922.0,4436.624
1.0,10.0,13.0,40.0,377.0,3699.9756
4.0,7.0,14.0,632.0,555.0,4156.236
9.0,8.0,13.0,595.0,980.0,4323.5664
7.0,2.0,20.0,792.0,412.0,4145.86
5.0,10.0,17.0,571.0,582.0,4145.364
4.0,8.0,19.0,882.0,231.0,4303.8936
3.0,8.0,11.0,761.0,67.0,4485.204
2.0,8.0,14.0,772.0,582.0,4072.7786
3.0,7.0,13.0,556.0,985.0,4429.489
2.0,6.0,14.0,389.0,922.0,4436.624
1.0,10.0,13.0,40.0,377.0,3699.9756
4.0,7.0,14.0,632.0,555.0,4156.236
9.0,8.0,13.0,595.0,980.0,4323.5664
7.0,2.0,20.0,792.0,412.0,4145.86
