StartServers,MinSpareServers,MaxSpareServers,MaxRequestWorkers,MaxRequestsPerChild,PERF
8.0,8.0,19.0,373.0,734.0,3614.18
10.0,9.0,19.0,108.0,563.0,3875.25
10.0,7.0,12.0,286.0,931.0,3607.1
1.0,5.0,14.0,283.0,81.0,3817.01
4.0,4.0,11.0,856.0,403.0,3634.01
1.0,2.0,12.0,442.0,294.0,4379.03
5.0,6.0,12.0,306.0,326.0,4426.93
4.0,5.0,13.0,99.0,18.0,3557.48
7.0,9.0,13.0,420.0,38.0,3981.76
9.0,7.0,15.0,151.0,661.0,4320.63
7.0,7.0,19.0,287.0,45.0,4535.54
6.0,3.0,17.0,753.0,960.0,4327.89
7.0,3.0,15.0,468.0,903.0,4266.93
5.0,1.0,11.0,464.0,62.0,3974.81
6.0,3.0,13.0,220.0,284.0,4299.42
7.0,9.0,19.0,18.0,957.0,4355.28
9.0,5.0,20.0,174.0,20.0,4256.96
5.0,4.0,16.0,265.0,790.0,4347.41
3.0,1.0,11.0,237.0,225.0,4262.05
5.0,7.0,19.0,865.0,770.0,4262.29
10.0,10.0,16.0,174.0,875.0,4234.5
5.0,3.0,11.0,356.0,167.0,4540.71
3.0,1.0,16.0,917.0,516.0,4350.42
5.0,10.0,20.0,448.0,124.0,4345.62
4.0,8.0,16.0,40.0,756.0,3998.34
2.0,7.0,18.0,132.0,512.0,4305.79
6.0,4.0,13.0,39.0,735.0,4207.6
4.0,6.0,16.0,769.0,78.0,3874.83
10.0,1.0,19.0,701.0,802.0,4369.11
6.0,5.0,13.0,863.0,764.0,3574.6
3.0,3.0,14.0,391.0,401.0,4300.64
4.0,6.0,19.0,910.0,480.0,3980.95
6.0,8.0,18.0,208.0,39.0,4311.81
7.0,3.0,20.0,35.0,40.0,4512.73
8.0,10.0,11.0,136.0,949.0,251.24
1.0,4.0,14.0,7.0,972.0,4506.31
2.0,3.0,13.0,917.0,135.0,3651.61
6.0,8.0,17.0,647.0,365.0,4084.3
3.0,10.0,11.0,316.0,507.0,4251.94
1.0,6.0,16.0,597.0,658.0,3879.03
9.0,5.0,15.0,542.0,952.0,3884.71
5.0,3.0,15.0,478.0,729.0,3880.55
9.0,1.0,17.0,722.0,200.0,4415.52
2.0,6.0,11.0,716.0,248.0,4150.19
9.0,7.0,13.0,891.0,406.0,4430.23
1.0,10.0,20.0,44.0,858.0,4262.23
4.0,4.0,17.0,494.0,944.0,4365.68
8.0,1.0,18.0,193.0,347.0,4269.24
1.0,2.0,13.0,162.0,829.0,4308.18
3.0,2.0,12.0,70.0,570.0,4274.83
4.0,3.0,20.0,685.0,722.0,4354.89
3.0,3.0,19.0,380.0,970.0,4320.64
8.0,3.0,19.0,581.0,981.0,3954.39
3.0,6.0,16.0,731.0,776.0,4321.53
3.0,3.0,16.0,540.0,748.0,4405.54
5.0,6.0,17.0,703.0,870.0,4387.79
5.0,10.0,13.0,390.0,591.0,3645.57
9.0,8.0,12.0,805.0,13.0,3899.17
6.0,7.0,15.0,682.0,719.0,4242.43
4.0,9.0,16.0,266.0,523.0,4231.21
7.0,6.0,14.0,868.0,451.0,4291.94
5.0,2.0,12.0,129.0,521.0,4256.69
3.0,4.0,11.0,416.0,658.0,3587.4
2.0,2.0,17.0,205.0,39.0,4296.72
6.0,1.0,12.0,508.0,898.0,4304.02
6.0,1.0,14.0,74.0,831.0,4230.16
7.0,10.0,12.0,339.0,438.0,4243.09
1.0,4.0,17.0,870.0,457.0,4019.92
10.0,3.0,20.0,744.0,6.0,3963.1
7.0,4.0,17.0,641.0,937.0,3876.82
3.0,10.0,19.0,83.0,61.0,4394.05
2.0,8.0,15.0,310.0,963.0,4328.59
3.0,2.0,15.0,959.0,837.0,3585.3
10.0,7.0,17.0,165.0,369.0,4522.14
8.0,2.0,14.0,758.0,783.0,4276.79
3.0,9.0,14.0,449.0,912.0,3919.52
5.0,5.0,20.0,334.0,259.0,3234.59
6.0,10.0,14.0,662.0,825.0,3906.47
8.0,7.0,16.0,903.0,322.0,4411.78
1.0,2.0,16.0,175.0,368.0,4256.24
10.0,1.0,11.0,686.0,556.0,4389.86
8.0,6.0,15.0,737.0,183.0,4312.7
2.0,5.0,18.0,836.0,179.0,4252.74
10.0,6.0,19.0,973.0,907.0,4330.55
10.0,3.0,13.0,679.0,414.0,4332.37
1.0,3.0,13.0,423.0,734.0,4254.04
10.0,3.0,13.0,574.0,996.0,3985.22
10.0,2.0,15.0,501.0,942.0,4224.63
3.0,5.0,16.0,623.0,132.0,4321.17
2.0,4.0,19.0,144.0,315.0,4320.78
8.0,6.0,20.0,881.0,827.0,3646.73
1.0,5.0,13.0,340.0,87.0,4307.4
3.0,3.0,12.0,550.0,412.0,4250.7
7.0,10.0,20.0,656.0,721.0,3892.12
8.0,8.0,14.0,559.0,190.0,3937.72
4.0,7.0,16.0,544.0,722.0,3884.94
2.0,3.0,13.0,253.0,9.0,3933.64
3.0,8.0,12.0,313.0,487.0,4255.59
10.0,4.0,16.0,937.0,701.0,4297.77
6.0,2.0,19.0,447.0,351.0,2770.89
