StartServers,MinSpareServers,MaxSpareServers,MaxRequestWorkers,MaxRequestsPerChild,PERF
2.0,6.0,12.0,623.0,468.0,4136.582
6.0,7.0,11.0,327.0,962.0,4269.997
6.0,4.0,14.0,227.0,648.0,4129.9604
5.0,10.0,12.0,83.0,938.0,4240.2
8.0,4.0,17.0,741.0,943.0,4446.5234
2.0,3.0,17.0,223.0,707.0,4194.0728
9.0,7.0,11.0,352.0,708.0,4255.9316
8.0,5.0,12.0,274.0,464.0,4193.492
5.0,3.0,18.0,68.0,890.0,4181.2305
6.0,7.0,14.0,578.0,107.0,4331.6445
2.0,6.0,12.0,623.0,468.0,4136.582
6.0,7.0,11.0,327.0,962.0,4269.997
6.0,4.0,14.0,227.0,648.0,4129.9604
5.0,10.0,12.0,83.0,938.0,4240.2
8.0,4.0,17.0,741.0,943.0,4446.5234
2.0,3.0,17.0,223.0,707.0,4194.0728
9.0,7.0,11.0,352.0,708.0,4255.9316
8.0,5.0,12.0,274.0,464.0,4193.492
5.0,3.0,18.0,68.0,890.0,4181.2305
6.0,7.0,14.0,578.0,107.0,4331.6445
2.0,5.0,16.0,624.0,469.0,4082.2295
5.0,7.0,11.0,327.0,962.0,4343.716
10.0,5.0,12.0,227.0,649.0,3981.6868
5.0,10.0,12.0,84.0,937.0,4239.6055
7.0,3.0,18.0,740.0,943.0,4407.5596
3.0,5.0,17.0,224.0,506.0,3993.9556
8.0,6.0,11.0,42.0,708.0,3886.596
7.0,5.0,11.0,273.0,464.0,4239.8384
5.0,3.0,18.0,527.0,890.0,4324.4385
6.0,7.0,14.0,578.0,107.0,4331.6445
2.0,5.0,14.0,624.0,469.0,4125.4707
5.0,7.0,11.0,327.0,962.0,4343.716
10.0,5.0,12.0,227.0,301.0,4177.8706
5.0,10.0,12.0,84.0,937.0,4239.6055
7.0,3.0,18.0,740.0,943.0,4407.5596
3.0,9.0,17.0,224.0,506.0,3980.0212
8.0,6.0,11.0,42.0,708.0,3886.596
7.0,5.0,11.0,273.0,464.0,4239.8384
5.0,3.0,18.0,527.0,890.0,4324.4385
6.0,7.0,14.0,578.0,107.0,4331.6445
2.0,5.0,14.0,624.0,469.0,4125.4707
5.0,7.0,11.0,327.0,962.0,4343.716
10.0,5.0,12.0,227.0,301.0,4177.8706
5.0,10.0,12.0,1.0,937.0,4193.8037
7.0,3.0,18.0,740.0,943.0,4407.5596
3.0,9.0,17.0,224.0,506.0,3980.0212
8.0,7.0,11.0,42.0,708.0,3922.2256
7.0,5.0,11.0,273.0,464.0,4239.8384
5.0,3.0,18.0,843.0,890.0,3480.9685
6.0,7.0,14.0,578.0,107.0,4331.6445
2.0,5.0,14.0,624.0,469.0,4125.4707
5.0,7.0,11.0,327.0,962.0,4343.716
10.0,5.0,12.0,227.0,301.0,4177.8706
5.0,10.0,12.0,1.0,937.0,4193.8037
7.0,3.0,18.0,740.0,943.0,4407.5596
7.0,9.0,17.0,224.0,506.0,3989.551
8.0,7.0,11.0,42.0,708.0,3922.2256
7.0,5.0,11.0,273.0,464.0,4239.8384
5.0,3.0,20.0,713.0,890.0,4319.117
6.0,7.0,14.0,578.0,107.0,4331.6445
2.0,5.0,14.0,624.0,469.0,4125.4707
5.0,7.0,11.0,327.0,962.0,4343.716
10.0,5.0,12.0,227.0,301.0,4177.8706
5.0,10.0,12.0,1.0,937.0,4193.8037
7.0,3.0,18.0,740.0,943.0,4407.5596
7.0,9.0,17.0,224.0,506.0,3989.551
8.0,7.0,11.0,42.0,708.0,3922.2256
7.0,5.0,11.0,273.0,464.0,4239.8384
5.0,3.0,20.0,713.0,890.0,4319.117
6.0,7.0,14.0,578.0,107.0,4331.6445
2.0,5.0,14.0,624.0,469.0,4125.4707
5.0,7.0,11.0,327.0,962.0,4343.716
10.0,5.0,12.0,227.0,0.0,4279.388
5.0,10.0,12.0,1.0,937.0,4193.8037
7.0,3.0,18.0,740.0,943.0,4407.5596
7.0,10.0,17.0,224.0,506.0,4018.0686
8.0,7.0,11.0,42.0,812.0,3981.3254
7.0,5.0,11.0,273.0,464.0,4239.8384
5.0,3.0,20.0,713.0,890.0,4319.117
6.0,7.0,14.0,578.0,107.0,4331.6445
2.0,5.0,14.0,825.0,469.0,3923.21
5.0,7.0,11.0,327.0,962.0,4343.716
10.0,5.0,12.0,227.0,0.0,4279.388
5.0,10.0,12.0,1.0,937.0,4193.8037
7.0,3.0,18.0,740.0,943.0,4407.5596
7.0,10.0,17.0,224.0,506.0,4018.0686
8.0,5.0,11.0,42.0,812.0,3868.934
7.0,5.0,11.0,273.0,464.0,4239.8384
