StartServers,MinSpareServers,MaxSpareServers,MaxRequestWorkers,MaxRequestsPerChild,PERF
7.0,5.0,12.0,784.0,587.0,4379.24
2.0,3.0,12.0,83.0,787.0,4332.8
10.0,10.0,19.0,282.0,729.0,4506.23
10.0,4.0,19.0,644.0,278.0,4717.91
1.0,8.0,19.0,172.0,314.0,4342.62
1.0,1.0,16.0,41.0,32.0,4405.33
2.0,3.0,12.0,253.0,485.0,4347.48
3.0,6.0,13.0,795.0,283.0,4278.85
5.0,4.0,20.0,795.0,948.0,4527.9
6.0,10.0,16.0,585.0,923.0,4401.72
8.0,8.0,19.0,945.0,857.0,4309.21
7.0,4.0,15.0,802.0,969.0,4220.85
6.0,4.0,16.0,825.0,581.0,4330.95
10.0,8.0,20.0,269.0,516.0,4176.23
4.0,1.0,19.0,477.0,480.0,4332.17
7.0,4.0,11.0,247.0,759.0,4243.91
1.0,5.0,19.0,949.0,921.0,3584.35
5.0,7.0,20.0,750.0,85.0,4241.77
1.0,10.0,11.0,847.0,803.0,4240.43
6.0,10.0,12.0,212.0,943.0,3965.07
6.0,7.0,12.0,491.0,443.0,4271.63
8.0,6.0,14.0,846.0,497.0,4193.71
10.0,9.0,12.0,436.0,792.0,4412.11
6.0,10.0,18.0,316.0,945.0,4456.95
5.0,3.0,16.0,563.0,595.0,4360.45
4.0,1.0,17.0,256.0,956.0,4308.21
3.0,5.0,12.0,886.0,59.0,4311.17
8.0,1.0,15.0,319.0,245.0,4299.61
5.0,9.0,14.0,485.0,867.0,4257.55
6.0,5.0,17.0,550.0,37.0,4340.74
6.0,8.0,19.0,848.0,171.0,4377.17
4.0,1.0,11.0,222.0,890.0,4423.47
1.0,4.0,20.0,554.0,617.0,3949.79
10.0,7.0,14.0,414.0,383.0,4376.58
6.0,2.0,20.0,954.0,395.0,4347.25
8.0,9.0,20.0,165.0,428.0,4353.15
2.0,5.0,16.0,476.0,883.0,4257.75
2.0,4.0,15.0,182.0,102.0,4558.16
5.0,3.0,17.0,98.0,62.0,4201.39
1.0,3.0,11.0,796.0,992.0,3921.81
7.0,8.0,16.0,427.0,159.0,4376.06
7.0,4.0,12.0,566.0,572.0,4397.62
4.0,8.0,18.0,389.0,603.0,4340.83
9.0,3.0,18.0,754.0,76.0,4359.04
5.0,6.0,12.0,829.0,58.0,3944.14
5.0,5.0,18.0,496.0,491.0,4283.25
1.0,6.0,17.0,383.0,124.0,4389.85
6.0,9.0,15.0,283.0,538.0,4580.97
2.0,6.0,13.0,653.0,42.0,4532.74
6.0,3.0,15.0,322.0,52.0,4369.18
8.0,9.0,16.0,225.0,910.0,4364.98
6.0,7.0,17.0,357.0,798.0,4354.19
4.0,7.0,12.0,149.0,308.0,3931.96
2.0,4.0,16.0,172.0,471.0,3986.47
10.0,1.0,14.0,871.0,749.0,3857.59
5.0,10.0,13.0,204.0,224.0,4495.89
7.0,9.0,14.0,361.0,154.0,4288.35
1.0,4.0,19.0,623.0,912.0,4406.88
4.0,5.0,13.0,474.0,15.0,4248.62
2.0,4.0,14.0,223.0,906.0,3947.48
7.0,4.0,12.0,614.0,160.0,3838.89
1.0,10.0,12.0,584.0,293.0,4341.79
4.0,1.0,11.0,656.0,840.0,4607.95
6.0,5.0,19.0,448.0,496.0,4315.37
2.0,6.0,16.0,783.0,30.0,4331.15
8.0,5.0,16.0,622.0,655.0,4333.18
5.0,7.0,16.0,38.0,15.0,3938.73
10.0,5.0,15.0,369.0,133.0,4298.66
3.0,8.0,12.0,555.0,861.0,3582.08
7.0,3.0,12.0,163.0,158.0,3935.81
6.0,8.0,19.0,238.0,778.0,4264.07
7.0,10.0,17.0,915.0,857.0,4551.16
4.0,1.0,17.0,873.0,142.0,4039.75
5.0,5.0,13.0,280.0,670.0,3930.0
5.0,10.0,12.0,359.0,612.0,4352.07
5.0,4.0,17.0,485.0,457.0,4362.24
4.0,1.0,14.0,229.0,654.0,4320.5
8.0,3.0,16.0,944.0,7.0,2532.67
6.0,10.0,12.0,996.0,73.0,4323.41
10.0,2.0,14.0,349.0,632.0,4027.59
10.0,7.0,13.0,112.0,559.0,4406.36
5.0,10.0,18.0,633.0,590.0,3934.17
3.0,4.0,14.0,544.0,862.0,4202.04
2.0,8.0,17.0,769.0,57.0,4238.84
7.0,3.0,16.0,323.0,923.0,4280.98
2.0,1.0,11.0,809.0,407.0,4320.03
8.0,9.0,19.0,659.0,188.0,3860.07
5.0,2.0,17.0,705.0,3.0,3879.73
2.0,1.0,15.0,550.0,643.0,4435.83
4.0,1.0,17.0,784.0,506.0,3911.47
10.0,9.0,12.0,849.0,675.0,4341.33
3.0,4.0,11.0,414.0,574.0,4182.13
3.0,2.0,18.0,107.0,504.0,3991.97
9.0,4.0,17.0,904.0,396.0,3606.02
4.0,3.0,12.0,387.0,764.0,4258.87
5.0,5.0,19.0,30.0,713.0,4200.49
2.0,2.0,19.0,721.0,809.0,3877.65
9.0,6.0,12.0,624.0,648.0,4337.5
8.0,5.0,16.0,672.0,860.0,4219.78
8.0,6.0,12.0,87.0,993.0,4447.31
7.0,2.0,19.0,545.0,823.0,4471.3
7.0,8.0,17.0,462.0,368.0,3974.6
8.0,1.0,19.0,507.0,789.0,3567.8
2.0,3.0,13.0,976.0,178.0,4203.29
1.0,8.0,15.0,289.0,933.0,4143.6
1.0,5.0,18.0,608.0,293.0,4309.0
7.0,3.0,12.0,948.0,439.0,3873.42
3.0,8.0,17.0,359.0,111.0,4319.09
6.0,2.0,13.0,322.0,781.0,4369.21
4.0,2.0,17.0,819.0,820.0,3552.28
6.0,9.0,15.0,244.0,935.0,3514.78
6.0,1.0,14.0,684.0,620.0,4332.21
7.0,10.0,13.0,366.0,878.0,3791.47
2.0,1.0,16.0,393.0,595.0,4360.17
4.0,10.0,19.0,481.0,831.0,4228.47
6.0,4.0,20.0,252.0,51.0,4308.93
9.0,9.0,19.0,711.0,501.0,3593.78
7.0,8.0,13.0,291.0,235.0,4491.41
2.0,7.0,16.0,235.0,737.0,4356.22
6.0,8.0,13.0,538.0,782.0,3626.09
8.0,6.0,17.0,184.0,1000.0,4282.87
5.0,4.0,17.0,350.0,628.0,4437.89
9.0,5.0,17.0,995.0,172.0,3906.91
4.0,4.0,12.0,777.0,323.0,4395.59
4.0,2.0,19.0,148.0,639.0,4359.2
1.0,5.0,15.0,130.0,144.0,4238.97
7.0,4.0,17.0,433.0,434.0,3850.66
