StartServers,MinSpareServers,MaxSpareServers,MaxRequestWorkers,MaxRequestsPerChild,PERF
6.0,10.0,15.0,66.0,20.0,4284.1
4.0,7.0,17.0,964.0,673.0,3941.35
1.0,5.0,12.0,566.0,679.0,3953.19
10.0,5.0,15.0,241.0,685.0,3626.48
3.0,1.0,12.0,520.0,874.0,4274.26
9.0,3.0,14.0,745.0,485.0,4358.28
10.0,1.0,16.0,877.0,637.0,3799.16
3.0,10.0,20.0,918.0,98.0,4316.87
6.0,10.0,18.0,773.0,812.0,4312.42
5.0,3.0,15.0,249.0,754.0,4400.01
5.0,7.0,11.0,697.0,691.0,4141.92
8.0,1.0,17.0,875.0,889.0,4403.86
3.0,10.0,17.0,565.0,599.0,502.6
1.0,9.0,13.0,88.0,721.0,4100.36
5.0,3.0,12.0,987.0,121.0,3843.76
2.0,10.0,12.0,72.0,493.0,3913.14
2.0,7.0,16.0,546.0,564.0,4018.91
6.0,10.0,12.0,324.0,795.0,3659.16
10.0,2.0,13.0,290.0,173.0,4265.11
10.0,3.0,20.0,377.0,766.0,4229.75
8.0,9.0,16.0,729.0,462.0,4231.28
8.0,1.0,19.0,790.0,179.0,3569.93
1.0,4.0,14.0,961.0,180.0,3055.09
1.0,3.0,16.0,732.0,97.0,4794.49
10.0,6.0,18.0,509.0,889.0,4415.39
8.0,5.0,18.0,788.0,761.0,4416.23
2.0,3.0,19.0,251.0,651.0,4251.73
7.0,2.0,17.0,451.0,717.0,3600.42
9.0,5.0,14.0,976.0,721.0,4258.34
3.0,3.0,17.0,917.0,372.0,4321.9
6.0,7.0,13.0,457.0,436.0,4569.93
8.0,10.0,17.0,793.0,94.0,4122.18
10.0,7.0,16.0,69.0,163.0,4271.87
4.0,6.0,17.0,855.0,772.0,3886.33
1.0,8.0,16.0,364.0,147.0,4324.76
1.0,9.0,20.0,266.0,868.0,4307.72
2.0,9.0,15.0,92.0,799.0,3570.85
9.0,3.0,20.0,339.0,172.0,4308.44
6.0,9.0,16.0,922.0,597.0,4214.03
7.0,10.0,13.0,181.0,568.0,4315.9
4.0,1.0,13.0,446.0,210.0,4300.92
9.0,4.0,17.0,293.0,617.0,4262.72
7.0,8.0,17.0,615.0,369.0,3500.48
5.0,2.0,12.0,388.0,311.0,3114.57
7.0,3.0,19.0,191.0,80.0,4278.51
2.0,4.0,19.0,80.0,596.0,3622.61
3.0,3.0,15.0,90.0,165.0,4512.6
6.0,4.0,15.0,191.0,979.0,4302.01
10.0,7.0,19.0,113.0,434.0,3818.85
7.0,10.0,19.0,538.0,29.0,4305.81
1.0,5.0,18.0,885.0,436.0,4272.3
2.0,9.0,11.0,28.0,91.0,3986.88
2.0,6.0,14.0,867.0,540.0,4265.36
9.0,1.0,20.0,91.0,337.0,4337.44
10.0,2.0,15.0,738.0,605.0,4387.14
10.0,9.0,18.0,753.0,441.0,4293.83
4.0,10.0,19.0,279.0,243.0,4316.17
5.0,6.0,12.0,925.0,966.0,4318.64
10.0,1.0,18.0,62.0,434.0,4324.81
1.0,5.0,18.0,726.0,663.0,4252.86
10.0,4.0,18.0,388.0,149.0,4308.2
5.0,2.0,20.0,553.0,4.0,4498.63
5.0,10.0,14.0,253.0,875.0,4259.46
4.0,8.0,19.0,1.0,722.0,3935.98
10.0,1.0,16.0,568.0,611.0,3982.95
6.0,7.0,11.0,814.0,134.0,4492.47
4.0,7.0,15.0,200.0,110.0,3650.21
9.0,5.0,17.0,453.0,334.0,4379.95
7.0,3.0,14.0,789.0,359.0,4344.11
6.0,3.0,15.0,15.0,249.0,4360.61
7.0,6.0,16.0,835.0,340.0,4381.38
2.0,9.0,19.0,114.0,513.0,4290.09
3.0,1.0,12.0,744.0,407.0,4300.17
4.0,10.0,16.0,846.0,364.0,3647.37
10.0,6.0,11.0,46.0,158.0,4029.22
4.0,8.0,11.0,122.0,70.0,4250.35
3.0,9.0,17.0,961.0,385.0,4377.25
9.0,6.0,15.0,951.0,768.0,4357.21
1.0,6.0,14.0,414.0,603.0,4417.04
3.0,10.0,20.0,120.0,634.0,4377.98
10.0,8.0,17.0,266.0,721.0,4288.14
3.0,7.0,16.0,513.0,139.0,4026.67
2.0,7.0,19.0,658.0,518.0,4394.21
9.0,7.0,20.0,774.0,311.0,3553.14
10.0,6.0,20.0,813.0,477.0,4121.27
2.0,1.0,17.0,663.0,382.0,4569.78
9.0,1.0,14.0,322.0,264.0,4260.41
10.0,3.0,15.0,316.0,413.0,4288.08
5.0,9.0,11.0,783.0,334.0,3989.54
2.0,6.0,15.0,740.0,825.0,4398.4
1.0,4.0,18.0,120.0,356.0,3855.99
2.0,9.0,19.0,79.0,787.0,3535.98
1.0,9.0,16.0,199.0,738.0,4514.54
2.0,9.0,15.0,798.0,838.0,4249.62
2.0,1.0,14.0,327.0,85.0,3928.8
8.0,3.0,15.0,237.0,962.0,4335.25
9.0,6.0,13.0,322.0,954.0,4283.47
6.0,3.0,15.0,300.0,926.0,4193.78
7.0,5.0,14.0,178.0,288.0,4443.49
2.0,8.0,17.0,195.0,874.0,4216.58
