StartServers,MinSpareServers,MaxSpareServers,MaxRequestWorkers,MaxRequestsPerChild,PERF
3.0,7.0,13.0,919.0,806.0,4267.28
4.0,7.0,16.0,915.0,587.0,4439.18
6.0,6.0,20.0,461.0,353.0,3996.84
5.0,9.0,14.0,127.0,358.0,4253.61
4.0,3.0,11.0,556.0,653.0,4403.65
4.0,1.0,16.0,53.0,555.0,4365.98
7.0,1.0,16.0,715.0,64.0,4352.18
2.0,6.0,14.0,881.0,608.0,4324.92
2.0,2.0,19.0,438.0,232.0,3577.86
4.0,9.0,11.0,200.0,649.0,3973.71
4.0,9.0,16.0,829.0,118.0,4293.18
6.0,2.0,12.0,835.0,964.0,4029.33
10.0,7.0,16.0,125.0,150.0,4273.57
5.0,4.0,15.0,323.0,961.0,3915.29
7.0,4.0,13.0,820.0,300.0,3034.77
8.0,7.0,14.0,43.0,135.0,4494.31
9.0,2.0,11.0,719.0,154.0,4100.43
8.0,4.0,19.0,147.0,510.0,962.53
6.0,7.0,13.0,365.0,393.0,3948.03
5.0,6.0,13.0,110.0,999.0,4289.09
4.0,1.0,16.0,997.0,989.0,4527.39
10.0,1.0,19.0,430.0,126.0,4408.09
8.0,5.0,15.0,701.0,787.0,4400.52
5.0,8.0,17.0,372.0,718.0,4513.08
7.0,7.0,15.0,962.0,357.0,4344.93
5.0,6.0,16.0,495.0,950.0,4450.1
5.0,2.0,18.0,10.0,180.0,4372.43
9.0,3.0,16.0,133.0,536.0,4365.11
6.0,8.0,12.0,968.0,310.0,4366.82
4.0,8.0,18.0,771.0,308.0,4327.57
2.0,3.0,17.0,651.0,314.0,4349.73
3.0,1.0,11.0,125.0,210.0,4410.26
2.0,9.0,14.0,184.0,583.0,4398.61
4.0,10.0,15.0,205.0,276.0,4282.67
6.0,4.0,15.0,834.0,334.0,4304.82
3.0,1.0,16.0,209.0,923.0,3704.31
10.0,7.0,13.0,373.0,647.0,3911.04
10.0,2.0,16.0,528.0,416.0,4436.28
5.0,3.0,13.0,622.0,460.0,3963.67
4.0,9.0,18.0,931.0,843.0,4347.05
2.0,1.0,18.0,780.0,296.0,3945.81
1.0,8.0,12.0,867.0,801.0,4319.76
7.0,6.0,11.0,385.0,529.0,4358.49
1.0,2.0,14.0,410.0,534.0,4290.68
6.0,10.0,14.0,797.0,526.0,4342.71
4.0,9.0,17.0,836.0,960.0,3658.68
3.0,3.0,19.0,407.0,880.0,4519.81
5.0,9.0,19.0,837.0,999.0,4366.19
2.0,9.0,15.0,27.0,352.0,4516.45
3.0,7.0,20.0,812.0,442.0,4299.85
2.0,9.0,11.0,743.0,948.0,3784.37
8.0,10.0,11.0,558.0,597.0,4500.63
10.0,7.0,14.0,386.0,47.0,4311.39
2.0,9.0,11.0,518.0,974.0,3954.53
6.0,9.0,12.0,405.0,159.0,3834.39
6.0,8.0,11.0,736.0,682.0,4322.23
5.0,1.0,15.0,488.0,407.0,3976.23
10.0,4.0,20.0,427.0,813.0,4251.06
9.0,6.0,15.0,973.0,460.0,4347.18
3.0,4.0,19.0,256.0,43.0,4291.72
7.0,1.0,11.0,769.0,978.0,4208.64
5.0,1.0,11.0,704.0,18.0,4364.15
5.0,7.0,11.0,558.0,306.0,4308.77
8.0,5.0,16.0,759.0,656.0,4543.13
5.0,1.0,20.0,704.0,500.0,4344.14
3.0,5.0,11.0,374.0,50.0,3915.78
10.0,9.0,13.0,153.0,54.0,3265.86
2.0,2.0,12.0,589.0,335.0,4309.96
6.0,6.0,16.0,862.0,882.0,4340.96
9.0,8.0,17.0,667.0,848.0,4271.42
3.0,1.0,11.0,792.0,203.0,4267.77
8.0,6.0,12.0,771.0,302.0,4354.9
6.0,7.0,18.0,334.0,890.0,4298.13
8.0,4.0,12.0,78.0,675.0,3493.15
9.0,6.0,12.0,308.0,546.0,4449.51
6.0,3.0,18.0,253.0,444.0,4389.72
4.0,10.0,13.0,689.0,733.0,4288.69
3.0,1.0,11.0,898.0,600.0,3933.39
5.0,3.0,14.0,525.0,720.0,4389.47
5.0,4.0,19.0,78.0,776.0,4598.11
1.0,1.0,19.0,259.0,510.0,4507.25
3.0,6.0,14.0,867.0,128.0,4346.97
2.0,7.0,19.0,540.0,90.0,4220.65
7.0,9.0,20.0,584.0,711.0,3558.77
8.0,2.0,15.0,161.0,360.0,4181.96
3.0,7.0,11.0,349.0,261.0,4347.64
4.0,3.0,18.0,54.0,368.0,4464.96
1.0,10.0,15.0,809.0,888.0,506.82
8.0,1.0,18.0,863.0,304.0,3971.57
5.0,10.0,17.0,577.0,277.0,4372.43
5.0,1.0,14.0,566.0,84.0,4306.11
7.0,3.0,19.0,847.0,575.0,4488.57
4.0,3.0,13.0,51.0,151.0,4408.13
3.0,6.0,15.0,635.0,460.0,4005.89
5.0,5.0,11.0,503.0,280.0,3769.89
2.0,8.0,15.0,426.0,438.0,4346.29
5.0,5.0,14.0,651.0,381.0,4272.32
2.0,1.0,17.0,74.0,424.0,4340.95
6.0,6.0,15.0,127.0,56.0,3946.57
1.0,8.0,11.0,659.0,733.0,4114.16
